model,n_samples,total_s,per_sample_ms
LR,500,8.20159912109375e-05,0.000164031982421875
SVM,500,6.318092346191406e-05,0.00012636184692382812
RF,500,0.004263162612915039,0.008526325225830078
MLP,500,0.009763240814208984,0.01952648162841797
