accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,elapsed_s,n_samples,n_eligible,median_queries_success,query_budget_exhausted,numerical_stagnation
0.0,0.0,0.0,0.0,1.0,1.0,RF,HopSkipJump_whitebox,1.0,47.91940975189209,200,200,562.0,0,0
0.115,0.23943661971830985,0.12142857142857143,0.16113744075829384,0.9,0.8785714285714286,SVM,HopSkipJump_whitebox,1.0,1.4935634136199951,200,177,557.0,0,0
0.115,0.23943661971830985,0.12142857142857143,0.16113744075829384,0.9,0.8785714285714286,LR,HopSkipJump_whitebox,1.0,1.5145432949066162,200,177,557.0,0,0
