accuracy,precision,recall,f1,fpr,fnr,model,oversample,applicable,n_features,attack,asr,family,epsilon,iters,confidence,n_train,n_categorical_selected,categorical_selected,resampled,seed
0.1834442891326494,0.2145206172527194,0.0263280449563786,0.046900060837343,0.3105,0.9736719550436214,RF,smotenc,True,,PGD_eps0.75_it25,0.8157265038261982,PGD,0.75,25.0,,257668.0,2.0,proto;conn_state,True,42
0.0411997441303987,0.1221988475258392,0.0414790896954267,0.0619350053312317,0.9597,0.9585209103045732,MLP,smotenc,True,,PGD_eps0.75_it25,0.957757824160724,PGD,0.75,25.0,,257668.0,2.0,proto;conn_state,True,42
0.9026984766282072,0.9671520712813352,0.903163712005961,0.9340632876844284,0.0988,0.0968362879940389,LR,smotenc,True,,CW_c0.0_it10,0.0011845814873605,CW,,10.0,0.0,257668.0,2.0,proto;conn_state,True,42
0.9026510933687129,0.9698053902226976,0.9004626036201062,0.9338485068018996,0.0903,0.0995373963798938,SVM,smotenc,True,,CW_c0.0_it10,0.0033168281646094,CW,,10.0,0.0,257668.0,2.0,proto;conn_state,True,42
0.306522305669407,0.643822204816918,0.2041665373032382,0.310020507743441,0.3638,0.7958334626967618,RF,smotenc,True,,CW_c0.0_it10,0.6928380203274184,CW,,10.0,0.0,257668.0,2.0,proto;conn_state,True,42
0.0429529247316922,0.1326393251368572,0.0458877953367071,0.0681860121793688,0.9665,0.9541122046632928,MLP,smotenc,True,,CW_c0.0_it10,0.9560046435594304,CW,,10.0,0.0,257668.0,2.0,proto;conn_state,True,42
0.9025089435902296,0.9668949012829888,0.903163712005961,0.933943334135966,0.0996,0.0968362879940389,LR,smotenc,True,,CW_c0.5_it10,0.0014214977848326,CW,,10.0,0.5,257668.0,2.0,proto;conn_state,True,42
0.9026037101092184,0.9697405376487896,0.9004626036201062,0.9338184393966223,0.0905,0.0995373963798938,SVM,smotenc,True,,CW_c0.5_it10,0.003387903053851,CW,,10.0,0.5,257668.0,2.0,proto;conn_state,True,42
0.284560164893743,0.6050349942546746,0.1798255146077183,0.2772485759417931,0.3781,0.8201744853922817,RF,smotenc,True,,CW_c0.5_it10,0.714658011324599,CW,,10.0,0.5,257668.0,2.0,proto;conn_state,True,42
0.0365561846999455,0.1199101123595505,0.0414169952497749,0.0615682835648682,0.9791,0.9585830047502252,MLP,smotenc,True,,CW_c0.5_it10,0.9625198417399132,CW,,10.0,0.5,257668.0,2.0,proto;conn_state,True,42
0.9206804236063398,0.9507699996876268,0.9449843211524728,0.9478683317243312,0.1576,0.055015678847527,LR,none,True,,clean,0.0,,,,,168834.0,2.0,proto;conn_state,False,42
0.9221256130209196,0.9507512000498722,0.9470023906361577,0.948873092656826,0.158,0.0529976093638424,SVM,none,True,,clean,0.0,,,,,168834.0,2.0,proto;conn_state,False,42
0.998862801772134,0.999254866652178,0.999254866652178,0.999254866652178,0.0024,0.000745133347822,RF,none,True,,clean,0.0,,,,,168834.0,2.0,proto;conn_state,False,42
0.9751948636546708,0.9731264423660876,0.9949703499022012,0.9839271733623984,0.0885,0.0050296500977987,MLP,none,True,,clean,0.0,,,,,168834.0,2.0,proto;conn_state,False,42
0.9043805823402592,0.9637225532475228,0.908907448228756,0.9355127344773592,0.1102,0.091092551771244,LR,none,True,,FGSM_eps0.15,0.0334525812030609,FGSM,0.15,1.0,,168834.0,2.0,proto;conn_state,False,42
0.7974128740316047,0.8875311230507142,0.8411003135769506,0.8636921556437601,0.3433,0.1588996864230494,SVM,none,True,,FGSM_eps0.15,0.1426946859674477,FGSM,0.15,1.0,,168834.0,2.0,proto;conn_state,False,42
