,accuracy,accuracy,precision,precision,recall,recall,f1,f1,fpr,fpr,fnr,fnr,asr,asr,iters,iters,confidence,confidence,n_samples,n_samples,n_eligible,n_eligible,mean_l2,mean_l2,median_queries_success,median_queries_success,query_budget_exhausted,query_budget_exhausted,numerical_stagnation,numerical_stagnation,elapsed_s,elapsed_s
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
epsilon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.15,0.5611678394023392,0.326562762308641,0.6935203090888077,0.315023834871967,0.52984224561113,0.3655973818653403,0.5815889328763003,0.36214666648825766,0.33793555555555554,0.23855109282947615,0.47015775438886986,0.36559738186534024,0.38450146230003607,0.3607320542633929,12.0,9.954954725939523,,,,,,,,,,,,,,,,
0.3,0.46366783282133084,0.29702457997543763,0.6192915640155516,0.315987981865571,0.42974254952894464,0.3357883414173118,0.4884393091012184,0.34247165484584025,0.42706222222222223,0.24827947807050288,0.5702574504710554,0.3357883414173118,0.4856794627791335,0.32356521764965357,12.0,9.954954725939523,,,,,,,,,,,,,,,,
0.5,0.41416338274354336,0.268028449621791,0.5911487882268359,0.29240680982888123,0.3880844208485551,0.31521099881641385,0.44473550098808545,0.31897912392600336,0.501838888888889,0.2627006057205475,0.6119155791514449,0.31521099881641385,0.5385036366651661,0.2877205553088408,12.0,9.954954725939523,,,,,,,,,,,,,,,,
0.75,0.38762796770567626,0.2551695596605196,0.5664920733782243,0.2840567448778,0.36904384902770443,0.29953938874514885,0.42573810683935237,0.30614650155449064,0.5525144444444444,0.27287755642457967,0.6309561509722955,0.2995393887451488,0.5659703959924292,0.2729572884696334,12.0,9.954954725939523,,,,,,,,,,,,,,,,
,0.5870876550814597,0.39316508859497074,0.6555961704356658,0.4070885487588907,0.5660772040940938,0.41490577069177864,0.5938277622972563,0.41883590791248076,0.3478308333333333,0.3627837756361852,0.4339227959059062,0.4149057706917787,0.3790379342478302,0.44924597302816865,10.0,0.0,0.25,0.25210974204480535,100.0,0.0,94.66666666666667,4.079666427653066,0.4483232155442238,0.16854540598559842,558.2333333333333,2.6087826905353313,0.0,0.0,0.03333333333333333,0.18257418583505536,21.787645387649537,47.02049413489669
