accuracy,precision,recall,f1,fpr,fnr,model,config,attack,asr,best_params,family,epsilon,iters,confidence,n_samples,n_eligible,mean_l2,median_queries_success,query_budget_exhausted,numerical_stagnation,elapsed_s,seed
0.7972233409936269,0.918969671201814,0.805271818435841,0.8583720814786623,0.2287,0.194728181564159,SVM,as_submitted,PGD_eps0.15_it10,0.1339524745907271,{'max_iter': 500},PGD,0.15,10.0,,,,,,,,,42
0.7921296405979767,0.9187064498838664,0.7982240988543575,0.8542379639166694,0.2275,0.2017759011456425,SVM,as_submitted,PGD_eps0.15_it25,0.1392593996541022,{'max_iter': 500},PGD,0.15,25.0,,,,,,,,,42
0.5118339690587316,0.7312843817268596,0.5695613027414698,0.6403700148355005,0.6741,0.4304386972585302,SVM,as_submitted,PGD_eps0.3_it10,0.4211424103864105,{'max_iter': 500},PGD,0.3,10.0,,,,,,,,,42
0.4870762159728968,0.7205212814836472,0.5355645937470893,0.6144256455921638,0.6691,0.4644354062529107,SVM,as_submitted,PGD_eps0.3_it25,0.4472979696273306,{'max_iter': 500},PGD,0.3,25.0,,,,,,,,,42
0.395294842332204,0.6375571011152722,0.4809835760191251,0.5483117434699512,0.8807,0.5190164239808749,SVM,as_submitted,PGD_eps0.5_it10,0.5402876163851311,{'max_iter': 500},PGD,0.5,10.0,,,,,,,,,42
0.3684522258286147,0.6193362565557562,0.4472973392530038,0.5194425916244524,0.8855,0.5527026607469961,SVM,as_submitted,PGD_eps0.5_it25,0.5672013077779621,{'max_iter': 500},PGD,0.5,25.0,,,,,,,,,42
0.3561799616195598,0.6071702290726391,0.4427333974975938,0.5120746925217704,0.9226,0.5572666025024061,SVM,as_submitted,PGD_eps0.75_it10,0.5795209552465114,{'max_iter': 500},PGD,0.75,10.0,,,,,,,,,42
0.3478878912080362,0.6004115932087121,0.4347853084541588,0.5043487655988331,0.932,0.5652146915458413,SVM,as_submitted,PGD_eps0.75_it25,0.5878130256580351,{'max_iter': 500},PGD,0.75,25.0,,,,,,,,,42
0.9001634722452557,0.967221869888848,0.8996553758266324,0.932215931025608,0.0982,0.1003446241733676,SVM,as_submitted,CW_c0.0_it10,0.0057096827690776,{'max_iter': 500},CW,,10.0,0.0,,,,,,,,42
0.9001160889857613,0.9670326003536988,0.899779564717936,0.9321946669239924,0.0988,0.100220435282064,SVM,as_submitted,CW_c0.5_it10,0.0057807576583193,{'max_iter': 500},CW,,10.0,0.5,,,,,,,,42
