,accuracy,accuracy,precision,precision,recall,recall,f1,f1,fpr,fpr,fnr,fnr,cv_f1_macro,cv_f1_macro,fit_s,fit_s
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
search_budget,,,,,,,,,,,,,,,,
0,0.936105254013757,0.04584352173205307,0.9791810023580199,0.014808018619689082,0.9357053411572335,0.0463146120380239,0.9566903179580208,0.031094688106534877,0.06260666666666667,0.044436945160959196,0.06429465884276647,0.04631461203802388,,,7.068568070729573,14.072007958428241
12,0.9360815623840096,0.04581971208987713,0.9791165748876137,0.01477596283334834,0.9357384581949144,0.046317646621934716,0.9566763115015637,0.031077974868600262,0.06281333333333333,0.04433299104772986,0.06426154180508549,0.0463176466219347,0.937036174045757,0.04527675339312945,51.15323699315389,62.96446798133005
