accuracy,precision,recall,f1,fpr,fnr,model,attack,epsilon,asr,mean_l2,elapsed_s,seed
0.0942453031344026,0.2536812827225131,0.0962774379831724,0.1395809420925888,0.9123,0.9037225620168275,SVM,PGD_direct,0.5,0.9055414721978724,1.93648898601532,1.6066889762878418,42
0.0941979198749081,0.253639784066743,0.0962774379831724,0.1395746596151682,0.9125,0.9037225620168275,SVM,FGSM_direct,0.75,0.905612547087114,2.9047329425811768,0.174013614654541,42
0.0941979198749081,0.253639784066743,0.0962774379831724,0.1395746596151682,0.9125,0.9037225620168275,SVM,PGD_direct,0.75,0.905612547087114,2.9047329425811768,1.611987590789795,42
0.1161837522803193,0.2775061124694376,0.0986680741407681,0.1455761434689998,0.8274,0.901331925859232,LR,FGSM_direct,0.15,0.8813997014854652,0.5809332728385925,0.1457064151763916,7
0.1161837522803193,0.2775061124694376,0.0986680741407681,0.1455761434689998,0.8274,0.901331925859232,LR,PGD_direct,0.15,0.8813997014854652,0.5809332728385925,1.5856139659881592,7
0.1126300078182378,0.272031983313054,0.097177807445124,0.1432002745053185,0.8376,0.902822192554876,LR,FGSM_direct,0.3,0.8872515340330261,1.161866545677185,0.1012825965881347,7
0.1126300078182378,0.272031983313054,0.097177807445124,0.1432002745053185,0.8376,0.902822192554876,LR,PGD_direct,0.3,0.8872515340330261,1.161866545677185,1.324735164642334,7
0.1047406951124167,0.2641812494716375,0.0970225713309944,0.1419228847813252,0.8704,0.9029774286690057,LR,FGSM_direct,0.5,0.8951882299983416,1.936444401741028,0.1431255340576172,7
0.1047406951124167,0.2641812494716375,0.0970225713309944,0.1419228847813252,0.8704,0.9029774286690057,LR,PGD_direct,0.5,0.8951882299983416,1.936444401741028,1.2224836349487305,7
0.097562131299012,0.257583250906693,0.0970225713309944,0.14095306826639,0.9007,0.9029774286690057,LR,FGSM_direct,0.75,0.9024141770712408,2.90466570854187,0.1464772224426269,7
0.097562131299012,0.257583250906693,0.0970225713309944,0.14095306826639,0.9007,0.9029774286690057,LR,PGD_direct,0.75,0.9024141770712408,2.90466570854187,1.3128159046173096,7
0.1048591532611528,0.2661912751677852,0.0985128380266385,0.1438056606766525,0.8747,0.9014871619733614,SVM,FGSM_direct,0.15,0.8943590229571893,0.5809475183486938,0.1735143661499023,7
0.1048591532611528,0.2661912751677852,0.0985128380266385,0.1438056606766525,0.8747,0.9014871619733614,SVM,PGD_direct,0.15,0.8943590229571893,0.5809475183486938,1.6114897727966309,7
0.0959747921059489,0.2560885608856088,0.0969604768853426,0.140663003333033,0.9072,0.9030395231146574,SVM,FGSM_direct,0.3,0.9039778246345566,1.1618943214416504,0.1756002902984619,7
0.0959747921059489,0.2560885608856088,0.0969604768853426,0.140663003333033,0.9072,0.9030395231146574,SVM,PGD_direct,0.3,0.9039778246345566,1.1618943214416504,1.603508710861206,7
0.0958326423274657,0.2559226166079187,0.0969294296625166,0.1406052963430012,0.9077,0.9030705703374832,SVM,FGSM_direct,0.5,0.90411997441304,1.936490535736084,0.1726782321929931,7
0.0958326423274657,0.2559226166079187,0.0969294296625166,0.1406052963430012,0.9077,0.9030705703374832,SVM,PGD_direct,0.5,0.90411997441304,1.936490535736084,1.6098062992095947,7
0.0957378758084768,0.2557186193326228,0.0968362879940389,0.1404765121830383,0.9078,0.903163712005961,SVM,FGSM_direct,0.75,0.904238432561776,2.9047346115112305,0.1731657981872558,7
0.0957378758084768,0.2557186193326228,0.0968362879940389,0.1404765121830383,0.9078,0.903163712005961,SVM,PGD_direct,0.75,0.904238432561776,2.9047346115112305,1.6140732765197754,7
0.1167049681347579,0.2779236694677871,0.0985749324722903,0.1455320514289643,0.8249,0.9014250675277096,LR,FGSM_direct,0.15,0.8809021772607738,0.5808889269828796,0.1448261737823486,123
0.1167049681347579,0.2779236694677871,0.0985749324722903,0.1455320514289643,0.8249,0.9014250675277096,LR,PGD_direct,0.15,0.8809021772607738,0.5808889269828796,1.3440842628479004,123
0.1120140254448103,0.2706629545850009,0.0965879102114316,0.1423700890099077,0.8383,0.9034120897885684,LR,FGSM_direct,0.3,0.887914899665948,1.1617776155471802,0.145268440246582,123
0.1120140254448103,0.2706629545850009,0.0965879102114316,0.1423700890099077,0.8383,0.9034120897885684,LR,PGD_direct,0.3,0.887914899665948,1.1617778539657593,1.3233468532562256,123
0.1046696202231751,0.2632337970817781,0.0963395324288242,0.1410550719367229,0.8685,0.9036604675711758,LR,FGSM_direct,0.5,0.8952593048875832,1.9362956285476685,0.1444861888885498,123
0.1046696202231751,0.2632337970817781,0.0963395324288242,0.1410550719367229,0.8685,0.9036604675711758,LR,PGD_direct,0.5,0.8952593048875832,1.9362956285476685,1.3117034435272217,123
0.0967803075173541,0.2559617130126248,0.0963084852059983,0.1399566865186789,0.9017,0.9036915147940016,LR,FGSM_direct,0.75,0.9031723092231516,2.9044418334960938,0.1447315216064453,123
0.0967803075173541,0.2559617130126248,0.0963084852059983,0.1399566865186789,0.9017,0.9036915147940016,LR,PGD_direct,0.75,0.9031723092231516,2.9044418334960938,1.3320415019989014,123
0.106683408751688,0.2690530207545584,0.0994132074885901,0.1451824982997052,0.8699,0.9005867925114098,SVM,FGSM_direct,0.15,0.891184344571063,0.5809475183486938,0.1738562583923339,123
0.106683408751688,0.2690530207545584,0.0994132074885901,0.1451824982997052,0.8699,0.9005867925114098,SVM,PGD_direct,0.15,0.891184344571063,0.5809475183486938,1.61124587059021,123
0.0957378758084768,0.2556785567855678,0.096805240771213,0.1404377983965408,0.9077,0.903194759228787,SVM,FGSM_direct,0.3,0.9041910493022816,1.1618950366973877,0.1725249290466308,123
0.0957378758084768,0.2556785567855678,0.096805240771213,0.1404377983965408,0.9077,0.903194759228787,SVM,PGD_direct,0.3,0.9041910493022816,1.1618950366973877,1.6029284000396729,123
0.0956904925489824,0.2555564668252276,0.0967431463255611,0.1403540381063916,0.9077,0.9032568536744388,SVM,FGSM_direct,0.5,0.9042621241915232,1.9364901781082156,0.1751060485839843,123
0.0956904925489824,0.2555564668252276,0.0967431463255611,0.1403540381063916,0.9077,0.9032568536744388,SVM,PGD_direct,0.5,0.9042621241915232,1.9364901781082156,1.6182849407196045,123
0.0956668009192352,0.2555755985569039,0.0967741935483871,0.1403895957662425,0.9079,0.9032258064516128,SVM,FGSM_direct,0.75,0.9043095074510176,2.9047327041625977,0.1758351325988769,123
0.0956668009192352,0.2555755985569039,0.0967741935483871,0.1403895957662425,0.9079,0.9032258064516128,SVM,PGD_direct,0.75,0.9043095074510176,2.9047327041625977,1.6226303577423096,123
0.6309791750574522,0.881578343656802,0.5965413393771927,0.7115769202281312,0.2581,0.4034586606228073,LR,FGSM_direct,0.15,0.3593072567461916,0.5809037685394287,0.1446878910064697,31
0.6309791750574522,0.881578343656802,0.5965413393771927,0.7115769202281312,0.2581,0.4034586606228073,LR,PGD_direct,0.15,0.3593072567461916,0.5809038281440735,1.3213260173797607,31
0.1127484659669738,0.2698691490295951,0.0954081157440467,0.1409762363519588,0.8314,0.9045918842559532,LR,FGSM_direct,0.3,0.8846691463905803,1.161807656288147,0.1464238166809082,31
0.1127484659669738,0.2698691490295951,0.0954081157440467,0.1409762363519588,0.8314,0.9045918842559532,LR,PGD_direct,0.3,0.8846691463905803,1.161807656288147,1.3279688358306885,31
