attack,epsilon,n_features_total,n_features_frozen,n_features_perturbable,adv_accuracy,asr
FGSM_constrained,0.15,15,6,9,0.576638894681015,0.4225995666482326
PGD_constrained,0.15,15,6,9,0.5146188226974787,0.4847284298704478
FGSM_constrained,0.3,15,6,9,0.4208498408928134,0.5786515325965749
PGD_constrained,0.3,15,6,9,0.4088374749553503,0.5906638985340381
FGSM_constrained,0.5,15,6,9,0.2844346935260147,0.7151664052654959
PGD_constrained,0.5,15,6,9,0.22576901806841157,0.7738411466596556
FGSM_constrained,0.75,15,6,9,0.24327534155915978,0.7563348231689074
PGD_constrained,0.75,15,6,9,0.1331786080161011,0.8664406226485227
