attack,epsilon,adv_accuracy,asr
PGD_nonadaptive,0.15,0.9880510956184329,0.0006799452417431983
PGD_adaptive,0.15,0.9910791184283292,0.0022302203929176903
PGD_nonadaptive,0.3,0.9864373589113623,0.0041068692601289175
PGD_adaptive,0.3,0.9834999954670317,0.011187365710814755
PGD_nonadaptive,0.5,0.9419780060379137,0.047242595396317415
PGD_adaptive,0.5,0.7177139334378938,0.2779797466977326
