attack,epsilon,adv_accuracy,asr
PGD_nonadaptive,0.15,0.9142156862745098,0.010416666666666666
PGD_adaptive,0.15,0.9169730392156863,0.01685049019607843
PGD_nonadaptive,0.3,0.8995098039215687,0.028799019607843136
PGD_adaptive,0.3,0.8851102941176471,0.053002450980392156
PGD_nonadaptive,0.5,0.8275122549019608,0.10232843137254902
PGD_adaptive,0.5,0.8118872549019608,0.12928921568627452
