model,attack,n_samples,n_eligible,asr,asr_ci_lo,asr_ci_hi,mean_l2_perturbation,median_queries_success,query_budget_exhausted,numerical_stagnation,elapsed_s
RF,HopSkipJump_whitebox,500,406,0.9655172413793104,0.9429577365212062,0.9793501263477263,1.138082504272461,563.0,0,0,125.06280851364136
SVM,HopSkipJump_whitebox,500,366,1.0,0.9896132282385448,0.9999999999999998,0.41708409786224365,556.0,0,0,3.820221424102783
LR,HopSkipJump_whitebox,500,368,1.0,0.9896690949070677,1.0,0.5431002974510193,556.0,0,0,3.860107898712158
