accuracy,precision,recall,f1,fpr,fnr,model,sigma,eval_attack,smooth_s_per_sample,n0,n,family,epsilon,iters,confidence
0.91,0.5,0.6111111111111112,0.55,0.06043956043956044,0.3888888888888889,LR,0.1,Clean,0.0001137387752532959,50,200,,,,
0.22,0.08433734939759036,0.7777777777777778,0.15217391304347827,0.8351648351648352,0.2222222222222222,LR,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.185,0.05521472392638037,0.5,0.09944751381215469,0.8461538461538461,0.5,LR,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.185,0.05521472392638037,0.5,0.09944751381215469,0.8461538461538461,0.5,LR,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.185,0.05521472392638037,0.5,0.09944751381215469,0.8461538461538461,0.5,LR,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.235,0.09090909090909091,0.8333333333333334,0.16393442622950818,0.8241758241758241,0.16666666666666666,LR,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.235,0.09090909090909091,0.8333333333333334,0.16393442622950818,0.8241758241758241,0.16666666666666666,LR,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.185,0.05521472392638037,0.5,0.09944751381215469,0.8461538461538461,0.5,LR,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.19,0.06097560975609756,0.5555555555555556,0.10989010989010989,0.8461538461538461,0.4444444444444444,LR,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.18,0.04938271604938271,0.4444444444444444,0.08888888888888889,0.8461538461538461,0.5555555555555556,LR,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.185,0.049689440993788817,0.4444444444444444,0.0893854748603352,0.8406593406593407,0.5555555555555556,LR,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.185,0.049689440993788817,0.4444444444444444,0.0893854748603352,0.8406593406593407,0.5555555555555556,LR,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.185,0.049689440993788817,0.4444444444444444,0.0893854748603352,0.8406593406593407,0.5555555555555556,LR,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.4,0.044642857142857144,0.2777777777777778,0.07692307692307693,0.5879120879120879,0.7222222222222222,LR,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.275,0.04316546762589928,0.3333333333333333,0.07643312101910828,0.7307692307692307,0.6666666666666666,LR,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.91,0.5,0.6111111111111112,0.55,0.06043956043956044,0.3888888888888889,SVM,0.1,Clean,0.00014049887657165526,50,200,,,,
0.17,0.0375,0.3333333333333333,0.06741573033707865,0.8461538461538461,0.6666666666666666,SVM,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.165,0.031446540880503145,0.2777777777777778,0.05649717514124294,0.8461538461538461,0.7222222222222222,SVM,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.165,0.031446540880503145,0.2777777777777778,0.05649717514124294,0.8461538461538461,0.7222222222222222,SVM,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.165,0.031446540880503145,0.2777777777777778,0.05649717514124294,0.8461538461538461,0.7222222222222222,SVM,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.17,0.0375,0.3333333333333333,0.06741573033707865,0.8461538461538461,0.6666666666666666,SVM,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.17,0.0375,0.3333333333333333,0.06741573033707865,0.8461538461538461,0.6666666666666666,SVM,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.165,0.031446540880503145,0.2777777777777778,0.05649717514124294,0.8461538461538461,0.7222222222222222,SVM,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.165,0.031446540880503145,0.2777777777777778,0.05649717514124294,0.8461538461538461,0.7222222222222222,SVM,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.165,0.031446540880503145,0.2777777777777778,0.05649717514124294,0.8461538461538461,0.7222222222222222,SVM,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.165,0.031446540880503145,0.2777777777777778,0.05649717514124294,0.8461538461538461,0.7222222222222222,SVM,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.165,0.031446540880503145,0.2777777777777778,0.05649717514124294,0.8461538461538461,0.7222222222222222,SVM,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.165,0.031446540880503145,0.2777777777777778,0.05649717514124294,0.8461538461538461,0.7222222222222222,SVM,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.225,0.014184397163120567,0.1111111111111111,0.025157232704402517,0.7637362637362637,0.8888888888888888,SVM,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.18,0.03205128205128205,0.2777777777777778,0.05747126436781609,0.8296703296703297,0.7222222222222222,SVM,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.96,1.0,0.5555555555555556,0.7142857142857143,0.0,0.4444444444444444,RF,0.1,Clean,0.0047231316566467285,50,200,,,,
0.89,0.0,0.0,0.0,0.02197802197802198,1.0,RF,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.855,0.0,0.0,0.0,0.06043956043956044,1.0,RF,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.37,0.02631578947368421,0.16666666666666666,0.045454545454545456,0.6098901098901099,0.8333333333333334,RF,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.195,0.032679738562091505,0.2777777777777778,0.05847953216374269,0.8131868131868132,0.7222222222222222,RF,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.89,0.0,0.0,0.0,0.02197802197802198,1.0,RF,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.89,0.0,0.0,0.0,0.02197802197802198,1.0,RF,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.865,0.0,0.0,0.0,0.04945054945054945,1.0,RF,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.86,0.0,0.0,0.0,0.054945054945054944,1.0,RF,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.605,0.0,0.0,0.0,0.33516483516483514,1.0,RF,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
