accuracy,precision,recall,f1,fpr,fnr,model,defense_attack,ratio,eval_attack,adv_train_s,family,epsilon,iters,confidence,retrain_s
0.8875612745098039,0.5454545454545454,0.6161369193154034,0.5786452353616532,0.07355516637478109,0.38386308068459657,MLP,FGSM,0.3,FGSM_eps0.15,7.406994819641113,FGSM,0.15,1,,
0.8177083333333334,0.36036036036036034,0.58679706601467,0.44651162790697674,0.14921190893169878,0.4132029339853301,MLP,FGSM,0.3,FGSM_eps0.3,7.406994819641113,FGSM,0.3,1,,
0.7408088235294118,0.22924411400247832,0.45232273838630804,0.3042763157894737,0.21786339754816111,0.5476772616136919,MLP,FGSM,0.3,FGSM_eps0.5,7.406994819641113,FGSM,0.5,1,,
0.7058823529411765,0.19010123734533182,0.4132029339853301,0.26040061633281975,0.2521891418563923,0.58679706601467,MLP,FGSM,0.3,FGSM_eps0.75,7.406994819641113,FGSM,0.75,1,,
0.8897058823529411,0.5538461538461539,0.6161369193154034,0.5833333333333334,0.07110332749562172,0.38386308068459657,MLP,FGSM,0.3,PGD_eps0.15_it10,7.406994819641113,PGD,0.15,10,,
0.8900122549019608,0.5545851528384279,0.6210268948655256,0.5859284890426759,0.07145359019264448,0.37897310513447435,MLP,FGSM,0.3,PGD_eps0.15_it25,7.406994819641113,PGD,0.15,25,,
0.8471200980392157,0.42105263157894735,0.58679706601467,0.4902962206332993,0.11558669001751314,0.4132029339853301,MLP,FGSM,0.3,PGD_eps0.3_it10,7.406994819641113,PGD,0.3,10,,
0.8474264705882353,0.421792618629174,0.58679706601467,0.49079754601226994,0.11523642732049037,0.4132029339853301,MLP,FGSM,0.3,PGD_eps0.3_it25,7.406994819641113,PGD,0.3,25,,
0.7285539215686274,0.19146183699870634,0.36185819070904646,0.25042301184433163,0.21891418563922943,0.6381418092909535,MLP,FGSM,0.3,PGD_eps0.5_it10,7.406994819641113,PGD,0.5,10,,
0.7310049019607843,0.1877496671105193,0.34474327628361856,0.24310344827586206,0.2136602451838879,0.6552567237163814,MLP,FGSM,0.3,PGD_eps0.5_it25,7.406994819641113,PGD,0.5,25,,
0.6875,0.14352392065344224,0.30073349633251834,0.1943127962085308,0.25709281961471103,0.6992665036674817,MLP,FGSM,0.3,PGD_eps0.75_it10,7.406994819641113,PGD,0.75,10,,
0.6755514705882353,0.12643678160919541,0.26894865525672373,0.17200938232994528,0.266199649737303,0.7310513447432763,MLP,FGSM,0.3,PGD_eps0.75_it25,7.406994819641113,PGD,0.75,25,,
0.9010416666666666,0.5934782608695652,0.6674816625916871,0.6283084004602992,0.06549912434325744,0.33251833740831294,MLP,FGSM,0.3,CW_c0.0_it10,7.406994819641113,CW,,10,0.0,
0.8988970588235294,0.5849462365591398,0.6650366748166259,0.6224256292906178,0.06760070052539405,0.33496332518337407,MLP,FGSM,0.3,CW_c0.5_it10,7.406994819641113,CW,,10,0.5,
