attack,epsilon,adv_accuracy,asr
PGD_nonadaptive,0.15,0.9872079635186713,0.002339011631596602
PGD_adaptive,0.15,0.9871173041531055,0.0053851663146061305
PGD_nonadaptive,0.3,0.9731376299828653,0.01669945513721295
PGD_adaptive,0.3,0.9649873530185036,0.02909259041005231
PGD_nonadaptive,0.5,0.8943183775599939,0.0959720043879133
PGD_adaptive,0.5,0.7898153268723426,0.20560637516658659
