attack,epsilon,n_features_total,n_features_frozen,n_features_perturbable,adv_accuracy,asr
FGSM_constrained,0.15,15,5,10,0.4966773342520149,0.5031141492071839
PGD_constrained,0.15,15,5,10,0.4604589177084939,0.5393416316872615
FGSM_constrained,0.3,15,5,10,0.07900963709055964,0.920890637607318
PGD_constrained,0.3,15,5,10,0.07216485499034478,0.9277263537709763
FGSM_constrained,0.5,15,5,10,0.04207501155906911,0.9578252631388086
PGD_constrained,0.5,15,5,10,0.024514292448981442,0.9753859822488963
FGSM_constrained,0.75,15,5,10,0.03959094494256729,0.9603274616284235
PGD_constrained,0.75,15,5,10,0.013281597055383806,0.9866277435790505
