model,attack,n_samples,n_eligible,asr,asr_ci_lo,asr_ci_hi,mean_l2_perturbation,median_queries_success,query_budget_exhausted,numerical_stagnation,elapsed_s
RF,HopSkipJump_whitebox,500,500,0.874,0.8420322822801359,0.900264711054623,1.091697335243225,565.0,0,0,104.81366968154907
SVM,HopSkipJump_whitebox,500,444,1.0,0.9914222795924031,0.9999999999999999,0.3370070159435272,557.0,0,0,3.519726037979126
LR,HopSkipJump_whitebox,500,443,1.0,0.9914030832527658,0.9999999999999998,0.5535632967948914,557.0,0,0,3.5239992141723633
