accuracy,precision,recall,f1,fpr,fnr,model,attack,epsilon,asr,mean_l2,elapsed_s
0.12408088235294118,0.07494795281054822,0.5281173594132029,0.13126709206927986,0.933800350262697,0.4718826405867971,LR,FGSM_direct,0.15,0.8737745098039216,0.7488666772842407,0.011487722396850586
0.12408088235294118,0.07494795281054822,0.5281173594132029,0.13126709206927986,0.933800350262697,0.4718826405867971,LR,PGD_direct,0.15,0.8737745098039216,0.7488666772842407,0.07614898681640625
0.12009803921568628,0.07015706806282722,0.49144254278728605,0.12278558338423946,0.9330998248686515,0.508557457212714,LR,FGSM_direct,0.3,0.8783700980392157,1.4977333545684814,0.010283708572387695
0.12009803921568628,0.07015706806282722,0.49144254278728605,0.12278558338423946,0.9330998248686515,0.508557457212714,LR,PGD_direct,0.3,0.8783700980392157,1.4977333545684814,0.07144713401794434
0.1210171568627451,0.07023060796645703,0.49144254278728605,0.12289819627025375,0.9320490367775832,0.508557457212714,LR,FGSM_direct,0.5,0.8786764705882353,2.4962193965911865,0.011736869812011719
0.1210171568627451,0.07023060796645703,0.49144254278728605,0.12289819627025375,0.9320490367775832,0.508557457212714,LR,PGD_direct,0.5,0.8786764705882353,2.4962193965911865,0.06949234008789062
0.1213235294117647,0.07025515554002097,0.49144254278728605,0.12293577981651377,0.9316987740805605,0.508557457212714,LR,FGSM_direct,0.75,0.8786764705882353,3.7443063259124756,0.00993967056274414
0.1213235294117647,0.07025515554002097,0.49144254278728605,0.12293577981651377,0.9316987740805605,0.508557457212714,LR,PGD_direct,0.75,0.8786764705882353,3.7443063259124756,0.07187986373901367
0.11488970588235294,0.07093425605536333,0.5012224938875306,0.1242800848742043,0.9404553415061296,0.49877750611246946,SVM,FGSM_direct,0.15,0.883578431372549,0.75,0.012216567993164062
0.11488970588235294,0.07093425605536333,0.5012224938875306,0.1242800848742043,0.9404553415061296,0.49877750611246946,SVM,PGD_direct,0.15,0.883578431372549,0.75,0.08730816841125488
0.11580882352941177,0.07100796674748874,0.5012224938875306,0.12439320388349515,0.9394045534150613,0.49877750611246946,SVM,FGSM_direct,0.3,0.8838848039215687,1.5,0.011316537857055664
0.11580882352941177,0.07100796674748874,0.5012224938875306,0.12439320388349515,0.9394045534150613,0.49877750611246946,SVM,PGD_direct,0.3,0.8838848039215687,1.5,0.08765220642089844
0.11611519607843138,0.07103257103257103,0.5012224938875306,0.1244309559939302,0.9390542907180385,0.49877750611246946,SVM,FGSM_direct,0.5,0.8838848039215687,2.49999737739563,0.012379884719848633
0.11611519607843138,0.07103257103257103,0.5012224938875306,0.1244309559939302,0.9390542907180385,0.49877750611246946,SVM,PGD_direct,0.5,0.8838848039215687,2.49999737739563,0.08791732788085938
0.11550245098039216,0.07068607068607069,0.49877750611246946,0.12382397572078907,0.9394045534150613,0.5012224938875306,SVM,FGSM_direct,0.75,0.8844975490196079,3.7499749660491943,0.011237144470214844
0.11550245098039216,0.07068607068607069,0.49877750611246946,0.12382397572078907,0.9394045534150613,0.5012224938875306,SVM,PGD_direct,0.75,0.8844975490196079,3.7499749660491943,0.09145379066467285
