accuracy,precision,recall,f1,fpr,fnr,surrogate,hidden,epochs,surrogate_clean_acc,surrogate_train_s,target,epsilon,asr
0.17800245098039216,0.06403374233128835,0.4083129584352078,0.11070599933708983,0.8549912434325744,0.5916870415647921,submitted,"[32, 12]",12,0.8428308823529411,5.8323304653167725,LR,0.3,0.7432598039215687
0.16084558823529413,0.039889415481832544,0.2469437652811736,0.06868412104726283,0.8514886164623467,0.7530562347188264,submitted,"[32, 12]",12,0.8428308823529411,5.8323304653167725,SVM,0.3,0.7647058823529411
0.8532475490196079,0.2891566265060241,0.11735941320293398,0.16695652173913045,0.04133099824868652,0.882640586797066,submitted,"[32, 12]",12,0.8428308823529411,5.8323304653167725,RF,0.3,0.10876225490196079
0.15808823529411764,0.04476449980537174,0.28117359413202936,0.07723304231027535,0.8595446584938704,0.7188264058679706,submitted,"[32, 12]",12,0.8428308823529411,5.8323304653167725,LR,0.5,0.7631740196078431
0.16023284313725492,0.039857932123125495,0.2469437652811736,0.06863744478423378,0.8521891418563923,0.7530562347188264,submitted,"[32, 12]",12,0.8428308823529411,5.8323304653167725,SVM,0.5,0.7653186274509803
0.5416666666666666,0.06133979015334948,0.18581907090464547,0.09223300970873786,0.4073555166374781,0.8141809290953546,submitted,"[32, 12]",12,0.8428308823529411,5.8323304653167725,RF,0.5,0.41574754901960786
0.18382352941176472,0.0794479671764267,0.5207823960880196,0.1378640776699029,0.8644483362521891,0.4792176039119804,longer,"[32, 12]",50,0.8655024509803921,24.724952697753906,LR,0.3,0.7285539215686274
0.1412377450980392,0.037480680061823805,0.2371638141809291,0.0647313980647314,0.8725043782837127,0.7628361858190709,longer,"[32, 12]",50,0.8655024509803921,24.724952697753906,SVM,0.3,0.7751225490196079
0.8072916666666666,0.1839080459770115,0.15647921760391198,0.1690885072655218,0.09947460595446585,0.843520782396088,longer,"[32, 12]",50,0.8655024509803921,24.724952697753906,RF,0.3,0.15410539215686275
0.1568627450980392,0.059420834900338476,0.3863080684596577,0.10299869621903521,0.8760070052539405,0.6136919315403423,longer,"[32, 12]",50,0.8655024509803921,24.724952697753906,LR,0.5,0.7582720588235294
0.13848039215686275,0.03412175261729353,0.21515892420537897,0.058902275769745646,0.8725043782837127,0.784841075794621,longer,"[32, 12]",50,0.8655024509803921,24.724952697753906,SVM,0.5,0.7781862745098039
0.25612745098039214,0.037138927097661624,0.1980440097799511,0.06254826254826255,0.7355516637478109,0.8019559902200489,longer,"[32, 12]",50,0.8655024509803921,24.724952697753906,RF,0.5,0.7003676470588235
0.30269607843137253,0.10021413276231263,0.5721271393643031,0.17055393586005832,0.7359019264448337,0.4278728606356968,wider,"[128, 64]",12,0.7959558823529411,5.657109498977661,LR,0.3,0.5995710784313726
0.20955882352941177,0.025360734586794928,0.14180929095354522,0.04302670623145401,0.7807355516637479,0.8581907090464548,wider,"[128, 64]",12,0.7959558823529411,5.657109498977661,SVM,0.3,0.6969975490196079
0.8137254901960784,0.09387755102040816,0.05623471882640587,0.07033639143730887,0.0777583187390543,0.9437652811735942,wider,"[128, 64]",12,0.7959558823529411,5.657109498977661,RF,0.3,0.1485906862745098
0.23682598039215685,0.05702127659574468,0.3276283618581907,0.09713664371148967,0.7761821366024518,0.6723716381418093,wider,"[128, 64]",12,0.7959558823529411,5.657109498977661,LR,0.5,0.6651348039215687
0.20833333333333334,0.024486226497595104,0.13691931540342298,0.04154302670623145,0.7814360770577934,0.863080684596577,wider,"[128, 64]",12,0.7959558823529411,5.657109498977661,SVM,0.5,0.6982230392156863
