accuracy,precision,recall,f1,fpr,fnr,model,config,search_budget,best_params,cv_f1_macro,fit_s
0.8875612745098039,0.5544041450777202,0.5232273838630807,0.5383647798742138,0.060245183887915936,0.4767726161369193,LR,tuned,12,"{'class_weight': 'balanced', 'C': 0.1}",0.7122750831138006,0.3570556640625
0.8826593137254902,0.5318627450980392,0.530562347188264,0.5312117503059975,0.06690017513134851,0.46943765281173594,LR,as_submitted,0,{'max_iter': 500},,0.09613919258117676
0.8915441176470589,0.5749318801089919,0.5158924205378973,0.5438144329896907,0.05464098073555167,0.4841075794621027,SVM,tuned,12,"{'class_weight': None, 'C': 0.01}",0.7113384142960458,10.936560869216919
0.8878676470588235,0.556135770234987,0.5207823960880196,0.5378787878787878,0.0595446584938704,0.4792176039119804,SVM,as_submitted,0,{'max_iter': 500},,2.2295138835906982
0.9264705882352942,0.691609977324263,0.7457212713936431,0.7176470588235294,0.047635726795096325,0.254278728606357,RF,tuned,12,"{'n_estimators': 200, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 40}",0.9445989939632081,20.616687059402466
0.9111519607843137,0.6313465783664459,0.6992665036674817,0.6635730858468677,0.0584938704028021,0.30073349633251834,RF,as_submitted,0,{'n_estimators': 50},,1.4955987930297852
