accuracy,precision,recall,f1,fpr,fnr,model,config,search_budget,best_params,cv_f1_macro,fit_s
0.9039778246345566,0.9681119904236217,0.903939892576609,0.934926063291749,0.0959,0.09606010742339098,LR,tuned,12,"{'class_weight': None, 'C': 0.01}",0.9044194702764475,2.636232376098633
0.9037882915965789,0.9680723692962618,0.9037225620168275,0.9347913354850105,0.096,0.09627743798317241,LR,as_submitted,0,{'max_iter': 500},,0.43027591705322266
0.9058731550143334,0.9709139426284189,0.9037225620168275,0.9361141037804114,0.0872,0.09627743798317241,SVM,tuned,12,"{'class_weight': None, 'C': 0.1}",0.9081821422295734,8.489432096481323
0.9058494633845863,0.9709129724140232,0.9036915147940017,0.9360969962050556,0.0872,0.09630848520599833,SVM,as_submitted,0,{'max_iter': 500},,1.3483247756958008
0.9984600440664313,0.9992854923889407,0.9986960166413115,0.9989906675569497,0.0023,0.0013039833586885653,RF,tuned,12,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",0.9988822824118412,72.00819706916809
0.9987680352531451,0.9995650147584278,0.9988202055326151,0.9991924713482623,0.0014,0.0011797944673848924,RF,as_submitted,0,{'n_estimators': 50},,5.264195680618286
