accuracy,precision,recall,f1,fpr,fnr,model,attack,epsilon,asr,mean_l2,elapsed_s
0.6286100120827312,0.8818773964059685,0.5926914837467788,0.7089275103980986,0.2557,0.4073085162532212,LR,FGSM_direct,0.15,0.3625293183918122,0.5809107422828674,0.1460723876953125
0.6286100120827312,0.8818773964059685,0.5926914837467788,0.7089275103980986,0.2557,0.4073085162532212,LR,PGD_direct,0.15,0.3625293183918122,0.5809107422828674,1.3297789096832275
0.11267739107773224,0.2711642520509688,0.09646372132012791,0.14230425721941053,0.8351,0.9035362786798721,LR,FGSM_direct,0.3,0.8849771375772939,1.1618210077285767,0.14459657669067383
0.11267739107773224,0.2711642520509688,0.09646372132012791,0.14230425721941053,0.8351,0.9035362786798721,LR,PGD_direct,0.3,0.8849771375772939,1.1618210077285767,1.36091947555542
0.11187187566632709,0.27040194884287455,0.09649476854295383,0.1422327986637073,0.8386,0.9035052314570462,LR,FGSM_direct,0.5,0.887914899665948,1.9363683462142944,0.14546775817871094
0.11187187566632709,0.27040194884287455,0.09649476854295383,0.1422327986637073,0.8386,0.9035052314570462,LR,PGD_direct,0.5,0.887914899665948,1.9363683462142944,1.3172423839569092
0.10481177000165841,0.263408010862186,0.09637057965165016,0.14111335894346827,0.868,0.9036294203483498,LR,FGSM_direct,0.75,0.8949750053306167,2.9045519828796387,0.14560770988464355
0.10481177000165841,0.263408010862186,0.09637057965165016,0.14111335894346827,0.868,0.9036294203483498,LR,PGD_direct,0.75,0.8949750053306167,2.9045519828796387,1.3205437660217285
0.2368689142126087,0.49992809893586426,0.21587134030860938,0.3015373940195589,0.6955,0.7841286596913906,SVM,FGSM_direct,0.15,0.75915089198986,0.5809469223022461,0.17283868789672852
0.2368689142126087,0.49992809893586426,0.21587134030860938,0.3015373940195589,0.6955,0.7841286596913906,SVM,PGD_direct,0.15,0.75915089198986,0.5809469223022461,1.6128811836242676
0.10412471273898931,0.26506832089865034,0.09817131857555342,0.14327790112827948,0.8767,0.9018286814244466,SVM,FGSM_direct,0.3,0.8949986969603639,1.161893367767334,0.17340493202209473
0.10412471273898931,0.26506832089865034,0.09817131857555342,0.14327790112827948,0.8767,0.9018286814244466,SVM,PGD_direct,0.3,0.8949986969603639,1.161893367767334,1.600127935409546
0.09424530313440262,0.2536812827225131,0.09627743798317241,0.13958094209258884,0.9123,0.9037225620168275,SVM,FGSM_direct,0.5,0.9055414721978725,1.9364889860153198,0.17474651336669922
0.09424530313440262,0.2536812827225131,0.09627743798317241,0.13958094209258884,0.9123,0.9037225620168275,SVM,PGD_direct,0.5,0.9055414721978725,1.9364889860153198,1.6066889762878418
0.09419791987490819,0.253639784066743,0.09627743798317241,0.1395746596151682,0.9125,0.9037225620168275,SVM,FGSM_direct,0.75,0.9056125470871141,2.9047329425811768,0.17401361465454102
0.09419791987490819,0.253639784066743,0.09627743798317241,0.1395746596151682,0.9125,0.9037225620168275,SVM,PGD_direct,0.75,0.9056125470871141,2.9047329425811768,1.611987590789795
