accuracy,precision,recall,f1,fpr,fnr,model,config,attack,asr,best_params,family,epsilon,iters,confidence,n_samples,n_eligible,mean_l2,median_queries_success,query_budget_exhausted,numerical_stagnation,elapsed_s
0.9039778246345566,0.9681119904236217,0.903939892576609,0.934926063291749,0.0959,0.09606010742339098,LR,tuned,clean,0.0,"{'class_weight': None, 'C': 0.01}",,,,,,,,,,,
0.8881755075931673,0.9672933736783055,0.8833245366201993,0.9234039790983739,0.0962,0.11667546337980067,LR,tuned,FGSM_eps0.15,0.016441991044563956,"{'class_weight': None, 'C': 0.01}",FGSM,0.15,1.0,,,,,,,,
0.6573005757066028,0.8972774493999641,0.6221242509857493,0.7347866742450634,0.2294,0.3778757490142507,LR,tuned,FGSM_eps0.3,0.2663176099883911,"{'class_weight': None, 'C': 0.01}",FGSM,0.3,1.0,,,,,,,,
0.6039944087753797,0.8568730421964252,0.5775093917849048,0.6899864606710314,0.3107,0.42249060821509515,LR,tuned,FGSM_eps0.5,0.32635219976782204,"{'class_weight': None, 'C': 0.01}",FGSM,0.5,1.0,,,,,,,,
0.444289132649435,0.7216959627171876,0.4423297836008569,0.5484889316650625,0.5494,0.557670216399143,LR,tuned,FGSM_eps0.75,0.48818972257101567,"{'class_weight': None, 'C': 0.01}",FGSM,0.75,1.0,,,,,,,,
0.8429008031462484,0.9469802879910527,0.8412245024682542,0.8909751566070929,0.1517,0.15877549753174577,LR,tuned,PGD_eps0.15_it10,0.08453173493804639,"{'class_weight': None, 'C': 0.01}",PGD,0.15,10.0,,,,,,,,
0.846904688573527,0.9497292576419214,0.8440497997454127,0.8937765065588322,0.1439,0.15595020025458722,LR,tuned,PGD_eps0.15_it25,0.07723471297590562,"{'class_weight': None, 'C': 0.01}",PGD,0.15,25.0,,,,,,,,
0.7046127603117819,0.897795510417926,0.6916389828929802,0.7813475500683946,0.2536,0.3083610171070198,LR,tuned,PGD_eps0.3_it10,0.22187211258262457,"{'class_weight': None, 'C': 0.01}",PGD,0.3,10.0,,,,,,,,
0.7709967068634651,0.9093220031230708,0.7774224595609923,0.8382151106350216,0.2497,0.22257754043900774,LR,tuned,PGD_eps0.3_it25,0.15366391054040607,"{'class_weight': None, 'C': 0.01}",PGD,0.3,25.0,,,,,,,,
0.5747115544078277,0.7817563828946328,0.6141140674966624,0.687868407782859,0.5522,0.3858859325033376,LR,tuned,PGD_eps0.5_it10,0.3549716885024521,"{'class_weight': None, 'C': 0.01}",PGD,0.5,10.0,,,,,,,,
0.5259541803880688,0.7492237293675437,0.5693439721816883,0.6470142012878186,0.6138,0.43065602781831164,LR,tuned,PGD_eps0.5_it25,0.40664313298111776,"{'class_weight': None, 'C': 0.01}",PGD,0.5,25.0,,,,,,,,
0.5474187969390414,0.8017312828068883,0.5405942438448881,0.6457618632595916,0.4306,0.4594057561551119,LR,tuned,PGD_eps0.75_it10,0.38316472790163236,"{'class_weight': None, 'C': 0.01}",PGD,0.75,10.0,,,,,,,,
0.44374422516524914,0.6843950659006421,0.5029960570027011,0.5798393013725596,0.7471,0.4970039429972989,LR,tuned,PGD_eps0.75_it25,0.48927953753938735,"{'class_weight': None, 'C': 0.01}",PGD,0.75,25.0,,,,,,,,
0.9026984766282072,0.967338521918446,0.9029774286690055,0.9340505820955439,0.0982,0.09702257133099444,LR,tuned,CW_c0.0_it10,0.0013267312658437774,"{'class_weight': None, 'C': 0.01}",CW,,10.0,0.0,,,,,,,
0.90267478499846,0.9672131147540983,0.9030705703374833,0.9340419382807231,0.0986,0.09692942966251669,LR,tuned,CW_c0.5_it10,0.001374114525338198,"{'class_weight': None, 'C': 0.01}",CW,,10.0,0.5,,,,,,,
0.08,0.1111111111111111,0.12,0.11538461538461539,0.96,0.88,LR,tuned,HopSkipJump_direct,1.0,"{'class_weight': None, 'C': 0.01}",,,,,100.0,92.0,0.624233067035675,556.0,0.0,0.0,0.751044511795044
0.9037882915965789,0.9680723692962618,0.9037225620168275,0.9347913354850105,0.096,0.09627743798317241,LR,as_submitted,clean,0.0,{'max_iter': 500},,,,,,,,,,,
0.7984789973702291,0.9626419955498302,0.7656245148871433,0.8529035382008093,0.0957,0.23437548511285666,LR,as_submitted,FGSM_eps0.15,0.10642280082446871,{'max_iter': 500},FGSM,0.15,1.0,,,,,,,,
0.6560686109597479,0.8910352753956325,0.6258188705020336,0.7352410132953986,0.2465,0.3741811294979664,LR,as_submitted,FGSM_eps0.3,0.2737804733587623,{'max_iter': 500},FGSM,0.3,1.0,,,,,,,,
0.5249117486791917,0.8273021001615509,0.4769784842745816,0.6050926564130842,0.3207,0.5230215157254183,LR,as_submitted,FGSM_eps0.5,0.40543485986401007,{'max_iter': 500},FGSM,0.5,1.0,,,,,,,,
0.40062545902532637,0.6659302660647393,0.43050079170418204,0.522939412796289,0.6956,0.5694992082958179,LR,as_submitted,FGSM_eps0.75,0.5328958279040015,{'max_iter': 500},FGSM,0.75,1.0,,,,,,,,
0.8307233054561823,0.9449652038062775,0.8262907882889875,0.8816523942822122,0.155,0.17370921171101245,LR,as_submitted,PGD_eps0.15_it10,0.09637754981165154,{'max_iter': 500},PGD,0.15,10.0,,,,,,,,
0.8286858252979222,0.9474419604471195,0.8210438076314074,0.8797258861296385,0.1467,0.17895619236859264,LR,as_submitted,PGD_eps0.15_it25,0.09538250136226871,{'max_iter': 500},PGD,0.15,25.0,,,,,,,,
0.6782439764031367,0.8688712871287129,0.6811450215778199,0.7636401608103169,0.3311,0.31885497842218014,LR,as_submitted,PGD_eps0.3_it10,0.2500177687223104,{'max_iter': 500},PGD,0.3,10.0,,,,,,,,
