attack,epsilon,adv_accuracy,asr
PGD_nonadaptive,0.15,0.9899186785490875,0.0021032972811256267
PGD_adaptive,0.15,0.987878842823858,0.005294506949040371
PGD_nonadaptive,0.3,0.989909612612531,0.0024206050606057857
PGD_adaptive,0.3,0.979583510874591,0.01474121284099254
PGD_nonadaptive,0.5,0.9460486115518164,0.04668957326636628
PGD_adaptive,0.5,0.7286655847982376,0.2667017216213521
