model,attack,n,n_detected_clean,asr,fnr_under_attack,family,epsilon,iters,traffic_family,confidence,seed
LR,FGSM_eps0.3,40,38,0.7105263157894737,0.675,FGSM,0.3,1,Infiltration - Communication Victim Attacker,,7
LR,FGSM_eps0.3,15,0,,0.4,FGSM,0.3,1,Infiltration - Dropbox Download,,7
LR,FGSM_eps0.3,8,0,,0.625,FGSM,0.3,1,Infiltration - Dropbox Download - Attempted,,7
LR,FGSM_eps0.3,5945,5141,0.4617778642287493,0.519932716568545,FGSM,0.3,1,Infiltration - NMAP Portscan,,7
LR,FGSM_eps0.3,5952,5952,0.0,0.0,FGSM,0.3,1,SSH-BruteForce,,7
LR,FGSM_eps0.3,23,0,,1.0,FGSM,0.3,1,Web Attack - Brute Force,,7
LR,FGSM_eps0.3,24,1,1.0,0.9583333333333334,FGSM,0.3,1,Web Attack - Brute Force - Attempted,,7
LR,FGSM_eps0.3,8,0,,0.875,FGSM,0.3,1,Web Attack - SQL,,7
LR,FGSM_eps0.3,2,1,1.0,1.0,FGSM,0.3,1,Web Attack - SQL - Attempted,,7
LR,FGSM_eps0.3,22,0,,1.0,FGSM,0.3,1,Web Attack - XSS,,7
LR,FGSM_eps0.3,1,0,,0.0,FGSM,0.3,1,Web Attack - XSS - Attempted,,7
SVM,FGSM_eps0.3,60000,0,,,FGSM,0.3,1,Benign,,7
SVM,FGSM_eps0.3,5944,5941,0.9956236323851204,0.9956258411843876,FGSM,0.3,1,Botnet Ares,,7
SVM,FGSM_eps0.3,51,51,1.0,1.0,FGSM,0.3,1,Botnet Ares - Attempted,,7
SVM,FGSM_eps0.3,6072,6072,1.0,1.0,FGSM,0.3,1,DDoS-HOIC,,7
SVM,FGSM_eps0.3,6058,0,,1.0,FGSM,0.3,1,DDoS-LOIC-HTTP,,7
SVM,FGSM_eps0.3,526,505,0.0039603960396039,0.0418250950570342,FGSM,0.3,1,DDoS-LOIC-UDP,,7
SVM,FGSM_eps0.3,59,0,,1.0,FGSM,0.3,1,DDoS-LOIC-UDP - Attempted,,7
SVM,FGSM_eps0.3,4496,4496,0.1201067615658363,0.1201067615658363,FGSM,0.3,1,DoS GoldenEye,,7
SVM,FGSM_eps0.3,873,873,0.0103092783505154,0.0103092783505154,FGSM,0.3,1,DoS GoldenEye - Attempted,,7
SVM,FGSM_eps0.3,6080,6080,0.0473684210526315,0.0473684210526315,FGSM,0.3,1,DoS Hulk,,7
SVM,FGSM_eps0.3,17,17,1.0,1.0,FGSM,0.3,1,DoS Hulk - Attempted,,7
SVM,FGSM_eps0.3,1774,1718,0.9284051222351573,0.9306651634723788,FGSM,0.3,1,DoS Slowloris,,7
SVM,FGSM_eps0.3,451,440,1.0,1.0,FGSM,0.3,1,DoS Slowloris - Attempted,,7
SVM,FGSM_eps0.3,5862,5862,0.1306721255544183,0.1306721255544183,FGSM,0.3,1,FTP-BruteForce - Attempted,,7
SVM,FGSM_eps0.3,40,40,0.675,0.675,FGSM,0.3,1,Infiltration - Communication Victim Attacker,,7
SVM,FGSM_eps0.3,15,0,,0.0666666666666666,FGSM,0.3,1,Infiltration - Dropbox Download,,7
SVM,FGSM_eps0.3,8,0,,0.25,FGSM,0.3,1,Infiltration - Dropbox Download - Attempted,,7
SVM,FGSM_eps0.3,5945,4785,0.7694879832810867,0.7998317914213625,FGSM,0.3,1,Infiltration - NMAP Portscan,,7
SVM,FGSM_eps0.3,5952,5952,1.0,1.0,FGSM,0.3,1,SSH-BruteForce,,7
SVM,FGSM_eps0.3,23,0,,0.9565217391304348,FGSM,0.3,1,Web Attack - Brute Force,,7
SVM,FGSM_eps0.3,24,1,1.0,0.9583333333333334,FGSM,0.3,1,Web Attack - Brute Force - Attempted,,7
SVM,FGSM_eps0.3,8,0,,0.875,FGSM,0.3,1,Web Attack - SQL,,7
SVM,FGSM_eps0.3,2,0,,1.0,FGSM,0.3,1,Web Attack - SQL - Attempted,,7
SVM,FGSM_eps0.3,22,0,,1.0,FGSM,0.3,1,Web Attack - XSS,,7
SVM,FGSM_eps0.3,1,0,,0.0,FGSM,0.3,1,Web Attack - XSS - Attempted,,7
RF,FGSM_eps0.3,60000,0,,,FGSM,0.3,1,Benign,,7
RF,FGSM_eps0.3,5944,5944,1.0,1.0,FGSM,0.3,1,Botnet Ares,,7
RF,FGSM_eps0.3,51,51,1.0,1.0,FGSM,0.3,1,Botnet Ares - Attempted,,7
RF,FGSM_eps0.3,6072,6072,1.0,1.0,FGSM,0.3,1,DDoS-HOIC,,7
RF,FGSM_eps0.3,6058,6058,1.0,1.0,FGSM,0.3,1,DDoS-LOIC-HTTP,,7
RF,FGSM_eps0.3,526,526,0.053231939163498,0.053231939163498,FGSM,0.3,1,DDoS-LOIC-UDP,,7
RF,FGSM_eps0.3,59,58,1.0,1.0,FGSM,0.3,1,DDoS-LOIC-UDP - Attempted,,7
RF,FGSM_eps0.3,4496,4496,1.0,1.0,FGSM,0.3,1,DoS GoldenEye,,7
RF,FGSM_eps0.3,873,873,1.0,1.0,FGSM,0.3,1,DoS GoldenEye - Attempted,,7
RF,FGSM_eps0.3,6080,6080,1.0,1.0,FGSM,0.3,1,DoS Hulk,,7
RF,FGSM_eps0.3,17,17,1.0,1.0,FGSM,0.3,1,DoS Hulk - Attempted,,7
RF,FGSM_eps0.3,1774,1774,0.6668545659526494,0.6668545659526494,FGSM,0.3,1,DoS Slowloris,,7
RF,FGSM_eps0.3,451,451,1.0,1.0,FGSM,0.3,1,DoS Slowloris - Attempted,,7
RF,FGSM_eps0.3,5862,5862,1.0,1.0,FGSM,0.3,1,FTP-BruteForce - Attempted,,7
RF,FGSM_eps0.3,40,40,0.95,0.95,FGSM,0.3,1,Infiltration - Communication Victim Attacker,,7
RF,FGSM_eps0.3,15,8,1.0,1.0,FGSM,0.3,1,Infiltration - Dropbox Download,,7
RF,FGSM_eps0.3,8,1,1.0,1.0,FGSM,0.3,1,Infiltration - Dropbox Download - Attempted,,7
RF,FGSM_eps0.3,5945,5940,0.9996632996632996,0.9996635828427248,FGSM,0.3,1,Infiltration - NMAP Portscan,,7
RF,FGSM_eps0.3,5952,5952,1.0,1.0,FGSM,0.3,1,SSH-BruteForce,,7
RF,FGSM_eps0.3,23,22,1.0,1.0,FGSM,0.3,1,Web Attack - Brute Force,,7
RF,FGSM_eps0.3,24,23,1.0,1.0,FGSM,0.3,1,Web Attack - Brute Force - Attempted,,7
RF,FGSM_eps0.3,8,6,1.0,1.0,FGSM,0.3,1,Web Attack - SQL,,7
RF,FGSM_eps0.3,2,2,1.0,1.0,FGSM,0.3,1,Web Attack - SQL - Attempted,,7
RF,FGSM_eps0.3,22,22,1.0,1.0,FGSM,0.3,1,Web Attack - XSS,,7
RF,FGSM_eps0.3,1,1,1.0,1.0,FGSM,0.3,1,Web Attack - XSS - Attempted,,7
MLP,FGSM_eps0.3,60000,0,,,FGSM,0.3,1,Benign,,7
MLP,FGSM_eps0.3,5944,5944,0.9949528936742934,0.9949528936742934,FGSM,0.3,1,Botnet Ares,,7
MLP,FGSM_eps0.3,51,51,1.0,1.0,FGSM,0.3,1,Botnet Ares - Attempted,,7
MLP,FGSM_eps0.3,6072,6072,1.0,1.0,FGSM,0.3,1,DDoS-HOIC,,7
MLP,FGSM_eps0.3,6058,6058,1.0,1.0,FGSM,0.3,1,DDoS-LOIC-HTTP,,7
MLP,FGSM_eps0.3,526,522,0.0363984674329501,0.0361216730038022,FGSM,0.3,1,DDoS-LOIC-UDP,,7
MLP,FGSM_eps0.3,59,51,1.0,0.864406779661017,FGSM,0.3,1,DDoS-LOIC-UDP - Attempted,,7
MLP,FGSM_eps0.3,4496,4496,1.0,1.0,FGSM,0.3,1,DoS GoldenEye,,7
MLP,FGSM_eps0.3,873,873,1.0,1.0,FGSM,0.3,1,DoS GoldenEye - Attempted,,7
MLP,FGSM_eps0.3,6080,6080,1.0,1.0,FGSM,0.3,1,DoS Hulk,,7
MLP,FGSM_eps0.3,17,17,1.0,1.0,FGSM,0.3,1,DoS Hulk - Attempted,,7
MLP,FGSM_eps0.3,1774,1774,1.0,1.0,FGSM,0.3,1,DoS Slowloris,,7
MLP,FGSM_eps0.3,451,451,1.0,1.0,FGSM,0.3,1,DoS Slowloris - Attempted,,7
MLP,FGSM_eps0.3,5862,5862,0.783179802115319,0.783179802115319,FGSM,0.3,1,FTP-BruteForce - Attempted,,7
MLP,FGSM_eps0.3,40,37,0.8648648648648649,0.825,FGSM,0.3,1,Infiltration - Communication Victim Attacker,,7
MLP,FGSM_eps0.3,15,0,,0.5333333333333333,FGSM,0.3,1,Infiltration - Dropbox Download,,7
MLP,FGSM_eps0.3,8,0,,0.875,FGSM,0.3,1,Infiltration - Dropbox Download - Attempted,,7
MLP,FGSM_eps0.3,5945,5825,0.9739055793991416,0.9542472666105972,FGSM,0.3,1,Infiltration - NMAP Portscan,,7
MLP,FGSM_eps0.3,5952,5952,1.0,1.0,FGSM,0.3,1,SSH-BruteForce,,7
MLP,FGSM_eps0.3,23,22,1.0,0.9565217391304348,FGSM,0.3,1,Web Attack - Brute Force,,7
MLP,FGSM_eps0.3,24,23,1.0,0.9583333333333334,FGSM,0.3,1,Web Attack - Brute Force - Attempted,,7
MLP,FGSM_eps0.3,8,7,1.0,0.875,FGSM,0.3,1,Web Attack - SQL,,7
MLP,FGSM_eps0.3,2,2,1.0,1.0,FGSM,0.3,1,Web Attack - SQL - Attempted,,7
MLP,FGSM_eps0.3,22,22,1.0,1.0,FGSM,0.3,1,Web Attack - XSS,,7
MLP,FGSM_eps0.3,1,0,,0.0,FGSM,0.3,1,Web Attack - XSS - Attempted,,7
LR,FGSM_eps0.5,60000,0,,,FGSM,0.5,1,Benign,,7
LR,FGSM_eps0.5,5944,5940,0.9956228956228956,0.9956258411843876,FGSM,0.5,1,Botnet Ares,,7
LR,FGSM_eps0.5,51,51,1.0,1.0,FGSM,0.5,1,Botnet Ares - Attempted,,7
LR,FGSM_eps0.5,6072,6072,1.0,1.0,FGSM,0.5,1,DDoS-HOIC,,7
LR,FGSM_eps0.5,6058,0,,1.0,FGSM,0.5,1,DDoS-LOIC-HTTP,,7
LR,FGSM_eps0.5,526,505,0.0059405940594059,0.0437262357414448,FGSM,0.5,1,DDoS-LOIC-UDP,,7
LR,FGSM_eps0.5,59,0,,1.0,FGSM,0.5,1,DDoS-LOIC-UDP - Attempted,,7
LR,FGSM_eps0.5,4496,4496,0.1125444839857651,0.1125444839857651,FGSM,0.5,1,DoS GoldenEye,,7
LR,FGSM_eps0.5,873,873,0.0103092783505154,0.0103092783505154,FGSM,0.5,1,DoS GoldenEye - Attempted,,7
LR,FGSM_eps0.5,6080,6080,0.0430921052631579,0.0430921052631579,FGSM,0.5,1,DoS Hulk,,7
LR,FGSM_eps0.5,17,17,1.0,1.0,FGSM,0.5,1,DoS Hulk - Attempted,,7
LR,FGSM_eps0.5,1774,1718,0.9284051222351573,0.9306651634723788,FGSM,0.5,1,DoS Slowloris,,7
LR,FGSM_eps0.5,451,440,1.0,1.0,FGSM,0.5,1,DoS Slowloris - Attempted,,7
LR,FGSM_eps0.5,5862,5862,0.3072330262708973,0.3072330262708973,FGSM,0.5,1,FTP-BruteForce - Attempted,,7
LR,FGSM_eps0.5,40,38,0.7368421052631579,0.7,FGSM,0.5,1,Infiltration - Communication Victim Attacker,,7
LR,FGSM_eps0.5,15,0,,0.2,FGSM,0.5,1,Infiltration - Dropbox Download,,7
LR,FGSM_eps0.5,8,0,,0.5,FGSM,0.5,1,Infiltration - Dropbox Download - Attempted,,7
LR,FGSM_eps0.5,5945,5141,0.8130713868897101,0.823044575273339,FGSM,0.5,1,Infiltration - NMAP Portscan,,7
LR,FGSM_eps0.5,5952,5952,0.0,0.0,FGSM,0.5,1,SSH-BruteForce,,7
LR,FGSM_eps0.5,23,0,,0.9565217391304348,FGSM,0.5,1,Web Attack - Brute Force,,7
LR,FGSM_eps0.5,24,1,1.0,0.9583333333333334,FGSM,0.5,1,Web Attack - Brute Force - Attempted,,7
LR,FGSM_eps0.5,8,0,,0.875,FGSM,0.5,1,Web Attack - SQL,,7
LR,FGSM_eps0.5,2,1,1.0,1.0,FGSM,0.5,1,Web Attack - SQL - Attempted,,7
LR,FGSM_eps0.5,22,0,,1.0,FGSM,0.5,1,Web Attack - XSS,,7
LR,FGSM_eps0.5,1,0,,0.0,FGSM,0.5,1,Web Attack - XSS - Attempted,,7
SVM,FGSM_eps0.5,60000,0,,,FGSM,0.5,1,Benign,,7
SVM,FGSM_eps0.5,5944,5941,0.9956236323851204,0.9956258411843876,FGSM,0.5,1,Botnet Ares,,7
SVM,FGSM_eps0.5,51,51,1.0,1.0,FGSM,0.5,1,Botnet Ares - Attempted,,7
SVM,FGSM_eps0.5,6072,6072,1.0,1.0,FGSM,0.5,1,DDoS-HOIC,,7
SVM,FGSM_eps0.5,6058,0,,1.0,FGSM,0.5,1,DDoS-LOIC-HTTP,,7
SVM,FGSM_eps0.5,526,505,0.0059405940594059,0.0380228136882129,FGSM,0.5,1,DDoS-LOIC-UDP,,7
SVM,FGSM_eps0.5,59,0,,1.0,FGSM,0.5,1,DDoS-LOIC-UDP - Attempted,,7
SVM,FGSM_eps0.5,4496,4496,0.9790925266903916,0.9790925266903916,FGSM,0.5,1,DoS GoldenEye,,7
SVM,FGSM_eps0.5,873,873,0.9988545246277204,0.9988545246277204,FGSM,0.5,1,DoS GoldenEye - Attempted,,7
SVM,FGSM_eps0.5,6080,6080,0.996875,0.996875,FGSM,0.5,1,DoS Hulk,,7
SVM,FGSM_eps0.5,17,17,1.0,1.0,FGSM,0.5,1,DoS Hulk - Attempted,,7
SVM,FGSM_eps0.5,1774,1718,0.9924330616996508,0.992671927846674,FGSM,0.5,1,DoS Slowloris,,7
SVM,FGSM_eps0.5,451,440,1.0,1.0,FGSM,0.5,1,DoS Slowloris - Attempted,,7
SVM,FGSM_eps0.5,5862,5862,0.7557147731149778,0.7557147731149778,FGSM,0.5,1,FTP-BruteForce - Attempted,,7
SVM,FGSM_eps0.5,40,40,0.9,0.9,FGSM,0.5,1,Infiltration - Communication Victim Attacker,,7
SVM,FGSM_eps0.5,15,0,,0.0666666666666666,FGSM,0.5,1,Infiltration - Dropbox Download,,7
SVM,FGSM_eps0.5,8,0,,0.125,FGSM,0.5,1,Infiltration - Dropbox Download - Attempted,,7
SVM,FGSM_eps0.5,5945,4785,0.8522466039707419,0.8661059714045416,FGSM,0.5,1,Infiltration - NMAP Portscan,,7
SVM,FGSM_eps0.5,5952,5952,1.0,1.0,FGSM,0.5,1,SSH-BruteForce,,7
SVM,FGSM_eps0.5,23,0,,0.9565217391304348,FGSM,0.5,1,Web Attack - Brute Force,,7
SVM,FGSM_eps0.5,24,1,1.0,0.9583333333333334,FGSM,0.5,1,Web Attack - Brute Force - Attempted,,7
SVM,FGSM_eps0.5,8,0,,0.875,FGSM,0.5,1,Web Attack - SQL,,7
SVM,FGSM_eps0.5,2,0,,1.0,FGSM,0.5,1,Web Attack - SQL - Attempted,,7
SVM,FGSM_eps0.5,22,0,,1.0,FGSM,0.5,1,Web Attack - XSS,,7
SVM,FGSM_eps0.5,1,0,,0.0,FGSM,0.5,1,Web Attack - XSS - Attempted,,7
RF,FGSM_eps0.5,60000,0,,,FGSM,0.5,1,Benign,,7
RF,FGSM_eps0.5,5944,5944,1.0,1.0,FGSM,0.5,1,Botnet Ares,,7
RF,FGSM_eps0.5,51,51,1.0,1.0,FGSM,0.5,1,Botnet Ares - Attempted,,7
RF,FGSM_eps0.5,6072,6072,1.0,1.0,FGSM,0.5,1,DDoS-HOIC,,7
RF,FGSM_eps0.5,6058,6058,1.0,1.0,FGSM,0.5,1,DDoS-LOIC-HTTP,,7
RF,FGSM_eps0.5,526,526,0.053231939163498,0.053231939163498,FGSM,0.5,1,DDoS-LOIC-UDP,,7
RF,FGSM_eps0.5,59,58,1.0,1.0,FGSM,0.5,1,DDoS-LOIC-UDP - Attempted,,7
RF,FGSM_eps0.5,4496,4496,1.0,1.0,FGSM,0.5,1,DoS GoldenEye,,7
RF,FGSM_eps0.5,873,873,1.0,1.0,FGSM,0.5,1,DoS GoldenEye - Attempted,,7
RF,FGSM_eps0.5,6080,6080,1.0,1.0,FGSM,0.5,1,DoS Hulk,,7
RF,FGSM_eps0.5,17,17,1.0,1.0,FGSM,0.5,1,DoS Hulk - Attempted,,7
RF,FGSM_eps0.5,1774,1774,0.9954904171364148,0.9954904171364148,FGSM,0.5,1,DoS Slowloris,,7
RF,FGSM_eps0.5,451,451,1.0,1.0,FGSM,0.5,1,DoS Slowloris - Attempted,,7
RF,FGSM_eps0.5,5862,5862,1.0,1.0,FGSM,0.5,1,FTP-BruteForce - Attempted,,7
RF,FGSM_eps0.5,40,40,0.925,0.925,FGSM,0.5,1,Infiltration - Communication Victim Attacker,,7
RF,FGSM_eps0.5,15,8,0.75,0.8,FGSM,0.5,1,Infiltration - Dropbox Download,,7
RF,FGSM_eps0.5,8,1,1.0,1.0,FGSM,0.5,1,Infiltration - Dropbox Download - Attempted,,7
RF,FGSM_eps0.5,5945,5940,0.998989898989899,0.9989907485281748,FGSM,0.5,1,Infiltration - NMAP Portscan,,7
RF,FGSM_eps0.5,5952,5952,1.0,1.0,FGSM,0.5,1,SSH-BruteForce,,7
RF,FGSM_eps0.5,23,22,1.0,1.0,FGSM,0.5,1,Web Attack - Brute Force,,7
RF,FGSM_eps0.5,24,23,1.0,1.0,FGSM,0.5,1,Web Attack - Brute Force - Attempted,,7
RF,FGSM_eps0.5,8,6,1.0,1.0,FGSM,0.5,1,Web Attack - SQL,,7
RF,FGSM_eps0.5,2,2,1.0,1.0,FGSM,0.5,1,Web Attack - SQL - Attempted,,7
RF,FGSM_eps0.5,22,22,1.0,1.0,FGSM,0.5,1,Web Attack - XSS,,7
RF,FGSM_eps0.5,1,1,1.0,1.0,FGSM,0.5,1,Web Attack - XSS - Attempted,,7
MLP,FGSM_eps0.5,60000,0,,,FGSM,0.5,1,Benign,,7
MLP,FGSM_eps0.5,5944,5944,0.9957940780619112,0.9957940780619112,FGSM,0.5,1,Botnet Ares,,7
MLP,FGSM_eps0.5,51,51,1.0,1.0,FGSM,0.5,1,Botnet Ares - Attempted,,7
MLP,FGSM_eps0.5,6072,6072,1.0,1.0,FGSM,0.5,1,DDoS-HOIC,,7
MLP,FGSM_eps0.5,6058,6058,1.0,1.0,FGSM,0.5,1,DDoS-LOIC-HTTP,,7
MLP,FGSM_eps0.5,526,522,0.0402298850574712,0.0399239543726235,FGSM,0.5,1,DDoS-LOIC-UDP,,7
MLP,FGSM_eps0.5,59,51,1.0,0.864406779661017,FGSM,0.5,1,DDoS-LOIC-UDP - Attempted,,7
MLP,FGSM_eps0.5,4496,4496,1.0,1.0,FGSM,0.5,1,DoS GoldenEye,,7
MLP,FGSM_eps0.5,873,873,1.0,1.0,FGSM,0.5,1,DoS GoldenEye - Attempted,,7
MLP,FGSM_eps0.5,6080,6080,1.0,1.0,FGSM,0.5,1,DoS Hulk,,7
MLP,FGSM_eps0.5,17,17,1.0,1.0,FGSM,0.5,1,DoS Hulk - Attempted,,7
MLP,FGSM_eps0.5,1774,1774,1.0,1.0,FGSM,0.5,1,DoS Slowloris,,7
MLP,FGSM_eps0.5,451,451,1.0,1.0,FGSM,0.5,1,DoS Slowloris - Attempted,,7
MLP,FGSM_eps0.5,5862,5862,1.0,1.0,FGSM,0.5,1,FTP-BruteForce - Attempted,,7
MLP,FGSM_eps0.5,40,37,1.0,0.95,FGSM,0.5,1,Infiltration - Communication Victim Attacker,,7
MLP,FGSM_eps0.5,15,0,,0.5333333333333333,FGSM,0.5,1,Infiltration - Dropbox Download,,7
MLP,FGSM_eps0.5,8,0,,0.875,FGSM,0.5,1,Infiltration - Dropbox Download - Attempted,,7
MLP,FGSM_eps0.5,5945,5825,0.9958798283261804,0.9757779646761984,FGSM,0.5,1,Infiltration - NMAP Portscan,,7
MLP,FGSM_eps0.5,5952,5952,1.0,1.0,FGSM,0.5,1,SSH-BruteForce,,7
MLP,FGSM_eps0.5,23,22,1.0,0.9565217391304348,FGSM,0.5,1,Web Attack - Brute Force,,7
MLP,FGSM_eps0.5,24,23,1.0,0.9583333333333334,FGSM,0.5,1,Web Attack - Brute Force - Attempted,,7
MLP,FGSM_eps0.5,8,7,1.0,0.875,FGSM,0.5,1,Web Attack - SQL,,7
MLP,FGSM_eps0.5,2,2,1.0,1.0,FGSM,0.5,1,Web Attack - SQL - Attempted,,7
MLP,FGSM_eps0.5,22,22,1.0,1.0,FGSM,0.5,1,Web Attack - XSS,,7
MLP,FGSM_eps0.5,1,0,,0.0,FGSM,0.5,1,Web Attack - XSS - Attempted,,7
LR,FGSM_eps0.75,60000,0,,,FGSM,0.75,1,Benign,,7
LR,FGSM_eps0.75,5944,5940,0.9956228956228956,0.9956258411843876,FGSM,0.75,1,Botnet Ares,,7
LR,FGSM_eps0.75,51,51,1.0,1.0,FGSM,0.75,1,Botnet Ares - Attempted,,7
LR,FGSM_eps0.75,6072,6072,1.0,1.0,FGSM,0.75,1,DDoS-HOIC,,7
LR,FGSM_eps0.75,6058,0,,1.0,FGSM,0.75,1,DDoS-LOIC-HTTP,,7
LR,FGSM_eps0.75,526,505,0.0118811881188118,0.0494296577946768,FGSM,0.75,1,DDoS-LOIC-UDP,,7
LR,FGSM_eps0.75,59,0,,1.0,FGSM,0.75,1,DDoS-LOIC-UDP - Attempted,,7
LR,FGSM_eps0.75,4496,4496,0.9521797153024912,0.9521797153024912,FGSM,0.75,1,DoS GoldenEye,,7
LR,FGSM_eps0.75,873,873,0.8888888888888888,0.8888888888888888,FGSM,0.75,1,DoS GoldenEye - Attempted,,7
LR,FGSM_eps0.75,6080,6080,0.996875,0.996875,FGSM,0.75,1,DoS Hulk,,7
LR,FGSM_eps0.75,17,17,1.0,1.0,FGSM,0.75,1,DoS Hulk - Attempted,,7
LR,FGSM_eps0.75,1774,1718,0.9924330616996508,0.992671927846674,FGSM,0.75,1,DoS Slowloris,,7
LR,FGSM_eps0.75,451,440,1.0,1.0,FGSM,0.75,1,DoS Slowloris - Attempted,,7
LR,FGSM_eps0.75,5862,5862,0.9725349709996588,0.9725349709996588,FGSM,0.75,1,FTP-BruteForce - Attempted,,7
LR,FGSM_eps0.75,40,38,0.7368421052631579,0.7,FGSM,0.75,1,Infiltration - Communication Victim Attacker,,7
LR,FGSM_eps0.75,15,0,,0.2,FGSM,0.75,1,Infiltration - Dropbox Download,,7
LR,FGSM_eps0.75,8,0,,0.5,FGSM,0.75,1,Infiltration - Dropbox Download - Attempted,,7
LR,FGSM_eps0.75,5945,5141,0.9233612137716396,0.9184188393608074,FGSM,0.75,1,Infiltration - NMAP Portscan,,7
LR,FGSM_eps0.75,5952,5952,0.0,0.0,FGSM,0.75,1,SSH-BruteForce,,7
LR,FGSM_eps0.75,23,0,,0.9565217391304348,FGSM,0.75,1,Web Attack - Brute Force,,7
LR,FGSM_eps0.75,24,1,1.0,0.9583333333333334,FGSM,0.75,1,Web Attack - Brute Force - Attempted,,7
LR,FGSM_eps0.75,8,0,,0.875,FGSM,0.75,1,Web Attack - SQL,,7
LR,FGSM_eps0.75,2,1,1.0,1.0,FGSM,0.75,1,Web Attack - SQL - Attempted,,7
LR,FGSM_eps0.75,22,0,,1.0,FGSM,0.75,1,Web Attack - XSS,,7
LR,FGSM_eps0.75,1,0,,0.0,FGSM,0.75,1,Web Attack - XSS - Attempted,,7
SVM,FGSM_eps0.75,60000,0,,,FGSM,0.75,1,Benign,,7
SVM,FGSM_eps0.75,5944,5941,0.9957919542164618,0.9957940780619112,FGSM,0.75,1,Botnet Ares,,7
SVM,FGSM_eps0.75,51,51,1.0,1.0,FGSM,0.75,1,Botnet Ares - Attempted,,7
SVM,FGSM_eps0.75,6072,6072,1.0,1.0,FGSM,0.75,1,DDoS-HOIC,,7
SVM,FGSM_eps0.75,6058,0,,1.0,FGSM,0.75,1,DDoS-LOIC-HTTP,,7
SVM,FGSM_eps0.75,526,505,0.0079207920792079,0.0399239543726235,FGSM,0.75,1,DDoS-LOIC-UDP,,7
SVM,FGSM_eps0.75,59,0,,0.864406779661017,FGSM,0.75,1,DDoS-LOIC-UDP - Attempted,,7
SVM,FGSM_eps0.75,4496,4496,1.0,1.0,FGSM,0.75,1,DoS GoldenEye,,7
SVM,FGSM_eps0.75,873,873,1.0,1.0,FGSM,0.75,1,DoS GoldenEye - Attempted,,7
SVM,FGSM_eps0.75,6080,6080,1.0,1.0,FGSM,0.75,1,DoS Hulk,,7
SVM,FGSM_eps0.75,17,17,1.0,1.0,FGSM,0.75,1,DoS Hulk - Attempted,,7
SVM,FGSM_eps0.75,1774,1718,1.0,1.0,FGSM,0.75,1,DoS Slowloris,,7
SVM,FGSM_eps0.75,451,440,1.0,1.0,FGSM,0.75,1,DoS Slowloris - Attempted,,7
SVM,FGSM_eps0.75,5862,5862,1.0,1.0,FGSM,0.75,1,FTP-BruteForce - Attempted,,7
SVM,FGSM_eps0.75,40,40,0.95,0.95,FGSM,0.75,1,Infiltration - Communication Victim Attacker,,7
SVM,FGSM_eps0.75,15,0,,0.0666666666666666,FGSM,0.75,1,Infiltration - Dropbox Download,,7
SVM,FGSM_eps0.75,8,0,,0.125,FGSM,0.75,1,Infiltration - Dropbox Download - Attempted,,7
SVM,FGSM_eps0.75,5945,4785,0.9751306165099268,0.96215306980656,FGSM,0.75,1,Infiltration - NMAP Portscan,,7
SVM,FGSM_eps0.75,5952,5952,1.0,1.0,FGSM,0.75,1,SSH-BruteForce,,7
SVM,FGSM_eps0.75,23,0,,0.9565217391304348,FGSM,0.75,1,Web Attack - Brute Force,,7
SVM,FGSM_eps0.75,24,1,1.0,0.9583333333333334,FGSM,0.75,1,Web Attack - Brute Force - Attempted,,7
SVM,FGSM_eps0.75,8,0,,0.875,FGSM,0.75,1,Web Attack - SQL,,7
SVM,FGSM_eps0.75,2,0,,1.0,FGSM,0.75,1,Web Attack - SQL - Attempted,,7
SVM,FGSM_eps0.75,22,0,,1.0,FGSM,0.75,1,Web Attack - XSS,,7
SVM,FGSM_eps0.75,1,0,,0.0,FGSM,0.75,1,Web Attack - XSS - Attempted,,7
RF,FGSM_eps0.75,60000,0,,,FGSM,0.75,1,Benign,,7
RF,FGSM_eps0.75,5944,5944,1.0,1.0,FGSM,0.75,1,Botnet Ares,,7
RF,FGSM_eps0.75,51,51,1.0,1.0,FGSM,0.75,1,Botnet Ares - Attempted,,7
RF,FGSM_eps0.75,6072,6072,1.0,1.0,FGSM,0.75,1,DDoS-HOIC,,7
RF,FGSM_eps0.75,6058,6058,1.0,1.0,FGSM,0.75,1,DDoS-LOIC-HTTP,,7
RF,FGSM_eps0.75,526,526,0.053231939163498,0.053231939163498,FGSM,0.75,1,DDoS-LOIC-UDP,,7
RF,FGSM_eps0.75,59,58,1.0,1.0,FGSM,0.75,1,DDoS-LOIC-UDP - Attempted,,7
RF,FGSM_eps0.75,4496,4496,1.0,1.0,FGSM,0.75,1,DoS GoldenEye,,7
RF,FGSM_eps0.75,873,873,1.0,1.0,FGSM,0.75,1,DoS GoldenEye - Attempted,,7
RF,FGSM_eps0.75,6080,6080,1.0,1.0,FGSM,0.75,1,DoS Hulk,,7
RF,FGSM_eps0.75,17,17,1.0,1.0,FGSM,0.75,1,DoS Hulk - Attempted,,7
RF,FGSM_eps0.75,1774,1774,1.0,1.0,FGSM,0.75,1,DoS Slowloris,,7
RF,FGSM_eps0.75,451,451,1.0,1.0,FGSM,0.75,1,DoS Slowloris - Attempted,,7
RF,FGSM_eps0.75,5862,5862,1.0,1.0,FGSM,0.75,1,FTP-BruteForce - Attempted,,7
