accuracy,precision,recall,f1,fpr,fnr,model,config,search_budget,best_params,cv_f1_macro,fit_s,seed
0.9715510910854646,0.9715462598228388,0.965906605967835,0.968718224774209,0.0237166666666666,0.034093394032165,LR,tuned,12,"{'class_weight': 'balanced', 'C': 100.0}",0.9720922267425772,8.880182266235352,123
0.9700098818708468,0.9721122742159088,0.9618313023080134,0.9669444610987868,0.0231333333333333,0.0381686976919865,LR,as_submitted,0,{'max_iter': 500},,1.7215969562530518,123
0.9197029999184064,0.9645162736483456,0.8553962984315051,0.9066849286203446,0.0263833333333333,0.1446037015684949,SVM,tuned,12,"{'class_weight': 'balanced', 'C': 10.0}",0.9182231081082796,46.35636329650879,123
0.9178716807339782,0.969364530225783,0.8466691847404727,0.9038720699498084,0.0224333333333333,0.1533308152595272,SVM,as_submitted,0,{'max_iter': 500},,8.194961547851562,123
0.9998005493957554,0.9998806991032548,0.9996819275192336,0.999781303431548,0.0001,0.0003180724807665,RF,tuned,12,"{'n_estimators': 50, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 40}",0.999623099020516,551.5508842468262,123
0.9998368131419816,0.9999005865394176,0.9997415661093773,0.9998210700013916,8.333333333333333e-05,0.0002584338906228,RF,as_submitted,0,{'n_estimators': 50},,12.555928230285645,123
0.9803631814184564,0.9766322751846644,0.9803987833727612,0.9785119047619047,0.0196666666666666,0.0196012166272389,LR,tuned,12,"{'class_weight': 'balanced', 'C': 100.0}",0.9800126979811044,19.58101201057434,31
0.9770903783215326,0.9747029132387424,0.9750710693199212,0.9748869565217392,0.0212166666666666,0.0249289306800787,LR,as_submitted,0,{'max_iter': 500},,3.1082119941711426,31
0.9776343345149272,0.9740931615460852,0.9769397451444248,0.9755143767431242,0.0217833333333333,0.0230602548555752,SVM,tuned,12,"{'class_weight': None, 'C': 1.0}",0.9767105964829406,140.45282816886902,31
0.9776343345149272,0.9740931615460852,0.9769397451444248,0.9755143767431242,0.0217833333333333,0.0230602548555752,SVM,as_submitted,0,{'max_iter': 500},,39.64038801193237,31
0.9997733515860856,0.9999204549974148,0.999582529868994,0.99975146387776,6.666666666666667e-05,0.0004174701310061,RF,tuned,12,"{'n_estimators': 400, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None}",0.9997738628384636,307.95364594459534,31
0.999764285649529,0.999900570724044,0.999582529868994,0.9997415250024854,8.333333333333333e-05,0.0004174701310061,RF,as_submitted,0,{'n_estimators': 50},,15.289901971817017,31
0.9272095953872516,0.9713451074837214,0.8659324493568972,0.9156147855423712,0.0214166666666666,0.1340675506431028,LR,tuned,12,"{'class_weight': 'balanced', 'C': 0.01}",0.9260884785360846,7.4103617668151855,99
0.9186150875316176,0.9525999912384456,0.8645607617835914,0.9064476796898612,0.0360666666666666,0.1354392382164085,LR,as_submitted,0,{'max_iter': 500},,0.9806814193725586,99
0.9236104185742908,0.966367463304898,0.8625131701886567,0.9114915966386554,0.0251666666666666,0.1374868298113432,SVM,tuned,12,"{'class_weight': 'balanced', 'C': 1.0}",0.9232938901904828,16.740179777145386,99
0.921425527864156,0.9710594198307464,0.8531300320060434,0.9082828026286548,0.0213166666666666,0.1468699679939566,SVM,as_submitted,0,{'max_iter': 500},,4.283533334732056,99
0.9997552197129724,0.999880687241489,0.999582529868994,0.9997315863248204,0.0001,0.0004174701310061,RF,tuned,12,"{'n_estimators': 50, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None}",0.9996368046647331,225.3892731666565,99
0.999764285649529,0.9998806896140308,0.9996024093990418,0.999741530141562,0.0001,0.0003975906009581,RF,as_submitted,0,{'n_estimators': 50},,7.739952087402344,99
