,accuracy,accuracy,precision,precision,recall,recall,f1,f1,fpr,fpr,fnr,fnr,cv_f1_macro,cv_f1_macro,fit_s,fit_s
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
search_budget,,,,,,,,,,,,,,,,
0,0.9580434500119369,0.03707410713787438,0.9784119111148453,0.01666738073693687,0.9277975468659921,0.068783491200311,0.9516094610895772,0.043212023504309235,0.01659888888888885,0.012693259157613053,0.07220245313400787,0.06878349120031102,,,8.130749289194743,9.767208083307287
12,0.9599581758126856,0.035602090579797484,0.9779667334898507,0.016953367257690376,0.9325659834734841,0.06498505819764261,0.9540290377160192,0.04129668666052313,0.017076666666666632,0.01301026578794667,0.06743401652651594,0.06498505819764257,0.9596412706194865,0.035824915633678955,122.58078831036886,161.29661930673038
