,accuracy,accuracy,precision,precision,recall,recall,f1,f1,fpr,fpr,fnr,fnr,asr,asr,train_s,train_s,iters,iters,confidence,confidence,n_samples,n_samples,n_eligible,n_eligible,mean_l2,mean_l2,median_queries_success,median_queries_success,query_budget_exhausted,query_budget_exhausted,numerical_stagnation,numerical_stagnation,elapsed_s,elapsed_s
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
epsilon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.15,0.4275794855987598,0.09788374355730275,0.20674331367595322,0.1681027316325009,0.0522115977178299,0.03800516764061784,0.07598262853400348,0.05097285431149588,0.2577183333333333,0.18410677048316137,0.94778840228217,0.03800516764061781,0.5722845253528915,0.09791052548473485,2.1429168462753294,1.0235416544611011,12.0,10.068729331193067,,,,,,,,,,,,,,,,
0.3,0.4216379729774651,0.0930787559959419,0.1687608398135447,0.12579687808625076,0.04474352092983184,0.02681104360060751,0.06570006567410418,0.03680020894752548,0.26238,0.17336951790745572,0.9552564790701682,0.026811043600607515,0.5782320819318906,0.09311826043356704,2.1429168462753294,1.0235416544611011,12.0,10.068729331193067,,,,,,,,,,,,,,,,
0.5,0.35964117023109066,0.08288017786604213,0.10165591426144321,0.08328522085749564,0.054778707698016633,0.05084372154002524,0.06892696647092654,0.06102772765110506,0.3847672222222222,0.16015569128155355,0.9452212923019834,0.050843721540025213,0.640248225342919,0.08289983615604059,2.1429168462753294,1.0235416544611011,12.0,10.068729331193067,,,,,,,,,,,,,,,,
0.75,0.3513002064011556,0.0954366362257648,0.1148546467586338,0.11403544514553685,0.06672497995480714,0.08086582451621506,0.08095626469043471,0.09029387412427403,0.41011666666666663,0.1700387108844151,0.9332750200451928,0.0808658245162151,0.6485934199432472,0.09545501565671709,2.1429168462753294,1.0235416544611011,12.0,10.068729331193067,,,,,,,,,,,,,,,,
,0.5208768573837521,0.3463457538892804,0.4917334860541863,0.35469787940325903,0.34023180526012364,0.39010490812473037,0.3746886670545598,0.3752506132278391,0.3290470833333333,0.3985564562826091,0.6597681947398764,0.3901049081247303,0.47923365748177404,0.3467780889002396,2.1429168462753294,1.0235416544611011,10.0,0.0,0.25,0.2564945880212885,100.0,0.0,99.9,0.31622776601683894,0.7316529870033264,0.2302243124918256,561.8,1.0327955589886404,0.0,0.0,4.5,5.212165257037297,5.926221489906311,1.0087244080612265
