attack,epsilon,n_features_total,n_features_frozen,n_features_perturbable,adv_accuracy,asr
FGSM_constrained,0.15,15,6,9,0.3716299019607843,0.6259191176470589
PGD_constrained,0.15,15,6,9,0.37224264705882354,0.6253063725490197
FGSM_constrained,0.3,15,6,9,0.19454656862745098,0.8042279411764706
PGD_constrained,0.3,15,6,9,0.18259803921568626,0.8164828431372549
FGSM_constrained,0.5,15,6,9,0.16544117647058823,0.8342524509803921
PGD_constrained,0.5,15,6,9,0.15839460784313725,0.8412990196078431
FGSM_constrained,0.75,15,6,9,0.1568627450980392,0.8431372549019608
PGD_constrained,0.75,15,6,9,0.15379901960784315,0.8462009803921569
