accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,family,epsilon,iters,confidence
0.28278186274509803,0.1085899513776337,0.6552567237163814,0.18630517900590893,0.7705779334500875,0.34474327628361856,LR,FGSM_eps0.15,0.6415441176470589,FGSM,0.15,1,
0.2113970588235294,0.03994900127496812,0.22982885085574573,0.06806661839246922,0.7912434325744309,0.7701711491442543,SVM,FGSM_eps0.15,0.7205882352941176,FGSM,0.15,1,
0.8535539215686274,0.35064935064935066,0.1980440097799511,0.253125,0.05253940455341506,0.8019559902200489,RF,FGSM_eps0.15,0.11427696078431372,FGSM,0.15,1,
0.25796568627450983,0.0814968814968815,0.4792176039119804,0.13930348258706468,0.7737302977232925,0.5207823960880196,MLP,FGSM_eps0.15,0.7405024509803921,FGSM,0.15,1,
0.2549019607843137,0.09262988320579943,0.5623471882640587,0.1590594744121715,0.7891418563922942,0.43765281173594134,LR,FGSM_eps0.3,0.671875,FGSM,0.3,1,
0.2028186274509804,0.028792436613665665,0.16381418092909536,0.0489766081871345,0.7915936952714536,0.8361858190709046,SVM,FGSM_eps0.3,0.7294730392156863,FGSM,0.3,1,
0.7971813725490197,0.06529209621993128,0.04645476772616137,0.054285714285714284,0.09527145359019265,0.9535452322738386,RF,FGSM_eps0.3,0.17034313725490197,FGSM,0.3,1,
0.21997549019607843,0.05161561057490558,0.30073349633251834,0.08810888252148998,0.7915936952714536,0.6992665036674817,MLP,FGSM_eps0.3,0.7791053921568627,FGSM,0.3,1,
0.22518382352941177,0.056856187290969896,0.33251833740831294,0.09710817565155301,0.7901926444833626,0.6674816625916871,LR,FGSM_eps0.5,0.7015931372549019,FGSM,0.5,1,
0.2028186274509804,0.02838709677419355,0.16136919315403422,0.048280907095830286,0.7912434325744309,0.8386308068459658,SVM,FGSM_eps0.5,0.7297794117647058,FGSM,0.5,1,
0.3713235294117647,0.029226361031518624,0.12469437652811736,0.04735376044568245,0.5933450087565674,0.8753056234718827,RF,FGSM_eps0.5,0.5891544117647058,FGSM,0.5,1,
0.21200980392156862,0.041154009333899025,0.2371638141809291,0.07013738250180766,0.7915936952714536,0.7628361858190709,MLP,FGSM_eps0.5,0.7870710784313726,FGSM,0.5,1,
0.22181372549019607,0.052122740647330815,0.30317848410757947,0.08895265423242468,0.7898423817863398,0.6968215158924206,LR,FGSM_eps0.75,0.7058823529411765,FGSM,0.75,1,
0.2028186274509804,0.02838709677419355,0.16136919315403422,0.048280907095830286,0.7912434325744309,0.8386308068459658,SVM,FGSM_eps0.75,0.7297794117647058,FGSM,0.75,1,
0.20189950980392157,0.026724137931034484,0.15158924205378974,0.04543788933675339,0.7908931698774081,0.8484107579462102,RF,FGSM_eps0.75,0.7594975490196079,FGSM,0.75,1,
0.20496323529411764,0.030901287553648068,0.17603911980440098,0.05257393209200438,0.7908931698774081,0.823960880195599,MLP,FGSM_eps0.75,0.7947303921568627,FGSM,0.75,1,
0.2766544117647059,0.10834670947030497,0.6601466992665037,0.18614270941054809,0.7782837127845884,0.33985330073349634,LR,PGD_eps0.15_it10,0.6470588235294118,PGD,0.15,10,
0.20955882352941177,0.037888463175819495,0.2176039119804401,0.06453952139231327,0.7915936952714536,0.78239608801956,SVM,PGD_eps0.15_it10,0.7221200980392157,PGD,0.15,10,
0.8789828431372549,0.5291666666666667,0.3105134474327628,0.3913713405238829,0.03957968476357268,0.6894865525672371,RF,PGD_eps0.15_it10,0.08884803921568628,PGD,0.15,10,
0.23805147058823528,0.06160337552742616,0.3569682151589242,0.1050737675422814,0.7789842381786339,0.6430317848410758,MLP,PGD_eps0.15_it10,0.7604166666666666,PGD,0.15,10,
0.2766544117647059,0.10834670947030497,0.6601466992665037,0.18614270941054809,0.7782837127845884,0.33985330073349634,LR,PGD_eps0.15_it25,0.6470588235294118,PGD,0.15,25,
0.20925245098039216,0.03747870528109029,0.21515892420537897,0.06383750453391368,0.7915936952714536,0.784841075794621,SVM,PGD_eps0.15_it25,0.7224264705882353,PGD,0.15,25,
0.8802083333333334,0.5365853658536586,0.32273838630806845,0.4030534351145038,0.039929947460595444,0.6772616136919315,RF,PGD_eps0.15_it25,0.08792892156862746,PGD,0.15,25,
0.23835784313725492,0.061629379485014776,0.3569682151589242,0.10511159107271419,0.7786339754816112,0.6430317848410758,MLP,PGD_eps0.15_it25,0.7601102941176471,PGD,0.15,25,
