model,accuracy_mean,accuracy_std,f1_mean,f1_std,fnr_mean,fnr_std,fpr_mean,fpr_std,precision_mean,precision_std,recall_mean,recall_std
LR,0.9040441611978487,0.0012740062376896623,0.9349867614439376,0.0008743439073676146,0.09578068241795766,0.00105834149145018,0.09652000000000001,0.0024509181952892707,0.9679220589177036,0.0008130431079654936,0.9042193175820422,0.001058341491450185
MLP,0.9645999668317184,0.0019503118833096077,0.9763607191210693,0.0013560911884542876,0.04187649414759842,0.003523989721657714,0.01454,0.004206304791619361,0.9953151911321733,0.0013358991893422944,0.9581235058524016,0.0035239897216576806
RF,0.9987206519936507,3.745975574135529e-05,0.9991615702301695,2.449016820176376e-05,0.00102455835325526,0.00013533170677573905,0.0021000000000000003,0.0005147815070493501,0.9993478023180785,0.000159699812692686,0.9989754416467447,0.0001353317067757918
SVM,0.9055509488497714,0.0011687924034694838,0.9359226221999555,0.0007922089261012946,0.0960787357570865,0.0007965896991278796,0.0892,0.0026466960535732097,0.9702731458382775,0.0008760657344877726,0.9039212642429135,0.0007965896991278468
