accuracy,precision,recall,f1,fpr,fnr,model,defense_attack,ratio,eval_attack,adv_train_s,family,epsilon,iters,confidence,retrain_s,seed
0.8772299746499562,0.9263068235591028,0.9116396038374368,0.9189146898666832,0.2336,0.0883603961625632,MLP,FGSM,0.3,FGSM_eps0.15,80.90899682044983,FGSM,0.15,1,,,42
0.814802530266057,0.8568794990343536,0.9091558260113632,0.8822439479987346,0.4891,0.0908441739886367,MLP,FGSM,0.3,FGSM_eps0.3,80.90899682044983,FGSM,0.3,1,,,42
0.7801890592053827,0.8240397931209903,0.9052438759352976,0.862735234939046,0.6226,0.0947561240647024,MLP,FGSM,0.3,FGSM_eps0.5,80.90899682044983,FGSM,0.5,1,,,42
0.7677746452178446,0.8169037988289537,0.8966437952125182,0.854918445279891,0.6473,0.1033562047874817,MLP,FGSM,0.3,FGSM_eps0.75,80.90899682044983,FGSM,0.75,1,,,42
0.8601009263427232,0.9358141692623766,0.8768046198267565,0.905348870758331,0.1937,0.1231953801732435,MLP,FGSM,0.3,PGD_eps0.15_it10,80.90899682044983,PGD,0.15,10,,,42
0.8517851643014523,0.9311272799760788,0.870129466919184,0.8995955575528022,0.2073,0.1298705330808159,MLP,FGSM,0.3,PGD_eps0.15_it25,80.90899682044983,PGD,0.15,25,,,42
0.8245871733516549,0.8911843557798454,0.8772392809463193,0.8841568357480364,0.345,0.1227607190536806,MLP,FGSM,0.3,PGD_eps0.3_it10,80.90899682044983,PGD,0.3,10,,,42
0.8420715961050961,0.9004232638344568,0.8916451923375454,0.8960127293148633,0.3176,0.1083548076624545,MLP,FGSM,0.3,PGD_eps0.3_it25,80.90899682044983,PGD,0.3,25,,,42
0.6925063375109574,0.8740371897611453,0.6975690024527306,0.7758957092290426,0.3238,0.3024309975472694,MLP,FGSM,0.3,PGD_eps0.5_it10,80.90899682044983,PGD,0.5,10,,,42
0.6672747518301784,0.8694926976119768,0.6635722934583501,0.7527029406585667,0.3208,0.3364277065416498,MLP,FGSM,0.3,PGD_eps0.5_it25,80.90899682044983,PGD,0.5,25,,,42
0.6638157738870857,0.8990565619878638,0.630196528920488,0.7409922242908772,0.2279,0.3698034710795119,MLP,FGSM,0.3,PGD_eps0.75_it10,80.90899682044983,PGD,0.75,10,,,42
0.6391527873202397,0.8539147836237806,0.6359092179204571,0.7289616513924726,0.3504,0.364090782079543,MLP,FGSM,0.3,PGD_eps0.75_it25,80.90899682044983,PGD,0.75,25,,,42
0.9502712691606056,0.990902569453502,0.9434940544568288,0.96661736405999,0.0279,0.0565059455431711,MLP,FGSM,0.3,CW_c0.0_it10,80.90899682044983,CW,,10,0.0,,42
0.939846952071833,0.9909000661813367,0.9297090875221212,0.959329798651268,0.0275,0.0702909124778788,MLP,FGSM,0.3,CW_c0.5_it10,80.90899682044983,CW,,10,0.5,,42
