accuracy,precision,recall,f1,fpr,fnr,model,sigma,eval_attack,smooth_s_per_sample,n0,n,family,epsilon,iters,confidence,seed
0.385,0.5966386554621849,0.4863013698630137,0.5358490566037736,0.8888888888888888,0.5136986301369864,LR,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,42
0.915,0.9708029197080292,0.910958904109589,0.939929328621908,0.074074074074074,0.0890410958904109,LR,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0,42
0.915,0.9708029197080292,0.910958904109589,0.939929328621908,0.074074074074074,0.0890410958904109,LR,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5,42
0.92,0.9710144927536232,0.9178082191780822,0.943661971830986,0.074074074074074,0.0821917808219178,SVM,0.25,Clean,0.0001545894145965,50,200,,,,,42
0.605,0.8681318681318682,0.541095890410959,0.6666666666666666,0.2222222222222222,0.4589041095890411,SVM,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,42
0.395,0.6404494382022472,0.3904109589041096,0.4851063829787234,0.5925925925925926,0.6095890410958904,SVM,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,42
0.26,0.4895833333333333,0.3219178082191781,0.3884297520661157,0.9074074074074074,0.678082191780822,SVM,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,42
0.245,0.4747474747474747,0.3219178082191781,0.3836734693877551,0.9629629629629628,0.678082191780822,SVM,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,42
0.76,0.9083333333333332,0.7465753424657534,0.8195488721804511,0.2037037037037037,0.2534246575342466,SVM,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,42
0.755,0.907563025210084,0.7397260273972602,0.8150943396226416,0.2037037037037037,0.2602739726027397,SVM,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,42
0.465,0.672566371681416,0.5205479452054794,0.5868725868725869,0.6851851851851852,0.4794520547945205,SVM,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,42
0.47,0.6785714285714286,0.5205479452054794,0.5891472868217055,0.6666666666666666,0.4794520547945205,SVM,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,42
0.385,0.6,0.4726027397260274,0.5287356321839081,0.8518518518518519,0.5273972602739726,SVM,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,42
0.36,0.5803571428571429,0.4452054794520548,0.5038759689922481,0.8703703703703703,0.5547945205479452,SVM,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,42
0.36,0.5775862068965517,0.4589041095890411,0.5114503816793893,0.9074074074074074,0.541095890410959,SVM,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,42
0.36,0.576271186440678,0.4657534246575342,0.5151515151515151,0.925925925925926,0.5342465753424658,SVM,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,42
0.915,0.9708029197080292,0.910958904109589,0.939929328621908,0.074074074074074,0.0890410958904109,SVM,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0,42
0.91,0.9637681159420288,0.910958904109589,0.9366197183098592,0.0925925925925925,0.0890410958904109,SVM,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5,42
0.275,1.0,0.0068493150684931,0.0136054421768707,0.0,0.9931506849315068,RF,0.25,Clean,0.0053461289405822,50,200,,,,,42
0.265,0.0,0.0,0.0,0.0185185185185185,1.0,RF,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,42
0.19,0.1923076923076923,0.0342465753424657,0.0581395348837209,0.3888888888888889,0.9657534246575342,RF,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,42
0.2,0.3333333333333333,0.0958904109589041,0.1489361702127659,0.5185185185185185,0.9041095890410958,RF,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,42
0.19,0.3333333333333333,0.1095890410958904,0.1649484536082474,0.5925925925925926,0.8904109589041096,RF,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,42
0.275,1.0,0.0068493150684931,0.0136054421768707,0.0,0.9931506849315068,RF,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,42
0.275,1.0,0.0068493150684931,0.0136054421768707,0.0,0.9931506849315068,RF,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,42
0.23,0.0,0.0,0.0,0.1481481481481481,1.0,RF,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,42
0.235,0.1111111111111111,0.0068493150684931,0.0129032258064516,0.1481481481481481,0.9931506849315068,RF,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,42
0.27,0.5,0.0068493150684931,0.0135135135135135,0.0185185185185185,0.9931506849315068,RF,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,42
0.255,0.0,0.0,0.0,0.0555555555555555,1.0,RF,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,42
0.26,0.25,0.0068493150684931,0.0133333333333333,0.0555555555555555,0.9931506849315068,RF,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,42
0.245,0.1428571428571428,0.0068493150684931,0.0130718954248366,0.1111111111111111,0.9931506849315068,RF,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,42
0.265,0.0,0.0,0.0,0.0185185185185185,1.0,RF,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0,42
0.27,0.0,0.0,0.0,0.0,1.0,RF,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5,42
0.925,0.9171974522292994,0.9863013698630136,0.9504950495049505,0.2407407407407407,0.0136986301369863,MLP,0.25,Clean,0.0025272142887115,50,200,,,,,42
0.085,0.1967213114754098,0.0821917808219178,0.1159420289855072,0.9074074074074074,0.9178082191780822,MLP,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,42
0.04,0.1290322580645161,0.0547945205479452,0.0769230769230769,1.0,0.9452054794520548,MLP,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,42
0.04,0.1290322580645161,0.0547945205479452,0.0769230769230769,1.0,0.9452054794520548,MLP,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,42
0.04,0.1290322580645161,0.0547945205479452,0.0769230769230769,1.0,0.9452054794520548,MLP,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,42
0.115,0.2876712328767123,0.1438356164383561,0.1917808219178082,0.9629629629629628,0.8561643835616438,MLP,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,42
0.1,0.2571428571428571,0.1232876712328767,0.1666666666666666,0.9629629629629628,0.8767123287671232,MLP,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,42
0.085,0.2394366197183098,0.1164383561643835,0.1566820276497695,1.0,0.8835616438356164,MLP,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,42
0.095,0.2602739726027397,0.1301369863013698,0.1735159817351598,1.0,0.8698630136986302,MLP,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,42
0.095,0.2602739726027397,0.1301369863013698,0.1735159817351598,1.0,0.8698630136986302,MLP,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,42
0.075,0.217391304347826,0.1027397260273972,0.1395348837209302,1.0,0.8972602739726028,MLP,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,42
0.1,0.2702702702702703,0.136986301369863,0.1818181818181818,1.0,0.863013698630137,MLP,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,42
0.095,0.2602739726027397,0.1301369863013698,0.1735159817351598,1.0,0.8698630136986302,MLP,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,42
0.69,0.7413793103448276,0.8835616438356164,0.80625,0.8333333333333334,0.1164383561643835,MLP,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0,42
0.615,0.7197452229299363,0.773972602739726,0.7458745874587459,0.8148148148148148,0.2260273972602739,MLP,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5,42
0.92,0.9710144927536232,0.9178082191780822,0.943661971830986,0.074074074074074,0.0821917808219178,LR,0.5,Clean,0.0001530146598815,50,200,,,,,42
0.8,0.9491525423728814,0.7671232876712328,0.8484848484848485,0.1111111111111111,0.2328767123287671,LR,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,42
0.59,0.8555555555555555,0.5273972602739726,0.652542372881356,0.2407407407407407,0.4726027397260274,LR,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,42
0.48,0.7282608695652174,0.4589041095890411,0.5630252100840336,0.4629629629629629,0.541095890410959,LR,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,42
0.38,0.6122448979591837,0.410958904109589,0.4918032786885246,0.7037037037037037,0.589041095890411,LR,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,42
0.815,0.943089430894309,0.7945205479452054,0.862453531598513,0.1296296296296296,0.2054794520547945,LR,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,42
0.815,0.950413223140496,0.7876712328767124,0.8614232209737828,0.1111111111111111,0.2123287671232876,LR,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,42
0.725,0.8823529411764706,0.7191780821917808,0.7924528301886793,0.2592592592592592,0.2808219178082192,LR,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,42
0.7,0.8771929824561403,0.684931506849315,0.7692307692307693,0.2592592592592592,0.3150684931506849,LR,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,42
0.505,0.7043478260869566,0.5547945205479452,0.6206896551724138,0.6296296296296297,0.4452054794520548,LR,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,42
0.51,0.7068965517241379,0.5616438356164384,0.6259541984732825,0.6296296296296297,0.4383561643835616,LR,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,42
0.465,0.6822429906542056,0.5,0.5770750988142292,0.6296296296296297,0.5,LR,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,42
0.38,0.5932203389830508,0.4794520547945205,0.5303030303030303,0.8888888888888888,0.5205479452054794,LR,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,42
0.91,0.9637681159420288,0.910958904109589,0.9366197183098592,0.0925925925925925,0.0890410958904109,LR,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0,42
0.915,0.9708029197080292,0.910958904109589,0.939929328621908,0.074074074074074,0.0890410958904109,LR,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5,42
0.92,0.9710144927536232,0.9178082191780822,0.943661971830986,0.074074074074074,0.0821917808219178,SVM,0.5,Clean,0.0001531982421875,50,200,,,,,42
0.635,0.8842105263157894,0.5753424657534246,0.6970954356846473,0.2037037037037037,0.4246575342465753,SVM,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,42
0.415,0.6705882352941176,0.3904109589041096,0.4935064935064935,0.5185185185185185,0.6095890410958904,SVM,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,42
0.27,0.5,0.3219178082191781,0.3916666666666666,0.8703703703703703,0.678082191780822,SVM,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,42
0.25,0.4795918367346938,0.3219178082191781,0.3852459016393442,0.9444444444444444,0.678082191780822,SVM,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,42
0.765,0.9090909090909092,0.7534246575342466,0.8239700374531835,0.2037037037037037,0.2465753424657534,SVM,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,42
0.72,0.9245283018867924,0.6712328767123288,0.7777777777777778,0.1481481481481481,0.3287671232876712,SVM,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,42
0.495,0.7027027027027027,0.5342465753424658,0.6070038910505836,0.6111111111111112,0.4657534246575342,SVM,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,42
0.465,0.6756756756756757,0.5136986301369864,0.5836575875486382,0.6666666666666666,0.4863013698630137,SVM,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,42
0.36,0.5803571428571429,0.4452054794520548,0.5038759689922481,0.8703703703703703,0.5547945205479452,SVM,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,42
0.33,0.5566037735849056,0.4041095890410959,0.4682539682539682,0.8703703703703703,0.5958904109589042,SVM,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,42
0.33,0.5545454545454546,0.4178082191780822,0.4765625,0.9074074074074074,0.5821917808219178,SVM,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,42
0.315,0.5420560747663551,0.3972602739726027,0.458498023715415,0.9074074074074074,0.6027397260273972,SVM,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,42
0.91,0.9637681159420288,0.910958904109589,0.9366197183098592,0.0925925925925925,0.0890410958904109,SVM,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0,42
0.91,0.9637681159420288,0.910958904109589,0.9366197183098592,0.0925925925925925,0.0890410958904109,SVM,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5,42
0.27,0.0,0.0,0.0,0.0,1.0,RF,0.5,Clean,0.0053673064708709,50,200,,,,,42
0.27,0.0,0.0,0.0,0.0,1.0,RF,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,42
0.245,0.0,0.0,0.0,0.0925925925925925,1.0,RF,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,42
0.18,0.0909090909090909,0.0136986301369863,0.0238095238095238,0.3703703703703703,0.9863013698630136,RF,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,42
0.175,0.2564102564102564,0.0684931506849315,0.1081081081081081,0.5370370370370371,0.9315068493150684,RF,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,42
0.27,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,42
0.27,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,42
0.27,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,42
0.265,0.0,0.0,0.0,0.0185185185185185,1.0,RF,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,42
0.275,1.0,0.0068493150684931,0.0136054421768707,0.0,0.9931506849315068,RF,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,42
0.275,1.0,0.0068493150684931,0.0136054421768707,0.0,0.9931506849315068,RF,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,42
0.265,0.0,0.0,0.0,0.0185185185185185,1.0,RF,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,42
0.26,0.0,0.0,0.0,0.037037037037037,1.0,RF,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,42
0.27,0.0,0.0,0.0,0.0,1.0,RF,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0,42
0.27,0.0,0.0,0.0,0.0,1.0,RF,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5,42
0.82,0.8089887640449438,0.9863013698630136,0.8888888888888888,0.6296296296296297,0.0136986301369863,MLP,0.5,Clean,0.0021857178211212,50,200,,,,,42
0.215,0.4382022471910112,0.2671232876712329,0.3319148936170212,0.925925925925926,0.7328767123287672,MLP,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,42
0.06,0.1818181818181818,0.0821917808219178,0.1132075471698113,1.0,0.9178082191780822,MLP,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,42
0.04,0.1290322580645161,0.0547945205479452,0.0769230769230769,1.0,0.9452054794520548,MLP,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,42
0.03,0.1,0.0410958904109589,0.058252427184466,1.0,0.958904109589041,MLP,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,42
0.305,0.5315315315315315,0.4041095890410959,0.4591439688715953,0.9629629629629628,0.5958904109589042,MLP,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,42
0.32,0.5446428571428571,0.4178082191780822,0.4728682170542636,0.9444444444444444,0.5821917808219178,MLP,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,42
0.22,0.4489795918367347,0.3013698630136986,0.360655737704918,1.0,0.6986301369863014,MLP,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,42
0.21,0.4375,0.2876712328767123,0.3471074380165289,1.0,0.7123287671232876,MLP,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,42
0.195,0.4193548387096774,0.2671232876712329,0.3263598326359833,1.0,0.7328767123287672,MLP,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,42
0.225,0.4545454545454545,0.3082191780821918,0.3673469387755102,1.0,0.6917808219178082,MLP,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,42
0.24,0.4705882352941176,0.3287671232876712,0.3870967741935484,1.0,0.6712328767123288,MLP,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,42
0.235,0.4653465346534653,0.3219178082191781,0.3805668016194332,1.0,0.678082191780822,MLP,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,42
0.715,0.7542857142857143,0.9041095890410958,0.822429906542056,0.7962962962962963,0.0958904109589041,MLP,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0,42
0.71,0.75,0.9041095890410958,0.8198757763975155,0.8148148148148148,0.0958904109589041,MLP,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5,42
0.935,0.9620253164556962,0.9559748427672956,0.9589905362776026,0.1463414634146341,0.0440251572327044,LR,0.1,Clean,0.0001532328128814,50,200,,,,,7
0.61,0.7682119205298014,0.7295597484276729,0.7483870967741936,0.8536585365853658,0.270440251572327,LR,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.085,0.2777777777777778,0.0943396226415094,0.1408450704225352,0.951219512195122,0.9056603773584906,LR,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.045,0.1521739130434782,0.0440251572327044,0.0682926829268292,0.951219512195122,0.9559748427672956,LR,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.035,0.1458333333333333,0.0440251572327044,0.0676328502415458,1.0,0.9559748427672956,LR,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.58,0.8099173553719008,0.6163522012578616,0.7,0.5609756097560976,0.3836477987421384,LR,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.59,0.8130081300813008,0.6289308176100629,0.7092198581560284,0.5609756097560976,0.3710691823899371,LR,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.06,0.2264150943396226,0.0754716981132075,0.1132075471698113,1.0,0.9245283018867924,LR,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.08,0.2807017543859649,0.10062893081761,0.1481481481481481,1.0,0.89937106918239,LR,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,LR,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,LR,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,LR,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,LR,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.925,0.9556962025316456,0.949685534591195,0.9526813880126184,0.1707317073170731,0.050314465408805,LR,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.925,0.95,0.9559748427672956,0.9529780564263324,0.1951219512195122,0.0440251572327044,LR,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.935,0.9620253164556962,0.9559748427672956,0.9589905362776026,0.1463414634146341,0.0440251572327044,SVM,0.1,Clean,0.000152291059494,50,200,,,,,7
0.055,0.2,0.0628930817610062,0.0956937799043062,0.975609756097561,0.9371069182389936,SVM,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,SVM,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,SVM,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,SVM,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.045,0.18,0.0566037735849056,0.0861244019138756,1.0,0.9433962264150944,SVM,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.865,0.952054794520548,0.8742138364779874,0.9114754098360656,0.1707317073170731,0.1257861635220125,SVM,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.82,0.9361702127659576,0.8301886792452831,0.88,0.2195121951219512,0.1698113207547169,SVM,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.285,1.0,0.10062893081761,0.1828571428571428,0.0,0.89937106918239,RF,0.1,Clean,0.0053342449665069,50,200,,,,,7
0.105,0.1153846153846153,0.0188679245283018,0.0324324324324324,0.5609756097560976,0.981132075471698,RF,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.105,0.1428571428571428,0.0251572327044025,0.0427807486631016,0.5853658536585366,0.9748427672955976,RF,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.12,0.2258064516129032,0.0440251572327044,0.0736842105263157,0.5853658536585366,0.9559748427672956,RF,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.17,0.4102564102564102,0.10062893081761,0.1616161616161616,0.5609756097560976,0.89937106918239,RF,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.12,0.2571428571428571,0.0566037735849056,0.0927835051546391,0.6341463414634146,0.9433962264150944,RF,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.115,0.2352941176470588,0.050314465408805,0.082901554404145,0.6341463414634146,0.949685534591195,RF,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.1,0.1379310344827586,0.0251572327044025,0.0425531914893617,0.6097560975609756,0.9748427672955976,RF,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.095,0.1071428571428571,0.0188679245283018,0.0320855614973262,0.6097560975609756,0.981132075471698,RF,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.12,0.1304347826086956,0.0188679245283018,0.0329670329670329,0.4878048780487805,0.981132075471698,RF,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.13,0.1428571428571428,0.0188679245283018,0.0333333333333333,0.4390243902439024,0.981132075471698,RF,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.145,0.1666666666666666,0.0188679245283018,0.0338983050847457,0.3658536585365853,0.981132075471698,RF,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.135,0.15,0.0188679245283018,0.0335195530726257,0.4146341463414634,0.981132075471698,RF,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.21,1.0,0.0062893081761006,0.0125,0.0,0.9937106918238994,RF,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.205,0.0,0.0,0.0,0.0,1.0,RF,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.975,0.9873417721518988,0.981132075471698,0.9842271293375394,0.048780487804878,0.0188679245283018,MLP,0.1,Clean,0.0021585881710052,50,200,,,,,7
0.065,0.1956521739130435,0.0566037735849056,0.0878048780487804,0.902439024390244,0.9433962264150944,MLP,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.09,0.2982456140350877,0.1069182389937107,0.1574074074074074,0.975609756097561,0.8930817610062893,MLP,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.13,0.3846153846153846,0.1572327044025157,0.2232142857142857,0.975609756097561,0.8427672955974843,MLP,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.205,0.5,0.2515723270440251,0.3347280334728033,0.975609756097561,0.7484276729559748,MLP,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,MLP,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,MLP,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,MLP,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,MLP,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,MLP,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,MLP,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,MLP,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.03,0.1276595744680851,0.0377358490566037,0.058252427184466,1.0,0.9622641509433962,MLP,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.77,0.8265895953757225,0.89937106918239,0.8614457831325302,0.7317073170731707,0.10062893081761,MLP,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
