model,attack,accuracy_mean,accuracy_std,asr_mean,asr_std,elapsed_s_mean,elapsed_s_std,f1_mean,f1_std,fnr_mean,fnr_std,fpr_mean,fpr_std,median_queries_success_mean,median_queries_success_std,n_eligible_mean,n_eligible_std,n_samples_mean,n_samples_std,numerical_stagnation_mean,numerical_stagnation_std,precision_mean,precision_std,query_budget_exhausted_mean,query_budget_exhausted_std,recall_mean,recall_std
LR,HopSkipJump_whitebox,0.091,0.018506755523321743,1.0,0.0,1.5032982349395752,0.0385376111173104,0.13992727959059928,0.02083532019142506,0.9005714292673558,0.016694849848373442,0.9358262108262109,0.03140193764162713,556.4,0.5477225575051505,181.8,3.7013511046643517,200.0,0.0,0.0,0.0,0.2391601031064464,0.03940457126658373,0.0,0.0,0.09942857073264424,0.01669484984837348
RF,HopSkipJump_whitebox,0.007000000000000001,0.008366600265340756,0.9939949748743718,0.008215081463099898,47.27786498069763,0.8001359849439252,0.0,0.0,1.0,0.0,0.9713390313390313,0.03259422998098497,561.6,0.5477225575051635,199.8,0.44721359549995915,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVM,HopSkipJump_whitebox,0.088,0.018907670401189042,1.0,0.0,1.4924211502075195,0.03910389837151806,0.13622833483251068,0.022760788126634363,0.9031912922810544,0.018572867049628884,0.9399928774928774,0.029551796192599556,556.6,0.5477225575051765,182.4,3.781534080237808,200.0,0.0,0.0,0.0,0.23297557713903627,0.038149627506518236,0.0,0.0,0.09680870771894562,0.018572867049628863
