model,defense_attack,eval_attack,family,accuracy_mean,accuracy_std,adv_train_s_mean,adv_train_s_std,confidence_mean,confidence_std,epsilon_mean,epsilon_std,f1_mean,f1_std,fnr_mean,fnr_std,fpr_mean,fpr_std,iters_mean,iters_std,precision_mean,precision_std,ratio_mean,ratio_std,recall_mean,recall_std,retrain_s_mean,retrain_s_std
MLP,PGD,PGD_eps0.75_it25,PGD,0.6750266530834657,0.07418327252783193,440.98431303501127,18.161508888366665,,,0.75,0.0,0.7534014149043176,0.07683449550722644,0.3312956006085256,0.11441715424059194,0.30461,0.14457469003943949,25.0,0.0,0.8806193405378989,0.04725962728972477,0.4,0.10540925533894598,0.6687043993914744,0.11441715424059194,,
RF,FGSM,CW_c0.0_it10,CW,0.3697789570944585,0.12008232267646554,,,0.0,0.0,,,0.326093420655002,0.20467075705064844,0.7767207923251265,0.16373919869377213,0.15836,0.08292647613666244,10.0,0.0,0.7690328405325907,0.11082397087203143,0.4,0.10540925533894598,0.22327920767487347,0.16373919869377213,9.660800504684449,1.206359430957259
RF,FGSM,CW_c0.5_it10,CW,0.3531000497524225,0.0967757208406067,,,0.5,0.0,,,0.3041610702373213,0.1787302311957515,0.7979788257940327,0.13526517801527582,0.16029,0.08104623440426528,10.0,0.0,0.7577262350793972,0.11095527909041143,0.4,0.10540925533894598,0.20202117420596727,0.13526517801527585,9.660800504684449,1.206359430957259
RF,FGSM,Clean,Clean,0.9986851145490299,7.344829790545786e-05,,,,,0.0,0.0,0.9991382622319247,4.812463646597753e-05,0.00106802446521154,0.0001036975176700107,0.00211,0.00037252889522529354,0.0,0.0,0.9993446517024436,0.00011560355267300831,0.4,0.10540925533894598,0.9989319755347884,0.00010369751766996213,9.660800504684449,1.206359430957259
RF,FGSM,FGSM_eps0.15,FGSM,0.5581368902366795,0.16015504333616531,,,,,0.15,0.0,0.6032531185869947,0.20804117235521752,0.5064547176255083,0.220002834655708,0.23382,0.1093197633855227,1.0,0.0,0.8517358878636057,0.09057297479030428,0.4,0.10540925533894598,0.4935452823744916,0.220002834655708,9.660800504684449,1.206359430957259
RF,FGSM,FGSM_eps0.3,FGSM,0.9161150465540524,0.03025558724111439,,,,,0.3,0.0,0.9446483206445746,0.020444194918432367,0.059340556987177454,0.03885876067418082,0.16294,0.10887094500676783,1.0,0.0,0.9503588320756962,0.031320152999211634,0.4,0.10540925533894598,0.9406594430128224,0.038858760674180814,9.660800504684449,1.206359430957259
RF,FGSM,FGSM_eps0.5,FGSM,0.37745741429552937,0.20626698872756463,,,,,0.5,0.0,0.38516144329547275,0.2647998183583205,0.7041975845260642,0.2382582810408032,0.35953999999999997,0.17869309008589124,1.0,0.0,0.627923034884035,0.2684243550535496,0.4,0.10540925533894598,0.2958024154739358,0.23825828104080324,9.660800504684449,1.206359430957259
RF,FGSM,FGSM_eps0.75,FGSM,0.3645928593427942,0.18297321126925264,,,,,0.75,0.0,0.3851943265211895,0.24174340014479684,0.7001862833369554,0.2288221882249123,0.42676,0.19805599769313278,1.0,0.0,0.6238292222565572,0.22216509291221226,0.4,0.10540925533894598,0.29981371666304446,0.2288221882249123,9.660800504684449,1.206359430957259
RF,FGSM,PGD_eps0.15_it10,PGD,0.5429031723092231,0.10794567031711991,,,,,0.15,0.0,0.5894508867691758,0.1381368294862544,0.544192616970412,0.1580272319482842,0.17657,0.13450567976442068,10.0,0.0,0.8947605723388093,0.06584525636241798,0.4,0.10540925533894598,0.455807383029588,0.15802723194828422,9.660800504684449,1.206359430957259
RF,FGSM,PGD_eps0.15_it25,PGD,0.5041815726503825,0.10738089463441501,,,,,0.15,0.0,0.5385766674735806,0.15171771744904372,0.5936073768201434,0.16206336618170514,0.18085,0.12425010842830055,25.0,0.0,0.8873727315188162,0.06452256225099565,0.4,0.10540925533894598,0.4063926231798566,0.16206336618170505,9.660800504684449,1.206359430957259
RF,FGSM,PGD_eps0.3_it10,PGD,0.7847591745836195,0.1443581219424419,,,,,0.3,0.0,0.8323407824692808,0.13028460744690895,0.24086745940575613,0.18028875281273962,0.13269999999999998,0.11933013962206791,10.0,0.0,0.946620455455163,0.05390488431721237,0.4,0.10540925533894598,0.7591325405942438,0.18028875281273965,9.660800504684449,1.206359430957259
RF,FGSM,PGD_eps0.3_it25,PGD,0.7817835058873699,0.11668502945002182,,,,,0.3,0.0,0.8321415887962246,0.10489400526581333,0.24771647676115366,0.1549587899934208,0.1232,0.1094635911058,25.0,0.0,0.9530481772168405,0.04109007969631401,0.4,0.10540925533894598,0.7522835232388463,0.15495878999342086,9.660800504684449,1.206359430957259
RF,FGSM,PGD_eps0.5_it10,PGD,0.517503376057239,0.1335830819664982,,,,,0.5,0.0,0.5648067678794362,0.16145774476059335,0.5579123847371853,0.1823888182051608,0.23959000000000003,0.11370854018547204,10.0,0.0,0.8505639910745837,0.06807903901439075,0.4,0.10540925533894598,0.4420876152628147,0.18238881820516084,9.660800504684449,1.206359430957259
