accuracy,precision,recall,f1,fpr,fnr,model,attack,epsilon,asr,mean_l2,elapsed_s
0.5695230874931887,0.8169790020320614,0.5617063553665125,0.6657099753468007,0.4053,0.4382936446334875,LR,FGSM_direct,0.15,0.4222796086142766,0.5809300541877747,0.14357829093933105
0.5695230874931887,0.8169790020320614,0.5617063553665125,0.6657099753468007,0.4053,0.4382936446334875,LR,PGD_direct,0.15,0.4222796086142766,0.5809300541877747,1.3298001289367676
0.10924210476438674,0.2639095767983878,0.09351423515166568,0.13809545642107193,0.8401,0.9064857648483343,LR,FGSM_direct,0.3,0.8884834987798811,1.1618601083755493,0.14448261260986328
0.10924210476438674,0.2639095767983878,0.09351423515166568,0.13809545642107193,0.8401,0.9064857648483343,LR,PGD_direct,0.3,0.8884834987798811,1.1618601083755493,1.3194472789764404
0.10881565542893695,0.2645650091439519,0.09432146294513956,0.13906435960816627,0.8445,0.9056785370548605,LR,FGSM_direct,0.5,0.8910185031628326,1.9364335536956787,0.14770841598510742
0.10881565542893695,0.2645650091439519,0.09432146294513956,0.13906435960816627,0.8445,0.9056785370548605,LR,PGD_direct,0.5,0.8910185031628326,1.9364335536956787,1.3294084072113037
0.10163709161553224,0.2576812086233237,0.09425936849948773,0.13802823304766884,0.8746,0.9057406315005123,LR,FGSM_direct,0.75,0.8981970669762372,2.9046499729156494,0.1473836898803711
0.10163709161553224,0.2576812086233237,0.09425936849948773,0.13802823304766884,0.8746,0.9057406315005123,LR,PGD_direct,0.75,0.8981970669762372,2.9046499729156494,1.3146910667419434
0.7456940462934445,0.9038324118996578,0.7461268589524667,0.8174427701622504,0.2557,0.2538731410475333,SVM,FGSM_direct,0.15,0.22779502001942714,0.5809475183486938,0.1733686923980713
0.7456940462934445,0.9038324118996578,0.7461268589524667,0.8174427701622504,0.2557,0.2538731410475333,SVM,PGD_direct,0.15,0.22779502001942714,0.5809475183486938,1.5953574180603027
0.10121064228008245,0.25728813559322034,0.09425936849948773,0.13797177849985232,0.8764,0.9057406315005123,SVM,FGSM_direct,0.3,0.8965149612641854,1.1618950366973877,0.17276716232299805
0.10121064228008245,0.25728813559322034,0.09425936849948773,0.13797177849985232,0.8764,0.9057406315005123,SVM,PGD_direct,0.3,0.8965149612641854,1.1618950366973877,1.6059696674346924
0.0932976379445142,0.2508220979940809,0.09472507684187649,0.13751605706172673,0.9113,0.9052749231581235,SVM,FGSM_direct,0.5,0.9065128290175081,1.9364919662475586,0.17061710357666016
0.0932976379445142,0.2508220979940809,0.09472507684187649,0.13751605706172673,0.9113,0.9052749231581235,SVM,PGD_direct,0.5,0.9065128290175081,1.9364919662475586,1.6415088176727295
0.0926105806818451,0.25026650266502665,0.09475612406470241,0.1374650932348437,0.9143,0.9052438759352975,SVM,FGSM_direct,0.75,0.9072235779099245,2.9047374725341797,0.17613768577575684
0.0926105806818451,0.25026650266502665,0.09475612406470241,0.1374650932348437,0.9143,0.9052438759352975,SVM,PGD_direct,0.75,0.9072235779099245,2.9047374725341797,1.616748332977295
