model,attack,n,n_detected_clean,asr,fnr_under_attack,family,epsilon,iters,traffic_family,confidence
LR,FGSM_eps0.15,4079,4076,0.4690873405299313,0.4694778131895072,FGSM,0.15,1,backdoor,
LR,FGSM_eps0.15,3948,2939,0.0027220142905750254,0.25759878419452886,FGSM,0.15,1,ddos,
LR,FGSM_eps0.15,3883,3424,0.0,0.11614730878186968,FGSM,0.15,1,dos,
LR,FGSM_eps0.15,4147,3988,0.0022567703109327986,0.04051121292500603,FGSM,0.15,1,injection,
LR,FGSM_eps0.15,208,105,0.0,0.4951923076923077,FGSM,0.15,1,mitm,
LR,FGSM_eps0.15,10000,0,,,FGSM,0.15,1,normal,
LR,FGSM_eps0.15,3941,3906,0.14234511008704556,0.1499619385942654,FGSM,0.15,1,password,
LR,FGSM_eps0.15,3975,3378,0.24748371817643577,0.36050314465408806,FGSM,0.15,1,ransomware,
LR,FGSM_eps0.15,4053,3666,0.031642116748499725,0.12237848507278559,FGSM,0.15,1,scanning,
LR,FGSM_eps0.15,3975,3694,0.002165674066053059,0.07270440251572327,FGSM,0.15,1,xss,
SVM,FGSM_eps0.15,4079,4076,0.0,0.0007354743809757293,FGSM,0.15,1,backdoor,
SVM,FGSM_eps0.15,3948,2939,0.0,0.25557244174265453,FGSM,0.15,1,ddos,
SVM,FGSM_eps0.15,3883,3424,0.0,0.11614730878186968,FGSM,0.15,1,dos,
SVM,FGSM_eps0.15,4147,3988,0.0,0.03834096937545214,FGSM,0.15,1,injection,
SVM,FGSM_eps0.15,208,104,0.0,0.4951923076923077,FGSM,0.15,1,mitm,
SVM,FGSM_eps0.15,10000,0,,,FGSM,0.15,1,normal,
SVM,FGSM_eps0.15,3941,3906,0.0,0.008880994671403197,FGSM,0.15,1,password,
SVM,FGSM_eps0.15,3975,3371,0.0,0.1519496855345912,FGSM,0.15,1,ransomware,
SVM,FGSM_eps0.15,4053,3661,0.01857416006555586,0.11349617567234148,FGSM,0.15,1,scanning,
SVM,FGSM_eps0.15,3975,3687,0.0,0.07245283018867925,FGSM,0.15,1,xss,
RF,FGSM_eps0.15,4079,4078,0.9990191270230505,0.9990193674920324,FGSM,0.15,1,backdoor,
RF,FGSM_eps0.15,3948,3933,0.9575387744724129,0.954660587639311,FGSM,0.15,1,ddos,
RF,FGSM_eps0.15,3883,3877,0.9956151663657468,0.9940767447849601,FGSM,0.15,1,dos,
RF,FGSM_eps0.15,4147,4144,0.910472972972973,0.9100554617795997,FGSM,0.15,1,injection,
RF,FGSM_eps0.15,208,201,0.8308457711442786,0.8125,FGSM,0.15,1,mitm,
RF,FGSM_eps0.15,10000,0,,,FGSM,0.15,1,normal,
RF,FGSM_eps0.15,3941,3940,0.9606598984771574,0.9606698807409287,FGSM,0.15,1,password,
RF,FGSM_eps0.15,3975,3975,0.9826415094339622,0.9826415094339622,FGSM,0.15,1,ransomware,
RF,FGSM_eps0.15,4053,4053,0.45768566493955093,0.45768566493955093,FGSM,0.15,1,scanning,
RF,FGSM_eps0.15,3975,3972,0.716515609264854,0.7159748427672956,FGSM,0.15,1,xss,
MLP,FGSM_eps0.15,4079,4073,0.9965627301743187,0.9953419955871537,FGSM,0.15,1,backdoor,
MLP,FGSM_eps0.15,3948,2988,0.9923025435073628,0.7510131712259371,FGSM,0.15,1,ddos,
MLP,FGSM_eps0.15,3883,3826,0.9997386304234187,0.985063095544682,FGSM,0.15,1,dos,
MLP,FGSM_eps0.15,4147,4122,0.999757399320718,0.9937304075235109,FGSM,0.15,1,injection,
MLP,FGSM_eps0.15,208,173,0.9479768786127167,0.7884615384615384,FGSM,0.15,1,mitm,
MLP,FGSM_eps0.15,10000,0,,,FGSM,0.15,1,normal,
MLP,FGSM_eps0.15,3941,3931,0.9788857796998219,0.9769094138543517,FGSM,0.15,1,password,
MLP,FGSM_eps0.15,3975,3912,1.0,0.9851572327044025,FGSM,0.15,1,ransomware,
MLP,FGSM_eps0.15,4053,3982,0.8134103465595178,0.7991611152232914,FGSM,0.15,1,scanning,
