accuracy,precision,recall,f1,fpr,fnr,model,sigma,eval_attack,smooth_s_per_sample,n0,n,family,epsilon,iters,confidence
0.915,0.9708029197080292,0.910958904109589,0.9399293286219081,0.07407407407407407,0.08904109589041095,LR,0.1,Clean,0.000155564546585083,50,200,,,,
0.77,0.9545454545454546,0.7191780821917808,0.8203125,0.09259259259259259,0.2808219178082192,LR,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.595,0.8571428571428571,0.5342465753424658,0.6582278481012658,0.24074074074074073,0.4657534246575342,LR,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.505,0.7764705882352941,0.4520547945205479,0.5714285714285714,0.35185185185185186,0.547945205479452,LR,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.39,0.6224489795918368,0.4178082191780822,0.5,0.6851851851851852,0.5821917808219178,LR,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.82,0.9508196721311475,0.7945205479452054,0.8656716417910447,0.1111111111111111,0.2054794520547945,LR,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.82,0.9508196721311475,0.7945205479452054,0.8656716417910447,0.1111111111111111,0.2054794520547945,LR,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.705,0.8717948717948718,0.6986301369863014,0.7756653992395437,0.2777777777777778,0.3013698630136986,LR,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.735,0.8780487804878049,0.7397260273972602,0.8029739776951673,0.2777777777777778,0.2602739726027397,LR,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.53,0.7241379310344828,0.5753424657534246,0.6412213740458015,0.5925925925925926,0.4246575342465753,LR,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.515,0.7094017094017094,0.5684931506849316,0.6311787072243346,0.6296296296296297,0.4315068493150685,LR,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.46,0.6637931034482759,0.5273972602739726,0.5877862595419847,0.7222222222222222,0.4726027397260274,LR,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.385,0.5966386554621849,0.4863013698630137,0.5358490566037736,0.8888888888888888,0.5136986301369864,LR,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.915,0.9708029197080292,0.910958904109589,0.9399293286219081,0.07407407407407407,0.08904109589041095,LR,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.915,0.9708029197080292,0.910958904109589,0.9399293286219081,0.07407407407407407,0.08904109589041095,LR,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.92,0.9710144927536232,0.9178082191780822,0.9436619718309859,0.07407407407407407,0.0821917808219178,SVM,0.1,Clean,0.0001516449451446533,50,200,,,,
0.61,0.8695652173913043,0.547945205479452,0.6722689075630253,0.2222222222222222,0.4520547945205479,SVM,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.41,0.6590909090909091,0.3972602739726027,0.49572649572649574,0.5555555555555556,0.6027397260273972,SVM,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.27,0.5,0.3219178082191781,0.39166666666666666,0.8703703703703703,0.678082191780822,SVM,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.245,0.47474747474747475,0.3219178082191781,0.3836734693877551,0.9629629629629629,0.678082191780822,SVM,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.79,0.9262295081967213,0.773972602739726,0.8432835820895522,0.16666666666666666,0.22602739726027396,SVM,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.785,0.9401709401709402,0.7534246575342466,0.8365019011406845,0.12962962962962962,0.2465753424657534,SVM,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.495,0.6923076923076923,0.5547945205479452,0.6159695817490495,0.6666666666666666,0.4452054794520548,SVM,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.48,0.6842105263157895,0.5342465753424658,0.6,0.6666666666666666,0.4657534246575342,SVM,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.39,0.603448275862069,0.4794520547945205,0.5343511450381679,0.8518518518518519,0.5205479452054794,SVM,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
