accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,elapsed_s,n_samples,n_eligible,median_queries_success,query_budget_exhausted,numerical_stagnation
0.02,0.0,0.0,0.0,0.9259259259259259,1.0,RF,HopSkipJump_whitebox,0.98,45.93013334274292,200,200,562.0,0,0
0.08,0.1935483870967742,0.0821917808219178,0.11538461538461539,0.9259259259259259,0.9178082191780822,SVM,HopSkipJump_whitebox,1.0,1.4481887817382812,200,184,556.0,0,0
0.085,0.20634920634920634,0.08904109589041095,0.12440191387559808,0.9259259259259259,0.910958904109589,LR,HopSkipJump_whitebox,1.0,1.4393725395202637,200,183,556.0,0,0
