model,attack,accuracy_mean,accuracy_std,asr_mean,asr_std,elapsed_s_mean,elapsed_s_std,f1_mean,f1_std,fnr_mean,fnr_std,fpr_mean,fpr_std,median_queries_success_mean,median_queries_success_std,n_eligible_mean,n_eligible_std,n_samples_mean,n_samples_std,numerical_stagnation_mean,numerical_stagnation_std,precision_mean,precision_std,query_budget_exhausted_mean,query_budget_exhausted_std,recall_mean,recall_std
LR,HopSkipJump_whitebox,0.051000000000000004,0.0307001628660175,1.0,0.0,1.497265911102295,0.02841007427092575,0.0716952920743763,0.04534351946364264,0.9204331279666954,0.054955172110934314,0.9732418990337817,0.019623358634105345,556.4,0.5477225575051505,189.8,6.140032573203502,200.0,0.0,0.0,0.0,0.06640973382392236,0.040483426212957904,0.0,0.0,0.07956687203330454,0.05495517211093429
RF,HopSkipJump_whitebox,0.134,0.04021815510438041,0.8668140703517588,0.03881808474721332,44.18473062515259,1.6848150846479546,0.0024390243902439003,0.005453824335365336,0.997872340425532,0.004757591441488897,0.7426983552639437,0.07869645037834551,566.0,0.7071067811865476,199.8,0.44721359549995515,200.0,0.0,0.0,0.0,0.0028571428571428402,0.00638876564999936,0.0,0.0,0.00212765957446808,0.004757591441488902
SVM,HopSkipJump_whitebox,0.06899999999999999,0.02559296778413945,1.0,0.0,1.4705092906951904,0.018161137816427954,0.10959214701919391,0.05076414309039134,0.8753438889307855,0.06411480375871635,0.9785502544437785,0.014671760490967042,556.6,0.5477225575051635,186.2,5.118593556827889,200.0,0.0,0.0,0.0,0.09913718746842173,0.04287853827455584,0.0,0.0,0.12465611106921437,0.06411480375871635
