model,attack,family,accuracy_mean,accuracy_std,asr_mean,asr_std,confidence_mean,confidence_std,epsilon_mean,epsilon_std,f1_mean,f1_std,fnr_mean,fnr_std,fpr_mean,fpr_std,iters_mean,iters_std,precision_mean,precision_std,recall_mean,recall_std
MLP,PGD_eps0.5_it25,PGD,0.03721929593936698,0.03648307335907875,0.9626229567645485,0.036551599985427626,,,0.5,0.0,0.013478136625664341,0.004339905043536319,0.9855117985010835,0.005038341293900814,0.9437233333333335,0.06899852111941732,25.0,0.0,0.01262665687541018,0.0038117766513238293,0.01448820149891652,0.005038341293900759
MLP,PGD_eps0.75_it10,PGD,0.027437150394821502,0.024895763839793045,0.9724159814329619,0.024937971295004736,,,0.75,0.0,0.012169201629756122,0.005534962678602112,0.986772160706121,0.006267234275936127,0.96065,0.04885309753627591,10.0,0.0,0.01127769323929256,0.004947808721341071,0.01322783929387906,0.006267234275936145
MLP,PGD_eps0.75_it25,PGD,0.025444457539686098,0.023051372154705946,0.9744086742880972,0.0230768695049492,,,0.75,0.0,0.01206796242624876,0.005607548490759403,0.9868556547323222,0.006340470072306984,0.9642433333333333,0.04563815046403366,25.0,0.0,0.011162738732635059,0.005016885532532997,0.01314434526767784,0.00634047007230705
RF,CW_c0.0_it10,CW,0.6046780232631932,0.04656270990569487,0.39513521844374133,0.04657709833801483,0.0,0.0,,,0.24872775410784395,0.13007607178819272,0.8505615967238536,0.09348643325240776,0.01365666666666664,0.01384074399894907,10.0,0.0,0.8833790981128804,0.10683407800243502,0.1494384032761465,0.09348643325240778
RF,CW_c0.5_it10,CW,0.5991151645920783,0.05054289202232626,0.400696263927545,0.050551842305946365,0.5,0.0,,,0.23894076981237394,0.13718007193269513,0.8557342504423195,0.0976753312718922,0.019546666666666622,0.02284421091266281,10.0,0.0,0.8491806188516435,0.16897767680737355,0.1442657495576804,0.09767533127189218
RF,FGSM_eps0.15,FGSM,0.5216177257191553,0.029508287941746283,0.4782045819243357,0.029529464816340344,,,0.15,0.0,0.03200053912867456,0.020833474040369972,0.9822038447011113,0.012107200140357923,0.05598666666666664,0.06008154574317217,1.0,0.0,0.4106938000940913,0.3316090854932892,0.0177961552988887,0.012107200140357906
RF,FGSM_eps0.3,FGSM,0.4989129942068665,0.06860219939237087,0.5009147529985585,0.068631067445279,,,0.3,0.0,0.032555648075186586,0.024464109631184405,0.980522036459058,0.015512393582607233,0.09913666666666664,0.1342678999033069,1.0,0.0,0.4021724563577817,0.40770538511129656,0.01947796354094184,0.015512393582607208
RF,FGSM_eps0.5,FGSM,0.4991777195543185,0.05943059816424951,0.5006572804003517,0.05945990474603611,,,0.5,0.0,0.023222807426546123,0.022794802205682037,0.986068425342425,0.0148445617006323,0.09399999999999999,0.11648385796610047,1.0,0.0,0.23784601775177477,0.223581222246371,0.01393157465757508,0.014844561700632327
RF,FGSM_eps0.75,FGSM,0.5270391557799878,0.030007008545848195,0.4727831518635033,0.030009847865280465,,,0.75,0.0,0.026354182654168102,0.024357336313205157,0.9851301115241636,0.0150865464076454,0.04356666666666664,0.06636514521945987,1.0,0.0,0.3009816226594522,0.18113034298103745,0.01486988847583636,0.015086546407645405
RF,PGD_eps0.15_it10,PGD,0.5481374033344515,0.019057151129857165,0.45168309112172833,0.019085184286190486,,,0.15,0.0,0.0724301256400399,0.0456215013597647,0.9607538317794168,0.025004313737395856,0.025216666666666637,0.030881201581400772,10.0,0.0,0.6511964557231293,0.25953514746028233,0.03924616822058322,0.025004313737395874
RF,PGD_eps0.15_it25,PGD,0.5350969601914726,0.03474849328858524,0.4647235342647072,0.034782213563519584,,,0.15,0.0,0.047265469753257384,0.049433361095597525,0.974578056974733,0.026548706374993784,0.03759999999999998,0.05395946137817003,25.0,0.0,0.5601529214238408,0.4235686514329273,0.025421943025266864,0.026548706374993822
RF,PGD_eps0.3_it10,PGD,0.5367197628350997,0.02578073924322128,0.4631134239322593,0.02579215564136947,,,0.3,0.0,0.10332862666335234,0.05151200086856853,0.9396735781166132,0.03580494480382467,0.06387999999999996,0.06157983571483986,10.0,0.0,0.5328991193337826,0.25590367151241616,0.06032642188338664,0.035804944803824734
RF,PGD_eps0.3_it25,PGD,0.5078773922740089,0.05002523026115795,0.49194854174410485,0.0500442976923544,,,0.3,0.0,0.0446748581728254,0.038694120878574795,0.9753295032105441,0.021284520887828593,0.08700999999999996,0.08110584442566396,25.0,0.0,0.32151922306071207,0.3431283577295017,0.02467049678945584,0.021284520887828527
RF,PGD_eps0.5_it10,PGD,0.5439725120803605,0.07105304637463757,0.4558643010616212,0.07106320458963278,,,0.5,0.0,0.14523795160450687,0.1526923246468874,0.9093374152635032,0.10378574566233885,0.07597999999999996,0.08101030661451529,10.0,0.0,0.5140682940935724,0.33387186975298755,0.09066258473649678,0.10378574566233881
RF,PGD_eps0.5_it25,PGD,0.5127911298876731,0.07681330521308642,0.48704024369237464,0.07682723883063426,,,0.5,0.0,0.08179251352068313,0.10911032402401914,0.9493986442160509,0.06953733529748994,0.09971666666666663,0.1292367788208914,25.0,0.0,0.4026947867510047,0.3896231765356111,0.05060135578394922,0.06953733529748997
RF,PGD_eps0.75_it10,PGD,0.5169270101447829,0.0700357196594742,0.4829116161845099,0.07006153383605139,,,0.75,0.0,0.08383995078389647,0.03922721586342398,0.9523288869451128,0.02066693956896975,0.08965666666666663,0.12319844684717236,10.0,0.0,0.49136119802018213,0.3437637934385243,0.04767111305488736,0.020666939568969787
RF,PGD_eps0.75_it25,PGD,0.5283029473359745,0.019678407949104314,0.47153386580600704,0.01970897242375913,,,0.75,0.0,0.054886304964691504,0.027897096565126636,0.9696161262747749,0.016679954011756135,0.05424999999999998,0.0387562378491801,25.0,0.0,0.39516839428828804,0.23246237439053216,0.03038387372522512,0.016679954011756138
SVM,CW_c0.0_it10,CW,0.5771320816296928,0.3059807567700529,0.35539740532895747,0.3298821036503854,0.0,0.0,,,0.6059162353868702,0.27293986387621083,0.31606862413772535,0.29027978765138657,0.5124066666666667,0.34830933322423496,10.0,0.0,0.5504920320729545,0.2662611432844821,0.6839313758622746,0.2902797876513866
SVM,CW_c0.5_it10,CW,0.5642584517193548,0.3004833977054634,0.3683888924145308,0.3242986435557645,0.5,0.0,,,0.5956463341576613,0.27122374578319414,0.3181519988867463,0.2951424221690695,0.5343266666666666,0.3346164135992136,10.0,0.0,0.5348074431940988,0.26008224388159273,0.6818480011132537,0.2951424221690695
SVM,FGSM_eps0.15,FGSM,0.374872850239794,0.1965928835486979,0.5586901534863059,0.21847537936509434,,,0.15,0.0,0.30759848061295364,0.1599851257376465,0.7019899409577958,0.1612835935635661,0.5606866666666666,0.2644581395146603,1.0,0.0,0.3247165311590764,0.1632022686384248,0.29801005904220423,0.16128359356356609
