accuracy,precision,recall,f1,fpr,fnr,model,sigma,eval_attack,smooth_s_per_sample,n0,n,family,epsilon,iters,confidence,seed
0.095,0.104,0.1585365853658536,0.1256038647342995,0.9491525423728814,0.8414634146341463,LR,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.72,0.6140350877192983,0.8536585365853658,0.7142857142857143,0.3728813559322034,0.1463414634146341,LR,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.67,0.5769230769230769,0.7317073170731707,0.6451612903225806,0.3728813559322034,0.2682926829268293,LR,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.455,0.3608247422680412,0.4268292682926829,0.3910614525139664,0.5254237288135594,0.573170731707317,LR,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.41,0.330188679245283,0.4268292682926829,0.3723404255319149,0.6016949152542372,0.573170731707317,LR,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.235,0.2113821138211382,0.3170731707317073,0.2536585365853658,0.8220338983050848,0.6829268292682927,LR,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.23,0.2049180327868852,0.3048780487804878,0.2450980392156862,0.8220338983050848,0.6951219512195121,LR,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.095,0.1278195488721804,0.2073170731707317,0.1581395348837209,0.9830508474576272,0.7926829268292683,LR,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.12,0.1384615384615384,0.2195121951219512,0.1698113207547169,0.9491525423728814,0.7804878048780488,LR,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.78,0.6759259259259259,0.8902439024390244,0.7684210526315789,0.2966101694915254,0.1097560975609756,LR,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.78,0.6759259259259259,0.8902439024390244,0.7684210526315789,0.2966101694915254,0.1097560975609756,LR,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.945,0.9493670886075948,0.9146341463414634,0.9316770186335404,0.0338983050847457,0.0853658536585365,SVM,0.1,Clean,0.0001523375511169,50,200,,,,,7
0.605,0.5148514851485149,0.6341463414634146,0.5683060109289617,0.4152542372881356,0.3658536585365853,SVM,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.33,0.2636363636363636,0.3536585365853658,0.3020833333333333,0.6864406779661016,0.6463414634146342,SVM,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.04,0.0491803278688524,0.073170731707317,0.0588235294117647,0.9830508474576272,0.926829268292683,SVM,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.015,0.0168067226890756,0.024390243902439,0.0199004975124378,0.9915254237288136,0.975609756097561,SVM,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.58,0.49,0.5975609756097561,0.5384615384615384,0.4322033898305085,0.4024390243902439,SVM,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.585,0.495049504950495,0.6097560975609756,0.546448087431694,0.4322033898305085,0.3902439024390244,SVM,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.215,0.168141592920354,0.2317073170731707,0.1948717948717948,0.7966101694915254,0.7682926829268293,SVM,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.185,0.1415929203539823,0.1951219512195122,0.1641025641025641,0.8220338983050848,0.8048780487804879,SVM,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.055,0.0504201680672268,0.073170731707317,0.0597014925373134,0.9576271186440678,0.926829268292683,SVM,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.075,0.0521739130434782,0.073170731707317,0.0609137055837563,0.923728813559322,0.926829268292683,SVM,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.015,0.0168067226890756,0.024390243902439,0.0199004975124378,0.9915254237288136,0.975609756097561,SVM,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.035,0.048780487804878,0.073170731707317,0.0585365853658536,0.9915254237288136,0.926829268292683,SVM,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.775,0.6697247706422018,0.8902439024390244,0.7643979057591623,0.3050847457627119,0.1097560975609756,SVM,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.775,0.6697247706422018,0.8902439024390244,0.7643979057591623,0.3050847457627119,0.1097560975609756,SVM,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.615,1.0,0.0609756097560975,0.1149425287356321,0.0,0.9390243902439024,RF,0.1,Clean,0.0051992952823638,50,200,,,,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.565,0.0,0.0,0.0,0.0423728813559322,1.0,RF,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.56,0.0,0.0,0.0,0.0508474576271186,1.0,RF,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.595,0.6666666666666666,0.024390243902439,0.0470588235294117,0.0084745762711864,0.975609756097561,RF,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.595,0.6666666666666666,0.024390243902439,0.0470588235294117,0.0084745762711864,0.975609756097561,RF,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.585,0.0,0.0,0.0,0.0084745762711864,1.0,RF,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.595,1.0,0.0121951219512195,0.0240963855421686,0.0,0.9878048780487804,RF,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
1.0,1.0,1.0,1.0,0.0,0.0,MLP,0.1,Clean,0.002453875541687,50,200,,,,,7
0.25,0.0641025641025641,0.0609756097560975,0.0625,0.6186440677966102,0.9390243902439024,MLP,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.115,0.0476190476190476,0.0609756097560975,0.053475935828877,0.847457627118644,0.9390243902439024,MLP,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.13,0.0106382978723404,0.0121951219512195,0.0113636363636363,0.788135593220339,0.9878048780487804,MLP,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.115,0.0103092783505154,0.0121951219512195,0.0111731843575419,0.8135593220338984,0.9878048780487804,MLP,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.19,0.0555555555555555,0.0609756097560975,0.0581395348837209,0.7203389830508474,0.9390243902439024,MLP,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.23,0.0609756097560975,0.0609756097560975,0.0609756097560975,0.652542372881356,0.9390243902439024,MLP,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.35,0.2272727272727272,0.2439024390243902,0.2352941176470588,0.576271186440678,0.7560975609756098,MLP,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.155,0.0857142857142857,0.1097560975609756,0.0962566844919786,0.8135593220338984,0.8902439024390244,MLP,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.93,0.9146341463414634,0.9146341463414634,0.9146341463414634,0.059322033898305,0.0853658536585365,LR,0.25,Clean,0.0001530981063842,50,200,,,,,7
0.725,0.6363636363636364,0.7682926829268293,0.6961325966850829,0.3050847457627119,0.2317073170731707,LR,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.575,0.4848484848484848,0.5853658536585366,0.5303867403314917,0.4322033898305085,0.4146341463414634,LR,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.385,0.3277310924369748,0.4756097560975609,0.3880597014925373,0.6779661016949152,0.524390243902439,LR,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.105,0.112,0.1707317073170731,0.1352657004830917,0.940677966101695,0.8292682926829268,LR,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.69,0.5892857142857143,0.8048780487804879,0.6804123711340206,0.3898305084745763,0.1951219512195122,LR,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.66,0.5660377358490566,0.7317073170731707,0.6382978723404256,0.3898305084745763,0.2682926829268293,LR,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.48,0.3877551020408163,0.4634146341463415,0.4222222222222222,0.5084745762711864,0.5365853658536586,LR,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.43,0.3431372549019608,0.4268292682926829,0.3804347826086957,0.5677966101694916,0.573170731707317,LR,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.235,0.2113821138211382,0.3170731707317073,0.2536585365853658,0.8220338983050848,0.6829268292682927,LR,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.23,0.2049180327868852,0.3048780487804878,0.2450980392156862,0.8220338983050848,0.6951219512195121,LR,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.1,0.1343283582089552,0.2195121951219512,0.1666666666666666,0.9830508474576272,0.7804878048780488,LR,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.125,0.1395348837209302,0.2195121951219512,0.1706161137440758,0.940677966101695,0.7804878048780488,LR,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.785,0.6822429906542056,0.8902439024390244,0.7724867724867724,0.288135593220339,0.1097560975609756,LR,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.775,0.6697247706422018,0.8902439024390244,0.7643979057591623,0.3050847457627119,0.1097560975609756,LR,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.935,0.9367088607594936,0.902439024390244,0.9192546583850932,0.0423728813559322,0.0975609756097561,SVM,0.25,Clean,0.0001519882678985,50,200,,,,,7
0.635,0.5436893203883495,0.6829268292682927,0.6054054054054054,0.3983050847457627,0.3170731707317073,SVM,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.31,0.2307692307692307,0.2926829268292683,0.2580645161290322,0.6779661016949152,0.7073170731707317,SVM,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.045,0.0495867768595041,0.073170731707317,0.0591133004926108,0.9745762711864406,0.926829268292683,SVM,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.015,0.0085470085470085,0.0121951219512195,0.0100502512562814,0.9830508474576272,0.9878048780487804,SVM,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.595,0.5048543689320388,0.6341463414634146,0.5621621621621622,0.4322033898305085,0.3658536585365853,SVM,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.595,0.504950495049505,0.6219512195121951,0.5573770491803278,0.423728813559322,0.3780487804878049,SVM,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.225,0.1588785046728972,0.2073170731707317,0.1798941798941798,0.7627118644067796,0.7926829268292683,SVM,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.215,0.1559633027522936,0.2073170731707317,0.1780104712041884,0.7796610169491526,0.7926829268292683,SVM,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.06,0.0508474576271186,0.073170731707317,0.06,0.9491525423728814,0.926829268292683,SVM,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.08,0.0526315789473684,0.073170731707317,0.0612244897959183,0.9152542372881356,0.926829268292683,SVM,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.015,0.0168067226890756,0.024390243902439,0.0199004975124378,0.9915254237288136,0.975609756097561,SVM,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.035,0.048780487804878,0.073170731707317,0.0585365853658536,0.9915254237288136,0.926829268292683,SVM,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.755,0.6542056074766355,0.8536585365853658,0.7407407407407407,0.3135593220338983,0.1463414634146341,SVM,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.745,0.6396396396396397,0.8658536585365854,0.7357512953367875,0.3389830508474576,0.1341463414634146,SVM,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,Clean,0.0052176439762115,50,200,,,,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.585,0.0,0.0,0.0,0.0084745762711864,1.0,RF,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.96,1.0,0.902439024390244,0.9487179487179488,0.0,0.0975609756097561,MLP,0.25,Clean,0.0021870183944702,50,200,,,,,7
0.39,0.1,0.0609756097560975,0.0757575757575757,0.3813559322033898,0.9390243902439024,MLP,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.14,0.05,0.0609756097560975,0.0549450549450549,0.8050847457627118,0.9390243902439024,MLP,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.125,0.0105263157894736,0.0121951219512195,0.0112994350282485,0.7966101694915254,0.9878048780487804,MLP,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.115,0.0103092783505154,0.0121951219512195,0.0111731843575419,0.8135593220338984,0.9878048780487804,MLP,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.35,0.0862068965517241,0.0609756097560975,0.0714285714285714,0.4491525423728814,0.9390243902439024,MLP,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.33,0.0806451612903225,0.0609756097560975,0.0694444444444444,0.4830508474576271,0.9390243902439024,MLP,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.51,0.3709677419354839,0.2804878048780488,0.3194444444444444,0.3305084745762712,0.7195121951219512,MLP,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.38,0.2236842105263158,0.2073170731707317,0.2151898734177215,0.5,0.7926829268292683,MLP,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.935,0.9367088607594936,0.902439024390244,0.9192546583850932,0.0423728813559322,0.0975609756097561,LR,0.5,Clean,0.0001535391807556,50,200,,,,,7
0.73,0.6428571428571429,0.7682926829268293,0.7,0.2966101694915254,0.2317073170731707,LR,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.585,0.495049504950495,0.6097560975609756,0.546448087431694,0.4322033898305085,0.3902439024390244,LR,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.415,0.3451327433628318,0.4756097560975609,0.4,0.6271186440677966,0.524390243902439,LR,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.115,0.1259842519685039,0.1951219512195122,0.1531100478468899,0.940677966101695,0.8048780487804879,LR,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.715,0.6146788990825688,0.8170731707317073,0.7015706806282722,0.3559322033898305,0.1829268292682926,LR,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.67,0.5769230769230769,0.7317073170731707,0.6451612903225806,0.3728813559322034,0.2682926829268293,LR,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.455,0.3636363636363636,0.4390243902439024,0.3977900552486187,0.5338983050847458,0.5609756097560976,LR,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.405,0.3271028037383177,0.4268292682926829,0.3703703703703703,0.6101694915254238,0.573170731707317,LR,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.235,0.2113821138211382,0.3170731707317073,0.2536585365853658,0.8220338983050848,0.6829268292682927,LR,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.225,0.1983471074380165,0.2926829268292683,0.2364532019704433,0.8220338983050848,0.7073170731707317,LR,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.105,0.1407407407407407,0.2317073170731707,0.1751152073732718,0.9830508474576272,0.7682926829268293,LR,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.11,0.125,0.1951219512195122,0.1523809523809524,0.9491525423728814,0.8048780487804879,LR,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.795,0.6915887850467289,0.902439024390244,0.783068783068783,0.2796610169491525,0.0975609756097561,LR,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.79,0.6923076923076923,0.8780487804878049,0.7741935483870968,0.2711864406779661,0.1219512195121951,LR,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.915,0.8823529411764706,0.9146341463414634,0.8982035928143712,0.0847457627118644,0.0853658536585365,SVM,0.5,Clean,0.0001535618305206,50,200,,,,,7
0.615,0.5263157894736842,0.6097560975609756,0.5649717514124294,0.3813559322033898,0.3902439024390244,SVM,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.35,0.2777777777777778,0.3658536585365853,0.3157894736842105,0.6610169491525424,0.6341463414634146,SVM,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.04,0.0491803278688524,0.073170731707317,0.0588235294117647,0.9830508474576272,0.926829268292683,SVM,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,SVM,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.57,0.4795918367346938,0.573170731707317,0.5222222222222223,0.4322033898305085,0.4268292682926829,SVM,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.565,0.4761904761904761,0.6097560975609756,0.5347593582887701,0.4661016949152542,0.3902439024390244,SVM,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.225,0.1826086956521739,0.2560975609756097,0.2131979695431472,0.7966101694915254,0.7439024390243902,SVM,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.22,0.1696428571428571,0.2317073170731707,0.1958762886597938,0.788135593220339,0.7682926829268293,SVM,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.095,0.054054054054054,0.073170731707317,0.0621761658031088,0.8898305084745762,0.926829268292683,SVM,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.085,0.0530973451327433,0.073170731707317,0.0615384615384615,0.9067796610169492,0.926829268292683,SVM,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.02,0.025,0.0365853658536585,0.0297029702970297,0.9915254237288136,0.9634146341463414,SVM,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.035,0.048780487804878,0.073170731707317,0.0585365853658536,0.9915254237288136,0.926829268292683,SVM,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.74,0.6415094339622641,0.8292682926829268,0.723404255319149,0.3220338983050847,0.1707317073170731,SVM,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.69,0.5862068965517241,0.8292682926829268,0.6868686868686869,0.4067796610169492,0.1707317073170731,SVM,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,Clean,0.0052661085128784,50,200,,,,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0,7
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5,7
0.855,0.9818181818181818,0.6585365853658537,0.7883211678832117,0.0084745762711864,0.3414634146341463,MLP,0.5,Clean,0.0025311934947967,50,200,,,,,7
0.385,0.1403508771929824,0.0975609756097561,0.1151079136690647,0.4152542372881356,0.902439024390244,MLP,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,,7
0.18,0.0543478260869565,0.0609756097560975,0.057471264367816,0.7372881355932204,0.9390243902439024,MLP,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,,7
0.09,0.0098039215686274,0.0121951219512195,0.0108695652173913,0.8559322033898306,0.9878048780487804,MLP,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,,7
0.04,0.0089285714285714,0.0121951219512195,0.0103092783505154,0.940677966101695,0.9878048780487804,MLP,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,,7
0.37,0.1333333333333333,0.0975609756097561,0.1126760563380281,0.4406779661016949,0.902439024390244,MLP,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,,7
0.345,0.1343283582089552,0.1097560975609756,0.1208053691275167,0.4915254237288136,0.8902439024390244,MLP,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,,7
0.085,0.019047619047619,0.024390243902439,0.0213903743315508,0.8728813559322034,0.975609756097561,MLP,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,,7
0.055,0.0091743119266055,0.0121951219512195,0.0104712041884816,0.9152542372881356,0.9878048780487804,MLP,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,,7
0.01,0.0084745762711864,0.0121951219512195,0.01,0.9915254237288136,0.9878048780487804,MLP,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,,7
