model,defense_attack,eval_attack,family,accuracy_mean,accuracy_std,adv_train_s_mean,adv_train_s_std,confidence_mean,confidence_std,epsilon_mean,epsilon_std,f1_mean,f1_std,fnr_mean,fnr_std,fpr_mean,fpr_std,iters_mean,iters_std,precision_mean,precision_std,ratio_mean,ratio_std,recall_mean,recall_std,retrain_s_mean,retrain_s_std
LR,FGSM,CW_c0.0_it10,CW,0.9012356871526613,0.02493431253195667,,,0.0,0.0,,,0.8887006548313192,0.028827601906548327,0.13183110351271293,0.04777845169996603,0.07104166666666663,0.024735733199434007,10.0,0.0,0.9116969500727107,0.02729527265977602,0.4,0.10540925533894598,0.8681688964872871,0.04777845169996604,0.7118978023529052,0.3564947536006187
LR,FGSM,CW_c0.5_it10,CW,0.8989710162008286,0.025988850795018302,,,0.5,0.0,,,0.8864206325430691,0.02978822976462118,0.13235393515297295,0.047607700662986724,0.07476666666666663,0.026638169959016193,10.0,0.0,0.9074738969375851,0.029461426895986475,0.4,0.10540925533894598,0.867646064847027,0.0476077006629867,0.7118978023529052,0.3564947536006187
LR,FGSM,Clean,Clean,0.9291261343753117,0.02578012953233642,,,,,0.0,0.0,0.9180867376999864,0.030510143880566706,0.12094904876448717,0.05337823031814408,0.02889166666666663,0.009750850706793372,0.0,0.0,0.9622119081543543,0.012728342665792208,0.4,0.10540925533894598,0.8790509512355129,0.05337823031814415,0.7118978023529052,0.3564947536006187
LR,FGSM,FGSM_eps0.15,FGSM,0.8524709210084949,0.03582278828205157,,,,,0.15,0.0,0.835756713118568,0.03938702867644535,0.17838101107289822,0.043596652380920586,0.1216633333333333,0.05310384294759156,1.0,0.0,0.8527353414190111,0.05642404771107465,0.4,0.10540925533894598,0.8216189889271017,0.0435966523809206,0.7118978023529052,0.3564947536006187
LR,FGSM,FGSM_eps0.3,FGSM,0.7499170466805073,0.10700924597241647,,,,,0.3,0.0,0.7150306593865586,0.14649989969962532,0.2850903524640677,0.17753490224666985,0.2207333333333333,0.08101556320535878,1.0,0.0,0.7236905419368901,0.11630915708326953,0.4,0.10540925533894598,0.7149096475359322,0.1775349022466699,0.7118978023529052,0.3564947536006187
LR,FGSM,FGSM_eps0.5,FGSM,0.6525144375039663,0.13861452686285644,,,,,0.5,0.0,0.5905499862819419,0.19107242184098633,0.42675387153847677,0.20995987073293373,0.2810283333333333,0.10094802172160769,1.0,0.0,0.6159040874016828,0.17678906233665667,0.4,0.10540925533894598,0.5732461284615231,0.20995987073293373,0.7118978023529052,0.3564947536006187
LR,FGSM,FGSM_eps0.75,FGSM,0.5548516359482516,0.144061636111119,,,,,0.75,0.0,0.47353004935091764,0.19525087569019917,0.542653519670795,0.2126758696752354,0.3634016666666667,0.1328220945219954,1.0,0.0,0.5020410897478829,0.18825756563390342,0.4,0.10540925533894598,0.457346480329205,0.2126758696752354,0.7118978023529052,0.3564947536006187
LR,FGSM,PGD_eps0.15_it10,PGD,0.8511282558044659,0.0355099373516513,,,,,0.15,0.0,0.8397816206412327,0.032373955240131924,0.15057153648887736,0.007668769315073699,0.14744666666666664,0.06101640530258549,10.0,0.0,0.8318834587959933,0.057371415602304986,0.4,0.10540925533894598,0.8494284635111227,0.007668769315073692,0.7118978023529052,0.3564947536006187
LR,FGSM,PGD_eps0.15_it25,PGD,0.8599385329501464,0.04622358353069931,,,,,0.15,0.0,0.8497510876816061,0.04287076366841424,0.13909905969822872,0.03552376711986619,0.1408683333333333,0.07460580582197124,25.0,0.0,0.8414052830059363,0.06691264431006279,0.4,0.10540925533894598,0.8609009403017712,0.03552376711986621,0.7118978023529052,0.3564947536006187
LR,FGSM,PGD_eps0.3_it10,PGD,0.7864845017814565,0.07771563574379355,,,,,0.3,0.0,0.778047422220829,0.07826640538840746,0.18489155716358863,0.0790519827830041,0.2375133333333333,0.10375501112396132,10.0,0.0,0.7478483438598855,0.09426139704164982,0.4,0.10540925533894598,0.8151084428364113,0.07905198278300411,0.7118978023529052,0.3564947536006187
