model,accuracy_mean,accuracy_std,f1_mean,f1_std,fnr_mean,fnr_std,fpr_mean,fpr_std,precision_mean,precision_std,recall_mean,recall_std
LR,0.9422191599503188,0.028845283260051962,0.9339414317065533,0.03402606588757316,0.09383535773214317,0.05721705949091445,0.02755333333333328,0.005821289948685483,0.9646603045827982,0.008930626849513356,0.9061646422678568,0.05721705949091438
MLP,0.9979148345919875,0.0005528734880643032,0.9977127998755682,0.0006059525058474381,0.0027791583006977197,0.0005703727838237791,0.0015033333333333,0.0006983512328652638,0.998205471322241,0.0008324401479024148,0.9972208416993021,0.0005703727838238195
RF,0.9997715383987742,3.972494365555613e-05,0.9997494828228373,4.356756216009768e-05,0.0003856628829294,8.026014050130684e-05,9.666666666665333e-05,1.3944333775544024e-05,0.9998846674172187,1.6637512860165333e-05,0.9996143371170705,8.026014050133208e-05
SVM,0.9321396516867175,0.02550197386015085,0.9211374687393417,0.030495856523022228,0.12238633878695104,0.055724515245092546,0.02214666666666662,0.0010733126291999136,0.970690761344519,0.0023014203139607925,0.877613661213049,0.055724515245092573
