attack,epsilon,adv_accuracy,asr
PGD_nonadaptive,0.15,0.9090073529411765,0.01685049019607843
PGD_adaptive,0.15,0.9090073529411765,0.025122549019607844
PGD_nonadaptive,0.3,0.8746936274509803,0.053002450980392156
PGD_adaptive,0.3,0.8541666666666666,0.08915441176470588
PGD_nonadaptive,0.5,0.7598039215686274,0.17493872549019607
PGD_adaptive,0.5,0.7261029411764706,0.22947303921568626
