accuracy,precision,recall,f1,fpr,fnr,surrogate,hidden,epochs,surrogate_clean_acc,surrogate_train_s,target,epsilon,asr
0.8127176668483025,0.9325786700840096,0.8133751435934056,0.8689076466393593,0.1894,0.18662485640659443,submitted,"[32, 12]",12,0.9654812954583146,66.40821409225464,LR,0.3,0.11014238669478073
0.7905186097751664,0.8716244155348453,0.8507870470986371,0.8610796882855707,0.4036,0.14921295290136297,submitted,"[32, 12]",12,0.9654812954583146,66.40821409225464,SVM,0.3,0.12921414864128503
0.460067758061077,0.8277998190297209,0.3692446210686454,0.5106922019924425,0.2474,0.6307553789313546,submitted,"[32, 12]",12,0.9654812954583146,66.40821409225464,RF,0.3,0.5392214930465067
0.6559501528110119,0.8470897601946701,0.670092210251793,0.7482665372347802,0.3896,0.329907789748207,submitted,"[32, 12]",12,0.9654812954583146,66.40821409225464,LR,0.5,0.2751545878841005
0.7229737733658699,0.7972127252709046,0.8542643360551399,0.8247530836443205,0.6999,0.14573566394486012,submitted,"[32, 12]",12,0.9654812954583146,66.40821409225464,SVM,0.5,0.20914970740837263
0.3827382785661826,0.7961127682093717,0.2568847216616474,0.38843246795925074,0.2119,0.7431152783383527,submitted,"[32, 12]",12,0.9654812954583146,66.40821409225464,RF,0.5,0.6164798976521595
0.8056338695538866,0.9505950369786388,0.7861467291750753,0.860585256432043,0.1316,0.21385327082492472,longer,"[32, 12]",50,0.9670212513918832,291.9189748764038,LR,0.3,0.12035347911582837
0.8907105119761188,0.9299513897544559,0.9265733180167034,0.9282592805710642,0.2248,0.07342668198329659,longer,"[32, 12]",50,0.9670212513918832,291.9189748764038,SVM,0.3,0.03665095121893435
0.1958350114904404,0.3750360334390314,0.08078487379303921,0.1329348353641403,0.4336,0.9192151262069608,longer,"[32, 12]",50,0.9670212513918832,291.9189748764038,RF,0.3,0.8035963893956265
0.7153450685872681,0.8692043293842329,0.738023533794902,0.7982604899508035,0.3577,0.26197646620509796,longer,"[32, 12]",50,0.9670212513918832,291.9189748764038,LR,0.5,0.22412281740860954
0.8695775782416072,0.9048268752652963,0.9265422707938775,0.9155558282585019,0.3139,0.07345772920612251,longer,"[32, 12]",50,0.9670212513918832,291.9189748764038,SVM,0.5,0.06756852803904381
0.27195621786822716,0.5806521976224234,0.1652954143251886,0.2573348156024941,0.3845,0.8347045856748114,longer,"[32, 12]",50,0.9670212513918832,291.9189748764038,RF,0.5,0.7274751830178398
