accuracy,precision,recall,f1,fpr,fnr,model,attack,epsilon,asr,mean_l2,elapsed_s
0.03490385574281751,0.03512054576765134,0.0421644832316164,0.03832151407019287,0.9711833333333333,0.9578355167683836,LR,FGSM_direct,0.15,0.9648604299067115,0.7474620938301086,0.3891634941101074
0.03490385574281751,0.03512054576765134,0.0421644832316164,0.03832151407019287,0.9711833333333333,0.9578355167683836,LR,PGD_direct,0.15,0.9648604299067115,0.7475001811981201,3.5726726055145264
0.02839451329519596,0.028723439520005303,0.034451225573027454,0.03132767519003588,0.9766833333333333,0.9655487744269725,LR,FGSM_direct,0.3,0.9716054867048041,1.494920253753662,0.4023165702819824
0.02833105173929993,0.028610738143783048,0.034312068862692086,0.03120310946397903,0.9766833333333333,0.9656879311373079,LR,PGD_direct,0.3,0.9716689482607,1.494996428489685,3.57716703414917
0.027823359292131675,0.028693478152888387,0.034451225573027454,0.03130984643179765,0.9777333333333333,0.9655487744269725,LR,FGSM_direct,0.5,0.9721766407078684,2.4915239810943604,0.3954939842224121
0.02775989773623564,0.028580890875972844,0.034312068862692086,0.031185350473833032,0.9777333333333333,0.9656879311373079,LR,PGD_direct,0.5,0.9722401022637643,2.4916508197784424,3.579502582550049
0.027741765863122488,0.028689203059298746,0.034451225573027454,0.03130730112276328,0.9778833333333333,0.9655487744269725,LR,FGSM_direct,0.75,0.9722582341368775,3.7372658252716064,0.3967001438140869
0.027678304307226457,0.028576632063444758,0.034312068862692086,0.03118281512529132,0.9778833333333333,0.9656879311373079,LR,PGD_direct,0.75,0.9723216956927735,3.7374560832977295,3.5786643028259277
0.02911978821972204,0.02722368377235339,0.032503031628332305,0.02963003234838394,0.9737166666666667,0.9674969683716677,SVM,FGSM_direct,0.15,0.970880211780278,0.7499992251396179,0.45673155784606934
0.02911978821972204,0.02722368377235339,0.032503031628332305,0.02963003234838394,0.9737166666666667,0.9674969683716677,SVM,PGD_direct,0.15,0.970880211780278,0.7499992251396179,4.26016902923584
0.027161545923501628,0.027110432705070346,0.032483152098284396,0.029554600949581733,0.9773,0.9675168479017155,SVM,FGSM_direct,0.3,0.9728384540764984,1.4999974966049194,0.47031450271606445
0.027161545923501628,0.027110432705070346,0.032483152098284396,0.029554600949581733,0.9773,0.9675168479017155,SVM,PGD_direct,0.3,0.9728384540764984,1.4999974966049194,4.253421306610107
0.02708901843104902,0.027059760427381625,0.03242351350814067,0.02949980556535265,0.9773833333333334,0.9675764864918593,SVM,FGSM_direct,0.5,0.972910981568951,2.499993085861206,0.469757080078125
0.02708901843104902,0.027059760427381625,0.03242351350814067,0.02949980556535265,0.9773833333333334,0.9675764864918593,SVM,PGD_direct,0.5,0.972910981568951,2.499993085861206,4.2691967487335205
0.02698022719237011,0.027038683564461548,0.03240363397809276,0.029479052691546024,0.9775666666666667,0.9675963660219072,SVM,FGSM_direct,0.75,0.9730197728076299,3.749983787536621,0.46511340141296387
0.02698022719237011,0.027038683564461548,0.03240363397809276,0.029479052691546024,0.9775666666666667,0.9675963660219072,SVM,PGD_direct,0.75,0.9730197728076299,3.749983787536621,4.275967359542847
