model,attack,n,n_detected_clean,asr,fnr_under_attack,family,epsilon,iters,traffic_family,confidence
LR,FGSM_eps0.15,60000,0,,,FGSM,0.15,1,Benign,
LR,FGSM_eps0.15,5986,5986,0.999164717674574,0.999164717674574,FGSM,0.15,1,Botnet Ares,
LR,FGSM_eps0.15,52,52,0.0,0.0,FGSM,0.15,1,Botnet Ares - Attempted,
LR,FGSM_eps0.15,5940,5940,1.0,1.0,FGSM,0.15,1,DDoS-HOIC,
LR,FGSM_eps0.15,5944,5944,0.9998317631224765,0.9998317631224765,FGSM,0.15,1,DDoS-LOIC-HTTP,
LR,FGSM_eps0.15,485,482,0.016597510373443983,0.02268041237113402,FGSM,0.15,1,DDoS-LOIC-UDP,
LR,FGSM_eps0.15,67,0,,0.7910447761194029,FGSM,0.15,1,DDoS-LOIC-UDP - Attempted,
LR,FGSM_eps0.15,4542,4542,0.9991193306913254,0.9991193306913254,FGSM,0.15,1,DoS GoldenEye,
LR,FGSM_eps0.15,851,851,1.0,1.0,FGSM,0.15,1,DoS GoldenEye - Attempted,
LR,FGSM_eps0.15,6058,6052,1.0,1.0,FGSM,0.15,1,DoS Hulk,
LR,FGSM_eps0.15,20,20,1.0,1.0,FGSM,0.15,1,DoS Hulk - Attempted,
LR,FGSM_eps0.15,1707,1656,1.0,1.0,FGSM,0.15,1,DoS Slowloris,
LR,FGSM_eps0.15,475,475,1.0,1.0,FGSM,0.15,1,DoS Slowloris - Attempted,
LR,FGSM_eps0.15,5992,5992,1.0,1.0,FGSM,0.15,1,FTP-BruteForce - Attempted,
LR,FGSM_eps0.15,41,40,0.675,0.6829268292682927,FGSM,0.15,1,Infiltration - Communication Victim Attacker,
LR,FGSM_eps0.15,19,9,0.4444444444444444,0.3157894736842105,FGSM,0.15,1,Infiltration - Dropbox Download,
LR,FGSM_eps0.15,7,0,,0.14285714285714285,FGSM,0.15,1,Infiltration - Dropbox Download - Attempted,
LR,FGSM_eps0.15,6048,4996,0.8474779823859088,0.871031746031746,FGSM,0.15,1,Infiltration - NMAP Portscan,
LR,FGSM_eps0.15,5985,5985,1.0,1.0,FGSM,0.15,1,SSH-BruteForce,
LR,FGSM_eps0.15,24,24,0.0,0.0,FGSM,0.15,1,Web Attack - Brute Force,
LR,FGSM_eps0.15,30,0,,0.9666666666666667,FGSM,0.15,1,Web Attack - Brute Force - Attempted,
LR,FGSM_eps0.15,8,3,1.0,0.5,FGSM,0.15,1,Web Attack - SQL,
LR,FGSM_eps0.15,3,0,,0.3333333333333333,FGSM,0.15,1,Web Attack - SQL - Attempted,
LR,FGSM_eps0.15,18,0,,1.0,FGSM,0.15,1,Web Attack - XSS,
LR,FGSM_eps0.15,1,0,,0.0,FGSM,0.15,1,Web Attack - XSS - Attempted,
SVM,FGSM_eps0.15,60000,0,,,FGSM,0.15,1,Benign,
SVM,FGSM_eps0.15,5986,5983,1.0,1.0,FGSM,0.15,1,Botnet Ares,
SVM,FGSM_eps0.15,52,52,1.0,1.0,FGSM,0.15,1,Botnet Ares - Attempted,
SVM,FGSM_eps0.15,5940,5940,1.0,1.0,FGSM,0.15,1,DDoS-HOIC,
SVM,FGSM_eps0.15,5944,5944,0.9998317631224765,0.9998317631224765,FGSM,0.15,1,DDoS-LOIC-HTTP,
SVM,FGSM_eps0.15,485,484,0.01652892561983471,0.018556701030927835,FGSM,0.15,1,DDoS-LOIC-UDP,
SVM,FGSM_eps0.15,67,0,,0.7761194029850746,FGSM,0.15,1,DDoS-LOIC-UDP - Attempted,
SVM,FGSM_eps0.15,4542,4542,0.9988991633641567,0.9988991633641567,FGSM,0.15,1,DoS GoldenEye,
SVM,FGSM_eps0.15,851,851,1.0,1.0,FGSM,0.15,1,DoS GoldenEye - Attempted,
SVM,FGSM_eps0.15,6058,6052,1.0,1.0,FGSM,0.15,1,DoS Hulk,
SVM,FGSM_eps0.15,20,20,1.0,1.0,FGSM,0.15,1,DoS Hulk - Attempted,
SVM,FGSM_eps0.15,1707,1656,1.0,1.0,FGSM,0.15,1,DoS Slowloris,
SVM,FGSM_eps0.15,475,475,1.0,1.0,FGSM,0.15,1,DoS Slowloris - Attempted,
SVM,FGSM_eps0.15,5992,5992,1.0,1.0,FGSM,0.15,1,FTP-BruteForce - Attempted,
SVM,FGSM_eps0.15,41,39,0.9230769230769231,0.926829268292683,FGSM,0.15,1,Infiltration - Communication Victim Attacker,
SVM,FGSM_eps0.15,19,4,0.5,0.2631578947368421,FGSM,0.15,1,Infiltration - Dropbox Download,
SVM,FGSM_eps0.15,7,0,,0.14285714285714285,FGSM,0.15,1,Infiltration - Dropbox Download - Attempted,
SVM,FGSM_eps0.15,6048,5078,0.886569515557306,0.8961640211640212,FGSM,0.15,1,Infiltration - NMAP Portscan,
SVM,FGSM_eps0.15,5985,5985,0.030576441102756893,0.030576441102756893,FGSM,0.15,1,SSH-BruteForce,
SVM,FGSM_eps0.15,24,24,0.0,0.0,FGSM,0.15,1,Web Attack - Brute Force,
