accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,train_s,family,epsilon,iters,confidence,n_samples,n_eligible,mean_l2,median_queries_success,query_budget_exhausted,numerical_stagnation,elapsed_s
0.9997824175226422,0.9999403400616486,0.9995825298689939,0.9997614029506502,5e-05,0.000417470131006103,XGB,clean,0.0,1.854119062423706,,,,,,,,,,,
0.4526168825870557,0.08135959444859968,0.019462059916903564,0.03141042094455852,0.18423333333333333,0.9805379400830965,XGB,FGSM_eps0.15,0.5472471283645957,1.854119062423706,FGSM,0.15,1.0,,,,,,,,
0.28147013227201434,0.009221276740007459,0.005407232173031429,0.006817042606516291,0.4870833333333333,0.9945927678269686,XGB,FGSM_eps0.3,0.7184029446161936,1.854119062423706,FGSM,0.3,1.0,,,,,,,,
0.21595060877763977,0.007808673885835555,0.0057054251237500745,0.006593381347852556,0.6077833333333333,0.99429457487625,XGB,FGSM_eps0.5,0.7839587318567944,1.854119062423706,FGSM,0.5,1.0,,,,,,,,
0.13543602621868853,0.0060075862220175845,0.005446991233127249,0.005713570773208775,0.7555833333333334,0.9945530087668728,XGB,FGSM_eps0.75,0.8644914462888589,1.854119062423706,FGSM,0.75,1.0,,,,,,,,
0.3493014695883158,0.012488079560419599,0.005466870763175159,0.007604667883413528,0.36243333333333333,0.9945331292368248,XGB,PGD_eps0.15_it10,0.6505897391730052,1.854119062423706,PGD,0.15,10.0,,,,,,,,
0.3292022882423869,0.018027183201757956,0.008806631811223983,0.011832739025334882,0.40218333333333334,0.991193368188776,XGB,PGD_eps0.15_it25,0.6706979864554908,1.854119062423706,PGD,0.15,25.0,,,,,,,,
0.25429952041195614,0.043623585875899894,0.03035604238315806,0.035800110190254024,0.55795,0.969643957616842,XGB,PGD_eps0.3_it10,0.7456188861590347,1.854119062423706,PGD,0.3,10.0,,,,,,,,
0.3154039328032782,0.0528238966936285,0.029600620241337496,0.0379406556165675,0.44498333333333334,0.9703993797586625,XGB,PGD_eps0.3_it25,0.6845144737677126,1.854119062423706,PGD,0.3,25.0,,,,,,,,
0.32263855017542586,0.15270585557389177,0.10669343776713118,0.12561879015553137,0.4963166666666667,0.8933065622328689,XGB,PGD_eps0.5_it10,0.6772889223321216,1.854119062423706,PGD,0.5,10.0,,,,,,,,
0.3479415791048294,0.032963234976454835,0.015168081426555076,0.020776038121170865,0.37306666666666666,0.9848319185734449,XGB,PGD_eps0.5_it25,0.651985893402718,1.854119062423706,PGD,0.5,25.0,,,,,,,,
0.2959846966990925,0.02893359052080463,0.01669880524024412,0.021176025713745508,0.46986666666666665,0.9833011947597559,XGB,PGD_eps0.75_it10,0.7039518417450115,1.854119062423706,PGD,0.75,10.0,,,,,,,,
0.3078882713978768,0.028090905795788178,0.015406635787129992,0.019899347814923227,0.4469,0.98459336421287,XGB,PGD_eps0.75_it25,0.6920573329827838,1.854119062423706,PGD,0.75,25.0,,,,,,,,
0.5503658105400578,0.5278324541374695,0.13327236944118642,0.2128118849596851,0.09995,0.8667276305588136,XGB,CW_c0.0_it10,0.44948913447503697,1.854119062423706,CW,,10.0,0.0,,,,,,,
0.5326872342547346,0.45490822027134875,0.12464465340039362,0.1956745623069001,0.12521666666666667,0.8753553465996063,XGB,CW_c0.5_it10,0.46718584263347324,1.854119062423706,CW,,10.0,0.5,,,,,,,
0.09,0.15254237288135594,0.18,0.1651376146788991,1.0,0.82,XGB,HopSkipJump_direct,0.91,,,,,,100.0,100.0,0.6860396862030029,563.0,0.0,10.0,4.4392170906066895
0.9998096153323119,0.999880701475325,0.9997018070492814,0.9997912462598288,0.0001,0.000298192950718645,LGBM,clean,0.0,1.2512998580932617,,,,,,,,,,,
0.42624407314397617,0.0819703799098519,0.02530664175098901,0.038673613537283734,0.23761666666666667,0.974693358249011,LGBM,FGSM_eps0.15,0.5736471356173449,1.2512998580932617,FGSM,0.15,1.0,,,,,,,,
0.417994070877492,0.07138450148075025,0.023000616265431484,0.034791237539655094,0.25085,0.9769993837345685,LGBM,FGSM_eps0.3,0.5818971378838291,1.2512998580932617,FGSM,0.3,1.0,,,,,,,,
0.24760885923320308,0.010570761214589447,0.007017474106912113,0.008435188835920045,0.5506833333333333,0.9929825258930879,LGBM,FGSM_eps0.5,0.7522914154646746,1.2512998580932617,FGSM,0.5,1.0,,,,,,,,
0.1782000489560574,0.0064591896652965355,0.005248195932648152,0.005791061146147519,0.6768,0.9947518040673519,LGBM,FGSM_eps0.75,0.8217002257418202,1.2512998580932617,FGSM,0.75,1.0,,,,,,,,
0.4308133051684904,0.258364312267658,0.13263622447965331,0.17528603517805771,0.3192,0.8673637755203467,LGBM,PGD_eps0.15_it10,0.5690779035928306,1.2512998580932617,PGD,0.15,10.0,,,,,,,,
0.37204790440876495,0.027509219575401176,0.010973500586446137,0.015688726569938468,0.3252333333333333,0.9890264994135539,LGBM,PGD_eps0.15_it25,0.6278433043525561,1.2512998580932617,PGD,0.15,25.0,,,,,,,,
0.32163223121764595,0.06987757392921037,0.03960002385543606,0.05055196041111534,0.4419166666666667,0.960399976144564,LGBM,PGD_eps0.3_it10,0.6782771094167883,1.2512998580932617,PGD,0.3,10.0,,,,,,,,
0.28370035266493204,0.03241359090464866,0.019780132397670118,0.024567901234567903,0.4950333333333333,0.9802198676023299,LGBM,PGD_eps0.3_it25,0.7162089879695022,1.2512998580932617,PGD,0.3,25.0,,,,,,,,
0.3459924027451656,0.171658847588115,0.11347235751346837,0.1366285680090958,0.4590666666666667,0.8865276424865316,LGBM,PGD_eps0.5_it10,0.6539441356989384,1.2512998580932617,PGD,0.5,10.0,,,,,,,,
0.31299239367922904,0.02022598870056497,0.010675307635727492,0.01397473097992271,0.43355,0.9893246923642726,LGBM,PGD_eps0.5_it25,0.686944144764875,1.2512998580932617,PGD,0.5,25.0,,,,,,,,
0.28894952993118955,0.05459842918672409,0.03427230980259627,0.04211091977185848,0.4975333333333333,0.9657276901974038,LGBM,PGD_eps0.75_it10,0.710996074449471,1.2512998580932617,PGD,0.75,10.0,,,,,,,,
0.27233166822298577,0.030436009152744255,0.019303023676520287,0.023623579787363454,0.5155333333333333,0.9806969763234797,LGBM,PGD_eps0.75_it25,0.7276139361576748,1.2512998580932617,PGD,0.75,25.0,,,,,,,,
