accuracy,precision,recall,f1,fpr,fnr,model,attack,epsilon,asr,mean_l2,elapsed_s
0.1323529411764706,0.08238538435022406,0.5843520782396088,0.14441087613293052,0.932399299474606,0.4156479217603912,LR,FGSM_direct,0.15,0.866421568627451,0.5796347260475159,0.009976625442504883
0.1323529411764706,0.08238538435022406,0.5843520782396088,0.14441087613293052,0.932399299474606,0.4156479217603912,LR,PGD_direct,0.15,0.866421568627451,0.5796347856521606,0.06941890716552734
0.12683823529411764,0.07636237417563346,0.5378973105134475,0.1337386018237082,0.9320490367775832,0.4621026894865526,LR,FGSM_direct,0.3,0.8722426470588235,1.1592695713043213,0.009671926498413086
0.12683823529411764,0.07636237417563346,0.5378973105134475,0.1337386018237082,0.9320490367775832,0.4621026894865526,LR,PGD_direct,0.3,0.8722426470588235,1.1592695713043213,0.07149195671081543
0.12745098039215685,0.07641542202153526,0.5378973105134475,0.13381995133819952,0.9313485113835377,0.4621026894865526,LR,FGSM_direct,0.5,0.8722426470588235,1.9321160316467285,0.010216236114501953
0.12745098039215685,0.07641542202153526,0.5378973105134475,0.13381995133819952,0.9313485113835377,0.4621026894865526,LR,PGD_direct,0.5,0.8722426470588235,1.9321160316467285,0.0729982852935791
0.12745098039215685,0.07641542202153526,0.5378973105134475,0.13381995133819952,0.9313485113835377,0.4621026894865526,LR,FGSM_direct,0.75,0.8722426470588235,2.8981659412384033,0.010486364364624023
0.12745098039215685,0.07641542202153526,0.5378973105134475,0.13381995133819952,0.9313485113835377,0.4621026894865526,LR,PGD_direct,0.75,0.8722426470588235,2.8981659412384033,0.06994771957397461
0.1170343137254902,0.07610558793280768,0.5427872860635696,0.13349368610944076,0.9439579684763573,0.4572127139364303,SVM,FGSM_direct,0.15,0.8826593137254902,0.5809473991394043,0.012176275253295898
0.1170343137254902,0.07610558793280768,0.5427872860635696,0.13349368610944076,0.9439579684763573,0.4572127139364303,SVM,PGD_direct,0.15,0.8826593137254902,0.5809473991394043,0.08274412155151367
0.1170343137254902,0.07610558793280768,0.5427872860635696,0.13349368610944076,0.9439579684763573,0.4572127139364303,SVM,FGSM_direct,0.3,0.8826593137254902,1.1618950366973877,0.011195898056030273
0.1170343137254902,0.07610558793280768,0.5427872860635696,0.13349368610944076,0.9439579684763573,0.4572127139364303,SVM,PGD_direct,0.3,0.8826593137254902,1.1618950366973877,0.08566617965698242
0.1170343137254902,0.07610558793280768,0.5427872860635696,0.13349368610944076,0.9439579684763573,0.4572127139364303,SVM,FGSM_direct,0.5,0.8826593137254902,1.9364917278289795,0.011074542999267578
0.1170343137254902,0.07610558793280768,0.5427872860635696,0.13349368610944076,0.9439579684763573,0.4572127139364303,SVM,PGD_direct,0.5,0.8826593137254902,1.9364917278289795,0.08330988883972168
0.1170343137254902,0.07610558793280768,0.5427872860635696,0.13349368610944076,0.9439579684763573,0.4572127139364303,SVM,FGSM_direct,0.75,0.8826593137254902,2.9047374725341797,0.011427164077758789
0.1170343137254902,0.07610558793280768,0.5427872860635696,0.13349368610944076,0.9439579684763573,0.4572127139364303,SVM,PGD_direct,0.75,0.8826593137254902,2.9047374725341797,0.08775067329406738
