accuracy,precision,recall,f1,fpr,fnr,model,oversample,applicable,n_features,attack,asr,family,epsilon,iters,confidence,n_train,n_categorical_selected,categorical_selected,resampled
0.8765318627450981,0.5075757575757576,0.491442542787286,0.4993788819875776,0.0683012259194395,0.508557457212714,LR,smote,True,15.0,clean,0.0,,,,,,,,
0.8869485294117647,0.5558659217877095,0.4865525672371638,0.5189048239895697,0.0556917688266199,0.5134474327628362,SVM,smote,True,15.0,clean,0.0,,,,,,,,
0.9099264705882352,0.639225181598063,0.6454767726161369,0.6423357664233577,0.0521891418563922,0.3545232273838631,RF,smote,True,15.0,clean,0.0,,,,,,,,
0.8560049019607843,0.4504065040650406,0.6772616136919315,0.541015625,0.1183887915936952,0.3227383863080684,MLP,smote,True,15.0,clean,0.0,,,,,,,,
0.2089460784313725,0.1084684684684684,0.7359413202933985,0.1890703517587939,0.8665499124343258,0.2640586797066014,LR,smote,True,15.0,FGSM_eps0.15,0.7172181372549019,FGSM,0.15,1.0,,,,,
0.1504289215686274,0.0546345139412208,0.3545232273838631,0.0946784198498204,0.8788091068301226,0.6454767726161369,SVM,smote,True,15.0,FGSM_eps0.15,0.7861519607843137,FGSM,0.15,1.0,,,,,
0.859375,0.1794871794871795,0.0342298288508557,0.0574948665297741,0.022416812609457,0.9657701711491442,RF,smote,True,15.0,FGSM_eps0.15,0.096813725490196,FGSM,0.15,1.0,,,,,
0.3520220588235294,0.1304159445407279,0.7359413202933985,0.2215679057784321,0.7029772329246935,0.2640586797066014,MLP,smote,True,15.0,FGSM_eps0.15,0.6443014705882353,FGSM,0.15,1.0,,,,,
0.1636029411764706,0.0712966383450314,0.4718826405867971,0.1238767650834403,0.8805604203152364,0.5281173594132029,LR,smote,True,15.0,FGSM_eps0.3,0.7653186274509803,FGSM,0.3,1.0,,,,,
0.1504289215686274,0.0546345139412208,0.3545232273838631,0.0946784198498204,0.8788091068301226,0.6454767726161369,SVM,smote,True,15.0,FGSM_eps0.3,0.7861519607843137,FGSM,0.3,1.0,,,,,
0.835171568627451,0.0489510489510489,0.0171149144254278,0.0253623188405797,0.0476357267950963,0.982885085574572,RF,smote,True,15.0,FGSM_eps0.3,0.1210171568627451,FGSM,0.3,1.0,,,,,
0.1887254901960784,0.0833643468552288,0.5476772616136919,0.1447028423772609,0.8626970227670753,0.452322738386308,MLP,smote,True,15.0,FGSM_eps0.3,0.8109681372549019,FGSM,0.3,1.0,,,,,
0.152267156862745,0.058095952023988,0.3789731051344743,0.1007474813129671,0.8802101576182136,0.6210268948655256,LR,smote,True,15.0,FGSM_eps0.5,0.7769607843137255,FGSM,0.5,1.0,,,,,
0.1504289215686274,0.0546345139412208,0.3545232273838631,0.0946784198498204,0.8788091068301226,0.6454767726161369,SVM,smote,True,15.0,FGSM_eps0.5,0.7861519607843137,FGSM,0.5,1.0,,,,,
0.7447916666666666,0.0527426160337552,0.0611246943765281,0.0566251415628539,0.1572679509632224,0.938875305623472,RF,smote,True,15.0,FGSM_eps0.5,0.213235294117647,FGSM,0.5,1.0,,,,,
0.1510416666666666,0.0563486100676183,0.3667481662591687,0.0976880494952784,0.8798598949211909,0.6332518337408313,MLP,smote,True,15.0,FGSM_eps0.5,0.8489583333333334,FGSM,0.5,1.0,,,,,
0.1528799019607843,0.0578078078078078,0.3765281173594132,0.1002277904328018,0.8791593695271454,0.6234718826405868,LR,smote,True,15.0,FGSM_eps0.75,0.7772671568627451,FGSM,0.75,1.0,,,,,
0.1504289215686274,0.0546345139412208,0.3545232273838631,0.0946784198498204,0.8788091068301226,0.6454767726161369,SVM,smote,True,15.0,FGSM_eps0.75,0.7861519607843137,FGSM,0.75,1.0,,,,,
0.2521446078431372,0.0472370766488413,0.2591687041564792,0.0799095363739163,0.748861646234676,0.7408312958435208,RF,smote,True,15.0,FGSM_eps0.75,0.7049632352941176,FGSM,0.75,1.0,,,,,
