attack,epsilon,n_features_total,n_features_frozen,n_features_perturbable,adv_accuracy,asr
FGSM_constrained,0.15,15,6,9,0.4181985294117647,0.5765931372549019
PGD_constrained,0.15,15,6,9,0.4102328431372549,0.5845588235294118
FGSM_constrained,0.3,15,6,9,0.20680147058823528,0.7919730392156863
PGD_constrained,0.3,15,6,9,0.19699754901960784,0.8020833333333334
FGSM_constrained,0.5,15,6,9,0.15471813725490197,0.8449754901960784
PGD_constrained,0.5,15,6,9,0.15226715686274508,0.8474264705882353
FGSM_constrained,0.75,15,6,9,0.15012254901960784,0.8498774509803921
PGD_constrained,0.75,15,6,9,0.14920343137254902,0.850796568627451
