accuracy,precision,recall,f1,fpr,fnr,model
0.8756127450980392,0.5037783375314862,0.4889975550122249,0.49627791563275436,0.06900175131348511,0.511002444987775,LR
0.883578431372549,0.5392953929539296,0.48655256723716384,0.5115681233933161,0.0595446584938704,0.5134474327628362,SVM
0.9151348039215687,0.6586538461538461,0.6699266503667481,0.6642424242424242,0.049737302977232924,0.33007334963325186,RF
0.8609068627450981,0.4628099173553719,0.684596577017115,0.5522682445759369,0.1138353765323993,0.3154034229828851,MLP
