attack,epsilon,adv_accuracy,asr
PGD_nonadaptive,0.15,0.9154411764705882,0.01011029411764706
PGD_adaptive,0.15,0.914828431372549,0.015012254901960785
PGD_nonadaptive,0.3,0.9037990196078431,0.02297794117647059
PGD_adaptive,0.3,0.8955269607843137,0.0389093137254902
PGD_nonadaptive,0.5,0.8158700980392157,0.11397058823529412
PGD_adaptive,0.5,0.7919730392156863,0.14491421568627452
