model,attack,n_samples,n_eligible,asr,asr_ci_lo,asr_ci_hi,mean_l2_perturbation,median_queries_success,query_budget_exhausted,numerical_stagnation,elapsed_s
RF,HopSkipJump_whitebox,500,396,0.8156565656565656,0.7744954043699113,0.8507524144464726,1.4163439273834229,565.0,0,1,110.05753779411316
SVM,HopSkipJump_whitebox,500,360,1.0,0.9894419431113063,0.9999999999999999,0.5527665019035339,556.0,0,0,4.042410612106323
LR,HopSkipJump_whitebox,500,356,1.0,0.9893245796821641,1.0,0.6775439977645874,557.0,0,0,3.781353235244751
