attack,epsilon,adv_accuracy,asr
PGD_nonadaptive,0.15,0.921875,0.0055147058823529415
PGD_adaptive,0.15,0.9188112745098039,0.011642156862745098
PGD_nonadaptive,0.3,0.9105392156862745,0.019301470588235295
PGD_adaptive,0.3,0.9022671568627451,0.03278186274509804
PGD_nonadaptive,0.5,0.7843137254901961,0.1482843137254902
PGD_adaptive,0.5,0.8177083333333334,0.11979166666666667
