accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,elapsed_s,n_samples,n_eligible,median_queries_success,query_budget_exhausted,numerical_stagnation
0.125,0.0,0.0,0.0,0.7899159663865546,1.0,RF,HopSkipJump_whitebox,0.875,44.70707964897156,200,200,567.0,0,0
0.08,0.10687022900763359,0.1728395061728395,0.1320754716981132,0.9831932773109243,0.8271604938271605,SVM,HopSkipJump_whitebox,1.0,1.4918262958526611,200,184,557.0,0,0
0.075,0.09375,0.14814814814814814,0.11483253588516747,0.9747899159663865,0.8518518518518519,LR,HopSkipJump_whitebox,1.0,1.5470848083496094,200,185,556.0,0,0
