accuracy,precision,recall,f1,fpr,fnr,model,defense_attack,ratio,eval_attack,adv_train_s,family,epsilon,iters,confidence,retrain_s
0.9052972267300073,0.9353957746171156,0.8511221994712045,0.8912713116972334,0.04928333333333333,0.1488778005287955,MLP,FGSM,0.3,FGSM_eps0.15,129.65302658081055,FGSM,0.15,1,,
0.8829950228008304,0.9246281367094357,0.80941494543069,0.8631940469376074,0.05531666666666667,0.19058505456931,MLP,FGSM,0.3,FGSM_eps0.3,129.65302658081055,FGSM,0.3,1,,
0.6740977126642068,0.7027943378634193,0.49448343041170506,0.5805171769977595,0.17531666666666668,0.5055165695882949,MLP,FGSM,0.3,FGSM_eps0.5,129.65302658081055,FGSM,0.5,1,,
0.5418800939231028,0.4976889696235745,0.4901894519213566,0.4939107443313837,0.41478333333333334,0.5098105480786435,MLP,FGSM,0.3,FGSM_eps0.75,129.65302658081055,FGSM,0.75,1,,
0.8636392482525407,0.8532558605489882,0.8465896666202811,0.8499096923552832,0.12206666666666667,0.1534103333797189,MLP,FGSM,0.3,PGD_eps0.15_it10,129.65302658081055,PGD,0.15,10,,
0.9051340398719889,0.9329102644904701,0.8533487068365704,0.8913576145188754,0.05145,0.14665129316342962,MLP,FGSM,0.3,PGD_eps0.15_it25,129.65302658081055,PGD,0.15,25,,
0.8362963835979076,0.8176695432872286,0.8250004969882512,0.8213186617453516,0.15423333333333333,0.1749995030117488,MLP,FGSM,0.3,PGD_eps0.3_it10,129.65302658081055,PGD,0.3,10,,
0.8145743996083515,0.7914697496387142,0.805677593781683,0.7985104769035258,0.17796666666666666,0.194322406218317,MLP,FGSM,0.3,PGD_eps0.3_it25,129.65302658081055,PGD,0.3,25,,
0.8234136877510131,0.7632410459615023,0.8883565592509393,0.821059787601514,0.23103333333333334,0.1116434407490607,MLP,FGSM,0.3,PGD_eps0.5_it10,129.65302658081055,PGD,0.5,10,,
0.8044205506649864,0.770282983367201,0.8138480806313739,0.7914664913823936,0.20348333333333332,0.18615191936862613,MLP,FGSM,0.3,PGD_eps0.5_it25,129.65302658081055,PGD,0.5,25,,
0.8012384069336282,0.7363852932846886,0.878734866707751,0.8012870479470678,0.2637333333333333,0.12126513329224897,MLP,FGSM,0.3,PGD_eps0.75_it10,129.65302658081055,PGD,0.75,10,,
0.7924807122199758,0.7218921500380437,0.8864680038963879,0.7957599443225012,0.28631666666666666,0.11353199610361212,MLP,FGSM,0.3,PGD_eps0.75_it25,129.65302658081055,PGD,0.75,25,,
0.9805082364033616,0.9730250103145445,0.9845536051527742,0.9787553605659968,0.022883333333333332,0.01544639484722581,MLP,FGSM,0.3,CW_c0.0_it10,129.65302658081055,CW,,10,0.0,
0.9721947725809815,0.9569515923073947,0.9832614356996601,0.9699281295041622,0.037083333333333336,0.01673856430033994,MLP,FGSM,0.3,CW_c0.5_it10,129.65302658081055,CW,,10,0.5,
0.9967543947127459,0.9968564095421898,0.996024093990418,0.9964400779603039,0.0026333333333333334,0.003975906009581934,MLP,FGSM,0.3,Clean,129.65302658081055,Clean,0.0,0,,
0.9148436579240818,0.9649074957952635,0.843965568653957,0.9003934210665847,0.025733333333333334,0.15603443134604297,LR,FGSM,0.3,Clean,,Clean,0.0,0,,0.5261743068695068
0.9005285441012484,0.9327890138427342,0.8425938810806513,0.885400346765265,0.0509,0.15740611891934875,LR,FGSM,0.3,FGSM_eps0.15,,FGSM,0.15,1,,0.5261743068695068
0.8749172733289212,0.8828229865771812,0.8367890583066616,0.8591898594654175,0.09311666666666667,0.16321094169333836,LR,FGSM,0.3,FGSM_eps0.3,,FGSM,0.3,1,,0.5261743068695068
0.7706227391820712,0.7686191929176157,0.7110907898137288,0.7387366921035512,0.17946666666666666,0.2889092101862712,LR,FGSM,0.3,FGSM_eps0.5,,FGSM,0.5,1,,0.5261743068695068
0.6636084240682484,0.6224395131364109,0.6668985945172257,0.6439025326538642,0.33915,0.3331014054827744,LR,FGSM,0.3,FGSM_eps0.75,,FGSM,0.75,1,,0.5261743068695068
0.8766579331477838,0.875357990344489,0.8506649702801026,0.862834847308619,0.10155,0.14933502971989743,LR,FGSM,0.3,PGD_eps0.15_it10,,PGD,0.15,10,,0.5261743068695068
0.8761049110178327,0.8759877670819565,0.8484384629147367,0.8619930521893683,0.1007,0.1515615370852633,LR,FGSM,0.3,PGD_eps0.15_it25,,PGD,0.15,25,,0.5261743068695068
0.878770296365466,0.8696130827278368,0.8636661829314355,0.8666294308910654,0.10856666666666667,0.1363338170685645,LR,FGSM,0.3,PGD_eps0.3_it10,,PGD,0.3,10,,0.5261743068695068
