model,n_samples,total_s,per_sample_ms
LR,500,8.249282836914062e-05,0.00016498565673828125
SVM,500,6.508827209472656e-05,0.00013017654418945312
RF,500,0.004182577133178711,0.008365154266357422
MLP,500,0.010126113891601562,0.020252227783203125
