accuracy,precision,recall,f1,fpr,fnr,model,sigma,eval_attack,smooth_s_per_sample,n0,n,family,epsilon,iters,confidence
0.23,0.06097560975609756,0.06097560975609756,0.06097560975609756,0.652542372881356,0.9390243902439024,MLP,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.35,0.22727272727272727,0.24390243902439024,0.23529411764705882,0.576271186440678,0.7560975609756098,MLP,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.155,0.08571428571428572,0.10975609756097561,0.0962566844919786,0.8135593220338984,0.8902439024390244,MLP,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.93,0.9146341463414634,0.9146341463414634,0.9146341463414634,0.059322033898305086,0.08536585365853659,LR,0.25,Clean,0.00015309810638427734,50,200,,,,
0.725,0.6363636363636364,0.7682926829268293,0.6961325966850829,0.3050847457627119,0.23170731707317074,LR,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.575,0.48484848484848486,0.5853658536585366,0.5303867403314917,0.4322033898305085,0.4146341463414634,LR,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.385,0.3277310924369748,0.47560975609756095,0.3880597014925373,0.6779661016949152,0.524390243902439,LR,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.105,0.112,0.17073170731707318,0.13526570048309178,0.940677966101695,0.8292682926829268,LR,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.69,0.5892857142857143,0.8048780487804879,0.6804123711340206,0.3898305084745763,0.1951219512195122,LR,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.66,0.5660377358490566,0.7317073170731707,0.6382978723404256,0.3898305084745763,0.2682926829268293,LR,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.48,0.3877551020408163,0.4634146341463415,0.4222222222222222,0.5084745762711864,0.5365853658536586,LR,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.43,0.3431372549019608,0.4268292682926829,0.3804347826086957,0.5677966101694916,0.573170731707317,LR,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.235,0.21138211382113822,0.3170731707317073,0.25365853658536586,0.8220338983050848,0.6829268292682927,LR,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.23,0.20491803278688525,0.3048780487804878,0.24509803921568626,0.8220338983050848,0.6951219512195121,LR,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.1,0.13432835820895522,0.21951219512195122,0.16666666666666666,0.9830508474576272,0.7804878048780488,LR,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.125,0.13953488372093023,0.21951219512195122,0.17061611374407584,0.940677966101695,0.7804878048780488,LR,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.785,0.6822429906542056,0.8902439024390244,0.7724867724867724,0.288135593220339,0.10975609756097561,LR,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.775,0.6697247706422018,0.8902439024390244,0.7643979057591623,0.3050847457627119,0.10975609756097561,LR,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.935,0.9367088607594937,0.9024390243902439,0.9192546583850931,0.0423728813559322,0.0975609756097561,SVM,0.25,Clean,0.00015198826789855957,50,200,,,,
0.635,0.5436893203883495,0.6829268292682927,0.6054054054054054,0.3983050847457627,0.3170731707317073,SVM,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.31,0.23076923076923078,0.2926829268292683,0.25806451612903225,0.6779661016949152,0.7073170731707317,SVM,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.045,0.049586776859504134,0.07317073170731707,0.059113300492610835,0.9745762711864406,0.926829268292683,SVM,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.015,0.008547008547008548,0.012195121951219513,0.010050251256281407,0.9830508474576272,0.9878048780487805,SVM,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.595,0.5048543689320388,0.6341463414634146,0.5621621621621622,0.4322033898305085,0.36585365853658536,SVM,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.595,0.504950495049505,0.6219512195121951,0.5573770491803278,0.423728813559322,0.3780487804878049,SVM,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.225,0.1588785046728972,0.2073170731707317,0.17989417989417988,0.7627118644067796,0.7926829268292683,SVM,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.215,0.1559633027522936,0.2073170731707317,0.17801047120418848,0.7796610169491526,0.7926829268292683,SVM,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.06,0.05084745762711865,0.07317073170731707,0.06,0.9491525423728814,0.926829268292683,SVM,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.08,0.05263157894736842,0.07317073170731707,0.061224489795918366,0.9152542372881356,0.926829268292683,SVM,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.015,0.01680672268907563,0.024390243902439025,0.01990049751243781,0.9915254237288136,0.975609756097561,SVM,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.035,0.04878048780487805,0.07317073170731707,0.05853658536585366,0.9915254237288136,0.926829268292683,SVM,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.755,0.6542056074766355,0.8536585365853658,0.7407407407407407,0.3135593220338983,0.14634146341463414,SVM,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.745,0.6396396396396397,0.8658536585365854,0.7357512953367875,0.3389830508474576,0.13414634146341464,SVM,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,Clean,0.0052176439762115475,50,200,,,,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.585,0.0,0.0,0.0,0.00847457627118644,1.0,RF,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.96,1.0,0.9024390243902439,0.9487179487179487,0.0,0.0975609756097561,MLP,0.25,Clean,0.002187018394470215,50,200,,,,
0.39,0.1,0.06097560975609756,0.07575757575757576,0.3813559322033898,0.9390243902439024,MLP,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.14,0.05,0.06097560975609756,0.054945054945054944,0.8050847457627118,0.9390243902439024,MLP,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.125,0.010526315789473684,0.012195121951219513,0.011299435028248588,0.7966101694915254,0.9878048780487805,MLP,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.115,0.010309278350515464,0.012195121951219513,0.0111731843575419,0.8135593220338984,0.9878048780487805,MLP,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.35,0.08620689655172414,0.06097560975609756,0.07142857142857142,0.4491525423728814,0.9390243902439024,MLP,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.33,0.08064516129032258,0.06097560975609756,0.06944444444444445,0.4830508474576271,0.9390243902439024,MLP,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.51,0.3709677419354839,0.2804878048780488,0.3194444444444444,0.3305084745762712,0.7195121951219512,MLP,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.38,0.2236842105263158,0.2073170731707317,0.21518987341772153,0.5,0.7926829268292683,MLP,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.935,0.9367088607594937,0.9024390243902439,0.9192546583850931,0.0423728813559322,0.0975609756097561,LR,0.5,Clean,0.00015353918075561524,50,200,,,,
0.73,0.6428571428571429,0.7682926829268293,0.7,0.2966101694915254,0.23170731707317074,LR,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.585,0.49504950495049505,0.6097560975609756,0.546448087431694,0.4322033898305085,0.3902439024390244,LR,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.415,0.34513274336283184,0.47560975609756095,0.4,0.6271186440677966,0.524390243902439,LR,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.115,0.12598425196850394,0.1951219512195122,0.15311004784688995,0.940677966101695,0.8048780487804879,LR,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.715,0.6146788990825688,0.8170731707317073,0.7015706806282722,0.3559322033898305,0.18292682926829268,LR,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.67,0.5769230769230769,0.7317073170731707,0.6451612903225806,0.3728813559322034,0.2682926829268293,LR,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.455,0.36363636363636365,0.43902439024390244,0.39779005524861877,0.5338983050847458,0.5609756097560976,LR,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.405,0.32710280373831774,0.4268292682926829,0.37037037037037035,0.6101694915254238,0.573170731707317,LR,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.235,0.21138211382113822,0.3170731707317073,0.25365853658536586,0.8220338983050848,0.6829268292682927,LR,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.225,0.19834710743801653,0.2926829268292683,0.23645320197044334,0.8220338983050848,0.7073170731707317,LR,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.105,0.14074074074074075,0.23170731707317074,0.17511520737327188,0.9830508474576272,0.7682926829268293,LR,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.11,0.125,0.1951219512195122,0.1523809523809524,0.9491525423728814,0.8048780487804879,LR,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.795,0.6915887850467289,0.9024390243902439,0.783068783068783,0.2796610169491525,0.0975609756097561,LR,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.79,0.6923076923076923,0.8780487804878049,0.7741935483870968,0.2711864406779661,0.12195121951219512,LR,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.915,0.8823529411764706,0.9146341463414634,0.8982035928143712,0.0847457627118644,0.08536585365853659,SVM,0.5,Clean,0.0001535618305206299,50,200,,,,
0.615,0.5263157894736842,0.6097560975609756,0.5649717514124294,0.3813559322033898,0.3902439024390244,SVM,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.35,0.2777777777777778,0.36585365853658536,0.3157894736842105,0.6610169491525424,0.6341463414634146,SVM,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.04,0.04918032786885246,0.07317073170731707,0.058823529411764705,0.9830508474576272,0.926829268292683,SVM,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,SVM,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.57,0.47959183673469385,0.573170731707317,0.5222222222222223,0.4322033898305085,0.4268292682926829,SVM,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.565,0.47619047619047616,0.6097560975609756,0.5347593582887701,0.4661016949152542,0.3902439024390244,SVM,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.225,0.1826086956521739,0.25609756097560976,0.2131979695431472,0.7966101694915254,0.7439024390243902,SVM,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.22,0.16964285714285715,0.23170731707317074,0.1958762886597938,0.788135593220339,0.7682926829268293,SVM,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.095,0.05405405405405406,0.07317073170731707,0.06217616580310881,0.8898305084745762,0.926829268292683,SVM,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.085,0.05309734513274336,0.07317073170731707,0.06153846153846154,0.9067796610169492,0.926829268292683,SVM,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.02,0.025,0.036585365853658534,0.0297029702970297,0.9915254237288136,0.9634146341463414,SVM,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.035,0.04878048780487805,0.07317073170731707,0.05853658536585366,0.9915254237288136,0.926829268292683,SVM,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.74,0.6415094339622641,0.8292682926829268,0.723404255319149,0.3220338983050847,0.17073170731707318,SVM,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.69,0.5862068965517241,0.8292682926829268,0.6868686868686869,0.4067796610169492,0.17073170731707318,SVM,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,Clean,0.005266108512878418,50,200,,,,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.59,0.0,0.0,0.0,0.0,1.0,RF,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.855,0.9818181818181818,0.6585365853658537,0.7883211678832117,0.00847457627118644,0.34146341463414637,MLP,0.5,Clean,0.0025311934947967528,50,200,,,,
0.385,0.14035087719298245,0.0975609756097561,0.11510791366906475,0.4152542372881356,0.9024390243902439,MLP,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.18,0.05434782608695652,0.06097560975609756,0.05747126436781609,0.7372881355932204,0.9390243902439024,MLP,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.09,0.00980392156862745,0.012195121951219513,0.010869565217391304,0.8559322033898306,0.9878048780487805,MLP,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.04,0.008928571428571428,0.012195121951219513,0.010309278350515464,0.940677966101695,0.9878048780487805,MLP,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.37,0.13333333333333333,0.0975609756097561,0.11267605633802817,0.4406779661016949,0.9024390243902439,MLP,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.345,0.13432835820895522,0.10975609756097561,0.12080536912751678,0.4915254237288136,0.8902439024390244,MLP,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.085,0.01904761904761905,0.024390243902439025,0.0213903743315508,0.8728813559322034,0.975609756097561,MLP,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.055,0.009174311926605505,0.012195121951219513,0.010471204188481676,0.9152542372881356,0.9878048780487805,MLP,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.01,0.00847457627118644,0.012195121951219513,0.01,0.9915254237288136,0.9878048780487805,MLP,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
