accuracy,precision,recall,f1,fpr,fnr,model,split,n_train,n_test,test_attack_rate,attack,asr,family,epsilon,iters,confidence
0.9195307471238316,0.960842770373996,0.8585372641790748,0.9068136482939633,0.029333333333333333,0.1414627358209252,LR,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.9206821210665168,0.9710056220529562,0.8514999105421148,0.9073346396229413,0.021316666666666668,0.1485000894578852,SVM,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.9997280219033027,0.9998806801232972,0.9995228912788502,0.9997017536883127,0.0001,0.00047710872114983203,RF,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.9971079662384522,0.996878603523003,0.9967795161322386,0.996829057365235,0.002616666666666667,0.003220483867761366,MLP,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.7268705293600355,0.7027820213877944,0.6950281295350178,0.6988835693796164,0.24643333333333334,0.3049718704649822,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.19410170167629168,FGSM,0.15,1.0,
0.5977806587309502,0.5579660619788718,0.5680376915889709,0.5629568335402013,0.37728333333333336,0.43196230841102917,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.32441547374051477,FGSM,0.15,1.0,
0.5366671804030715,0.38461538461538464,0.026638570264198955,0.04982616617398256,0.03573333333333333,0.9733614297358011,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.46311523711957064,FGSM,0.15,1.0,
0.25663853204355275,0.06335078534031413,0.04570303958014432,0.05309898028709018,0.5665166666666667,0.9542969604198557,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.743152951415646,FGSM,0.15,1.0,
0.598233955558779,0.5632140217506071,0.5302069459077987,0.5462122918757296,0.34473333333333334,0.46979305409220123,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.3231553085591507,FGSM,0.3,1.0,
0.3381775654333971,0.30390157929294676,0.3496411744826352,0.32517078491731144,0.6714333333333333,0.6503588255173648,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.584508127612123,FGSM,0.3,1.0,
0.5534482289692937,0.9596136962247586,0.021728326342365267,0.04249445977994635,0.0007666666666666667,0.9782716736576348,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.4463341885533485,FGSM,0.3,1.0,
0.11965223067368974,0.04130076838638858,0.04188616981094567,0.04159140931118546,0.81515,0.9581138301890544,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.8801755165317353,FGSM,0.3,1.0,
0.4076045075836559,0.3744196920610534,0.44571894320418265,0.4069700957480601,0.62435,0.5542810567958173,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.5139479433922921,FGSM,0.5,1.0,
0.03529369101475028,0.047078577309933964,0.05796870961970459,0.05195915967284973,0.9837166666666667,0.9420312903802954,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.8874917273328922,FGSM,0.5,1.0,
0.5457965785155435,0.6218487394957983,0.010297596564817208,0.020259699624530662,0.00525,0.9897024034351828,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.4539949049436552,FGSM,0.5,1.0,
0.15924317561625703,0.01588062153467041,0.013836152913345128,0.014788059067247424,0.71885,0.9861638470866548,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.840584571589168,FGSM,0.5,1.0,
0.14195443460286664,0.1263860335007246,0.1490964753593225,0.13680514387340964,0.8640333333333333,0.8509035246406775,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.7796614779289774,FGSM,0.75,1.0,
0.011015112916239812,0.013087053756315746,0.015704828737848637,0.014276936422452742,0.9929166666666667,0.9842951712621514,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.9120060197818736,FGSM,0.75,1.0,
