model,attack,n,n_detected_clean,asr,fnr_under_attack,family,epsilon,iters,traffic_family,confidence
RF,FGSM_eps0.15,3964,3964,0.9989909182643795,0.9989909182643795,FGSM,0.15,1,backdoor,
RF,FGSM_eps0.15,3929,3918,0.9134762633996937,0.9116823619241538,FGSM,0.15,1,ddos,
RF,FGSM_eps0.15,4060,4056,0.9447731755424064,0.9445812807881774,FGSM,0.15,1,dos,
RF,FGSM_eps0.15,4043,4041,0.9886166790398416,0.9881276279990107,FGSM,0.15,1,injection,
RF,FGSM_eps0.15,211,205,0.7121951219512195,0.7014218009478673,FGSM,0.15,1,mitm,
RF,FGSM_eps0.15,10000,0,,,FGSM,0.15,1,normal,
RF,FGSM_eps0.15,4070,4069,0.9963135905627919,0.9960687960687961,FGSM,0.15,1,password,
RF,FGSM_eps0.15,4012,4012,0.9997507477567298,0.9997507477567298,FGSM,0.15,1,ransomware,
RF,FGSM_eps0.15,3967,3965,0.9891551071878941,0.988656415427275,FGSM,0.15,1,scanning,
RF,FGSM_eps0.15,3953,3951,0.9858263730701088,0.9855805717176828,FGSM,0.15,1,xss,
MLP,FGSM_eps0.15,3964,3962,0.9984856133266027,0.9979818365287588,FGSM,0.15,1,backdoor,
MLP,FGSM_eps0.15,3929,2935,0.9955706984667803,0.7437006871977603,FGSM,0.15,1,ddos,
MLP,FGSM_eps0.15,4060,3811,1.0,0.9389162561576355,FGSM,0.15,1,dos,
MLP,FGSM_eps0.15,4043,3993,1.0,0.9876329458323028,FGSM,0.15,1,injection,
MLP,FGSM_eps0.15,211,149,0.9865771812080537,0.6966824644549763,FGSM,0.15,1,mitm,
MLP,FGSM_eps0.15,10000,0,,,FGSM,0.15,1,normal,
MLP,FGSM_eps0.15,4070,4054,1.0,0.9960687960687961,FGSM,0.15,1,password,
MLP,FGSM_eps0.15,4012,3986,1.0,0.9935194416749751,FGSM,0.15,1,ransomware,
MLP,FGSM_eps0.15,3967,3897,0.9489350782653323,0.9321905722208218,FGSM,0.15,1,scanning,
MLP,FGSM_eps0.15,3953,3887,0.9981991252894263,0.9815330129015937,FGSM,0.15,1,xss,
LR,FGSM_eps0.3,3964,3957,0.9987364164771292,0.998234106962664,FGSM,0.3,1,backdoor,
LR,FGSM_eps0.3,3929,2896,0.9716850828729282,0.7279205904810384,FGSM,0.3,1,ddos,
LR,FGSM_eps0.3,4060,3555,0.9971870604781997,0.9384236453201971,FGSM,0.3,1,dos,
LR,FGSM_eps0.3,4043,3897,0.7082371054657429,0.7066534751422211,FGSM,0.3,1,injection,
LR,FGSM_eps0.3,211,93,0.6129032258064516,0.6492890995260664,FGSM,0.3,1,mitm,
LR,FGSM_eps0.3,10000,0,,,FGSM,0.3,1,normal,
LR,FGSM_eps0.3,4070,4026,0.9413810233482365,0.9385749385749386,FGSM,0.3,1,password,
LR,FGSM_eps0.3,4012,3386,0.9917306556408741,0.9880358923230309,FGSM,0.3,1,ransomware,
LR,FGSM_eps0.3,3967,3595,0.9983310152990265,0.9821023443408117,FGSM,0.3,1,scanning,
LR,FGSM_eps0.3,3953,3683,0.8083084442030953,0.8059701492537313,FGSM,0.3,1,xss,
SVM,FGSM_eps0.3,3964,3960,0.9987373737373737,0.998234106962664,FGSM,0.3,1,backdoor,
SVM,FGSM_eps0.3,3929,2896,0.9941298342541437,0.7444642402646984,FGSM,0.3,1,ddos,
SVM,FGSM_eps0.3,4060,3555,0.9983122362869198,0.9386699507389162,FGSM,0.3,1,dos,
SVM,FGSM_eps0.3,4043,3897,0.9997433923530922,0.9876329458323028,FGSM,0.3,1,injection,
SVM,FGSM_eps0.3,211,96,0.7291666666666666,0.7014218009478673,FGSM,0.3,1,mitm,
SVM,FGSM_eps0.3,10000,0,,,FGSM,0.3,1,normal,
SVM,FGSM_eps0.3,4070,4027,0.9995033523714925,0.9960687960687961,FGSM,0.3,1,password,
SVM,FGSM_eps0.3,4012,3380,1.0,0.9935194416749751,FGSM,0.3,1,ransomware,
SVM,FGSM_eps0.3,3967,3605,0.9986130374479889,0.9823544239979833,FGSM,0.3,1,scanning,
SVM,FGSM_eps0.3,3953,3675,0.9983673469387755,0.9830508474576272,FGSM,0.3,1,xss,
RF,FGSM_eps0.3,3964,3964,0.9989909182643795,0.9989909182643795,FGSM,0.3,1,backdoor,
RF,FGSM_eps0.3,3929,3918,0.9458907605921388,0.9440061084245355,FGSM,0.3,1,ddos,
RF,FGSM_eps0.3,4060,4056,0.9467455621301775,0.946551724137931,FGSM,0.3,1,dos,
RF,FGSM_eps0.3,4043,4041,0.9901014600346449,0.9896116744991343,FGSM,0.3,1,injection,
RF,FGSM_eps0.3,211,205,0.7268292682926829,0.7203791469194313,FGSM,0.3,1,mitm,
RF,FGSM_eps0.3,10000,0,,,FGSM,0.3,1,normal,
RF,FGSM_eps0.3,4070,4069,0.9963135905627919,0.9960687960687961,FGSM,0.3,1,password,
RF,FGSM_eps0.3,4012,4012,0.9997507477567298,0.9997507477567298,FGSM,0.3,1,ransomware,
RF,FGSM_eps0.3,3967,3965,0.9601513240857503,0.9596672548525333,FGSM,0.3,1,scanning,
RF,FGSM_eps0.3,3953,3951,0.985320172108327,0.9850746268656716,FGSM,0.3,1,xss,
MLP,FGSM_eps0.3,3964,3962,0.9994952044422009,0.9989909182643795,FGSM,0.3,1,backdoor,
MLP,FGSM_eps0.3,3929,2935,0.810221465076661,0.6052430643929753,FGSM,0.3,1,ddos,
MLP,FGSM_eps0.3,4060,3811,0.9992128050380478,0.9381773399014778,FGSM,0.3,1,dos,
MLP,FGSM_eps0.3,4043,3993,0.9797145003756574,0.9675983180806332,FGSM,0.3,1,injection,
MLP,FGSM_eps0.3,211,149,0.9530201342281879,0.6729857819905213,FGSM,0.3,1,mitm,
MLP,FGSM_eps0.3,10000,0,,,FGSM,0.3,1,normal,
MLP,FGSM_eps0.3,4070,4054,0.9025653675382338,0.899017199017199,FGSM,0.3,1,password,
MLP,FGSM_eps0.3,4012,3986,0.9994982438534872,0.9930209371884346,FGSM,0.3,1,ransomware,
MLP,FGSM_eps0.3,3967,3897,0.7703361560174493,0.7567431308293421,FGSM,0.3,1,scanning,
MLP,FGSM_eps0.3,3953,3887,0.9863648057627991,0.9698962813053377,FGSM,0.3,1,xss,
LR,FGSM_eps0.5,3964,3957,0.9987364164771292,0.998234106962664,FGSM,0.5,1,backdoor,
LR,FGSM_eps0.5,3929,2896,0.9937845303867403,0.744209722575719,FGSM,0.5,1,ddos,
LR,FGSM_eps0.5,4060,3555,0.9980309423347398,0.9384236453201971,FGSM,0.5,1,dos,
LR,FGSM_eps0.5,4043,3897,0.9340518347446753,0.9243136284936928,FGSM,0.5,1,injection,
LR,FGSM_eps0.5,211,93,0.7096774193548387,0.6919431279620853,FGSM,0.5,1,mitm,
LR,FGSM_eps0.5,10000,0,,,FGSM,0.5,1,normal,
LR,FGSM_eps0.5,4070,4026,0.9990064580228515,0.9955773955773956,FGSM,0.5,1,password,
LR,FGSM_eps0.5,4012,3386,0.9982279976373302,0.9935194416749751,FGSM,0.5,1,ransomware,
LR,FGSM_eps0.5,3967,3595,0.9986091794158554,0.9823544239979833,FGSM,0.5,1,scanning,
LR,FGSM_eps0.5,3953,3683,0.9970133043714363,0.9817859853275993,FGSM,0.5,1,xss,
SVM,FGSM_eps0.5,3964,3960,0.9987373737373737,0.998234106962664,FGSM,0.5,1,backdoor,
SVM,FGSM_eps0.5,3929,2896,0.9941298342541437,0.7444642402646984,FGSM,0.5,1,ddos,
SVM,FGSM_eps0.5,4060,3555,0.9983122362869198,0.9386699507389162,FGSM,0.5,1,dos,
SVM,FGSM_eps0.5,4043,3897,0.9997433923530922,0.9876329458323028,FGSM,0.5,1,injection,
SVM,FGSM_eps0.5,211,96,0.7291666666666666,0.6966824644549763,FGSM,0.5,1,mitm,
SVM,FGSM_eps0.5,10000,0,,,FGSM,0.5,1,normal,
SVM,FGSM_eps0.5,4070,4027,0.9995033523714925,0.9960687960687961,FGSM,0.5,1,password,
SVM,FGSM_eps0.5,4012,3380,1.0,0.9935194416749751,FGSM,0.5,1,ransomware,
SVM,FGSM_eps0.5,3967,3605,0.9986130374479889,0.9823544239979833,FGSM,0.5,1,scanning,
SVM,FGSM_eps0.5,3953,3675,0.998639455782313,0.9833038198836327,FGSM,0.5,1,xss,
RF,FGSM_eps0.5,3964,3964,0.9989909182643795,0.9989909182643795,FGSM,0.5,1,backdoor,
RF,FGSM_eps0.5,3929,3918,0.9461459928534967,0.9442606261135149,FGSM,0.5,1,ddos,
RF,FGSM_eps0.5,4060,4056,0.9460059171597633,0.9455665024630542,FGSM,0.5,1,dos,
RF,FGSM_eps0.5,4043,4041,0.8552338530066815,0.8548107840712342,FGSM,0.5,1,injection,
RF,FGSM_eps0.5,211,205,0.6829268292682927,0.6777251184834123,FGSM,0.5,1,mitm,
RF,FGSM_eps0.5,10000,0,,,FGSM,0.5,1,normal,
RF,FGSM_eps0.5,4070,4069,0.9589579749324159,0.9587223587223587,FGSM,0.5,1,password,
RF,FGSM_eps0.5,4012,4012,0.9252243270189432,0.9252243270189432,FGSM,0.5,1,ransomware,
RF,FGSM_eps0.5,3967,3965,0.8892812105926861,0.8888328711872951,FGSM,0.5,1,scanning,
RF,FGSM_eps0.5,3953,3951,0.9772209567198178,0.976726536807488,FGSM,0.5,1,xss,
MLP,FGSM_eps0.5,3964,3962,0.9994952044422009,0.9989909182643795,FGSM,0.5,1,backdoor,
MLP,FGSM_eps0.5,3929,2935,0.5124361158432709,0.3827946042249936,FGSM,0.5,1,ddos,
MLP,FGSM_eps0.5,4060,3811,0.9992128050380478,0.9381773399014778,FGSM,0.5,1,dos,
MLP,FGSM_eps0.5,4043,3993,0.9471575256699224,0.9354439772446204,FGSM,0.5,1,injection,
MLP,FGSM_eps0.5,211,149,0.9530201342281879,0.6729857819905213,FGSM,0.5,1,mitm,
MLP,FGSM_eps0.5,10000,0,,,FGSM,0.5,1,normal,
MLP,FGSM_eps0.5,4070,4054,0.8909718796250616,0.8874692874692874,FGSM,0.5,1,password,
MLP,FGSM_eps0.5,4012,3986,0.8640240842950326,0.8584247258225324,FGSM,0.5,1,ransomware,
MLP,FGSM_eps0.5,3967,3897,0.48729792147806006,0.47869926896899423,FGSM,0.5,1,scanning,
MLP,FGSM_eps0.5,3953,3887,0.9022382299974273,0.8871742980015178,FGSM,0.5,1,xss,
LR,FGSM_eps0.75,3964,3957,0.9992418498862775,0.9987386478304743,FGSM,0.75,1,backdoor,
LR,FGSM_eps0.75,3929,2896,0.9941298342541437,0.7444642402646984,FGSM,0.75,1,ddos,
LR,FGSM_eps0.75,4060,3555,0.9983122362869198,0.9386699507389162,FGSM,0.75,1,dos,
LR,FGSM_eps0.75,4043,3897,0.9340518347446753,0.9243136284936928,FGSM,0.75,1,injection,
LR,FGSM_eps0.75,211,93,0.7311827956989247,0.7014218009478673,FGSM,0.75,1,mitm,
LR,FGSM_eps0.75,10000,0,,,FGSM,0.75,1,normal,
LR,FGSM_eps0.75,4070,4026,0.9995032290114257,0.9960687960687961,FGSM,0.75,1,password,
LR,FGSM_eps0.75,4012,3386,0.9982279976373302,0.9935194416749751,FGSM,0.75,1,ransomware,
LR,FGSM_eps0.75,3967,3595,0.9986091794158554,0.9823544239979833,FGSM,0.75,1,scanning,
LR,FGSM_eps0.75,3953,3683,0.9970133043714363,0.9817859853275993,FGSM,0.75,1,xss,
SVM,FGSM_eps0.75,3964,3960,0.9992424242424243,0.9987386478304743,FGSM,0.75,1,backdoor,
SVM,FGSM_eps0.75,3929,2896,0.9941298342541437,0.7444642402646984,FGSM,0.75,1,ddos,
SVM,FGSM_eps0.75,4060,3555,0.9983122362869198,0.9386699507389162,FGSM,0.75,1,dos,
SVM,FGSM_eps0.75,4043,3897,0.9997433923530922,0.9876329458323028,FGSM,0.75,1,injection,
SVM,FGSM_eps0.75,211,96,0.7395833333333334,0.7014218009478673,FGSM,0.75,1,mitm,
SVM,FGSM_eps0.75,10000,0,,,FGSM,0.75,1,normal,
SVM,FGSM_eps0.75,4070,4027,0.9995033523714925,0.9960687960687961,FGSM,0.75,1,password,
SVM,FGSM_eps0.75,4012,3380,1.0,0.9935194416749751,FGSM,0.75,1,ransomware,
SVM,FGSM_eps0.75,3967,3605,0.9986130374479889,0.9823544239979833,FGSM,0.75,1,scanning,
SVM,FGSM_eps0.75,3953,3675,0.998639455782313,0.9833038198836327,FGSM,0.75,1,xss,
RF,FGSM_eps0.75,3964,3964,0.9989909182643795,0.9989909182643795,FGSM,0.75,1,backdoor,
RF,FGSM_eps0.75,3929,3918,0.9464012251148545,0.9445151438024942,FGSM,0.75,1,ddos,
RF,FGSM_eps0.75,4060,4056,0.9575936883629191,0.9571428571428572,FGSM,0.75,1,dos,
RF,FGSM_eps0.75,4043,4041,0.8478099480326652,0.8473905515706158,FGSM,0.75,1,injection,
RF,FGSM_eps0.75,211,205,0.7365853658536585,0.7298578199052133,FGSM,0.75,1,mitm,
RF,FGSM_eps0.75,10000,0,,,FGSM,0.75,1,normal,
RF,FGSM_eps0.75,4070,4069,0.9427377734086999,0.9425061425061425,FGSM,0.75,1,password,
RF,FGSM_eps0.75,4012,4012,0.9252243270189432,0.9252243270189432,FGSM,0.75,1,ransomware,
RF,FGSM_eps0.75,3967,3965,0.7636822194199243,0.7632972019158054,FGSM,0.75,1,scanning,
RF,FGSM_eps0.75,3953,3951,0.9787395596051632,0.9782443713635214,FGSM,0.75,1,xss,
MLP,FGSM_eps0.75,3964,3962,0.48031297324583544,0.48007063572149344,FGSM,0.75,1,backdoor,
MLP,FGSM_eps0.75,3929,2935,0.6562180579216355,0.4902010689742937,FGSM,0.75,1,ddos,
MLP,FGSM_eps0.75,4060,3811,0.9994752033586985,0.9389162561576355,FGSM,0.75,1,dos,
MLP,FGSM_eps0.75,4043,3993,0.9196093163035312,0.9082364580756864,FGSM,0.75,1,injection,
MLP,FGSM_eps0.75,211,149,0.9865771812080537,0.6966824644549763,FGSM,0.75,1,mitm,
MLP,FGSM_eps0.75,10000,0,,,FGSM,0.75,1,normal,
MLP,FGSM_eps0.75,4070,4054,0.9092254563394179,0.9056511056511056,FGSM,0.75,1,password,
MLP,FGSM_eps0.75,4012,3986,0.8933768188660312,0.8875872382851445,FGSM,0.75,1,ransomware,
MLP,FGSM_eps0.75,3967,3897,0.4944829355914806,0.48575749936980084,FGSM,0.75,1,scanning,
MLP,FGSM_eps0.75,3953,3887,0.974787754051968,0.9585125221350873,FGSM,0.75,1,xss,
LR,PGD_eps0.15_it10,3964,3957,0.9929239322719232,0.9926841574167508,PGD,0.15,10,backdoor,
LR,PGD_eps0.15_it10,3929,2896,0.012430939226519336,0.027742428098752863,PGD,0.15,10,ddos,
LR,PGD_eps0.15_it10,4060,3555,0.9943741209563994,0.9859605911330049,PGD,0.15,10,dos,
LR,PGD_eps0.15_it10,4043,3897,0.011290736463946625,0.04229532525352461,PGD,0.15,10,injection,
LR,PGD_eps0.15_it10,211,93,0.1935483870967742,0.6255924170616114,PGD,0.15,10,mitm,
LR,PGD_eps0.15_it10,10000,0,,,PGD,0.15,10,normal,
LR,PGD_eps0.15_it10,4070,4026,0.2600596125186289,0.26756756756756755,PGD,0.15,10,password,
LR,PGD_eps0.15_it10,4012,3386,0.7557590076786769,0.7938683948155534,PGD,0.15,10,ransomware,
LR,PGD_eps0.15_it10,3967,3595,0.4083449235048679,0.45046634736576757,PGD,0.15,10,scanning,
LR,PGD_eps0.15_it10,3953,3683,0.06299212598425197,0.11965595750063243,PGD,0.15,10,xss,
SVM,PGD_eps0.15_it10,3964,3960,0.9987373737373737,0.998234106962664,PGD,0.15,10,backdoor,
SVM,PGD_eps0.15_it10,3929,2896,0.9854972375690608,0.7381012980402138,PGD,0.15,10,ddos,
SVM,PGD_eps0.15_it10,4060,3555,0.9974683544303797,0.9384236453201971,PGD,0.15,10,dos,
SVM,PGD_eps0.15_it10,4043,3897,0.9861431870669746,0.9747712094978976,PGD,0.15,10,injection,
SVM,PGD_eps0.15_it10,211,96,0.6354166666666666,0.6587677725118484,PGD,0.15,10,mitm,
SVM,PGD_eps0.15_it10,10000,0,,,PGD,0.15,10,normal,
SVM,PGD_eps0.15_it10,4070,4027,0.9947851999006705,0.9914004914004914,PGD,0.15,10,password,
SVM,PGD_eps0.15_it10,4012,3380,0.993491124260355,0.9880358923230309,PGD,0.15,10,ransomware,
SVM,PGD_eps0.15_it10,3967,3605,0.9975034674063801,0.9813461053692967,PGD,0.15,10,scanning,
SVM,PGD_eps0.15_it10,3953,3675,0.9148299319727892,0.9053883126739185,PGD,0.15,10,xss,
RF,PGD_eps0.15_it10,3964,3964,0.9987386478304743,0.9987386478304743,PGD,0.15,10,backdoor,
RF,PGD_eps0.15_it10,3929,3918,0.7644206227667177,0.7625349961822346,PGD,0.15,10,ddos,
RF,PGD_eps0.15_it10,4060,4056,0.9260355029585798,0.9258620689655173,PGD,0.15,10,dos,
RF,PGD_eps0.15_it10,4043,4041,0.894828012868102,0.8946326984912194,PGD,0.15,10,injection,
RF,PGD_eps0.15_it10,211,205,0.7024390243902439,0.6966824644549763,PGD,0.15,10,mitm,
RF,PGD_eps0.15_it10,10000,0,,,PGD,0.15,10,normal,
RF,PGD_eps0.15_it10,4070,4069,0.782993364463013,0.7828009828009828,PGD,0.15,10,password,
RF,PGD_eps0.15_it10,4012,4012,0.8546859421734796,0.8546859421734796,PGD,0.15,10,ransomware,
RF,PGD_eps0.15_it10,3967,3965,0.9046658259773014,0.9042097302747668,PGD,0.15,10,scanning,
RF,PGD_eps0.15_it10,3953,3951,0.8397873955960516,0.839362509486466,PGD,0.15,10,xss,
MLP,PGD_eps0.15_it10,3964,3962,0.9992428066633013,0.9987386478304743,PGD,0.15,10,backdoor,
MLP,PGD_eps0.15_it10,3929,2935,0.9976149914821124,0.7452277933316366,PGD,0.15,10,ddos,
MLP,PGD_eps0.15_it10,4060,3811,1.0,0.9389162561576355,PGD,0.15,10,dos,
MLP,PGD_eps0.15_it10,4043,3993,0.9897320310543452,0.977491961414791,PGD,0.15,10,injection,
MLP,PGD_eps0.15_it10,211,149,0.9865771812080537,0.6966824644549763,PGD,0.15,10,mitm,
MLP,PGD_eps0.15_it10,10000,0,,,PGD,0.15,10,normal,
MLP,PGD_eps0.15_it10,4070,4054,0.9980266403552047,0.9941031941031941,PGD,0.15,10,password,
MLP,PGD_eps0.15_it10,4012,3986,1.0,0.9935194416749751,PGD,0.15,10,ransomware,
MLP,PGD_eps0.15_it10,3967,3897,1.0,0.9823544239979833,PGD,0.15,10,scanning,
MLP,PGD_eps0.15_it10,3953,3887,0.998970928736815,0.9822919301796105,PGD,0.15,10,xss,
LR,PGD_eps0.15_it25,3964,3957,0.9959565327268133,0.9959636730575177,PGD,0.15,25,backdoor,
LR,PGD_eps0.15_it25,3929,2896,0.011740331491712707,0.025451768897938407,PGD,0.15,25,ddos,
LR,PGD_eps0.15_it25,4060,3555,0.9940928270042194,0.9866995073891626,PGD,0.15,25,dos,
LR,PGD_eps0.15_it25,4043,3897,0.012830382345393894,0.04600544150383379,PGD,0.15,25,injection,
LR,PGD_eps0.15_it25,211,93,0.1827956989247312,0.6303317535545023,PGD,0.15,25,mitm,
LR,PGD_eps0.15_it25,10000,0,,,PGD,0.15,25,normal,
LR,PGD_eps0.15_it25,4070,4026,0.2568306010928962,0.2643734643734644,PGD,0.15,25,password,
LR,PGD_eps0.15_it25,4012,3386,0.7858830478440638,0.8192921236291126,PGD,0.15,25,ransomware,
LR,PGD_eps0.15_it25,3967,3595,0.4542420027816412,0.49306780942777917,PGD,0.15,25,scanning,
LR,PGD_eps0.15_it25,3953,3683,0.07005158837903883,0.12977485454085505,PGD,0.15,25,xss,
SVM,PGD_eps0.15_it25,3964,3960,0.9987373737373737,0.998234106962664,PGD,0.15,25,backdoor,
SVM,PGD_eps0.15_it25,3929,2896,0.994475138121547,0.7447187579536778,PGD,0.15,25,ddos,
SVM,PGD_eps0.15_it25,4060,3555,0.9977496483825598,0.9386699507389162,PGD,0.15,25,dos,
SVM,PGD_eps0.15_it25,4043,3897,0.9992301770592764,0.9876329458323028,PGD,0.15,25,injection,
SVM,PGD_eps0.15_it25,211,96,0.65625,0.6682464454976303,PGD,0.15,25,mitm,
SVM,PGD_eps0.15_it25,10000,0,,,PGD,0.15,25,normal,
SVM,PGD_eps0.15_it25,4070,4027,0.9995033523714925,0.9963144963144963,PGD,0.15,25,password,
SVM,PGD_eps0.15_it25,4012,3380,0.993491124260355,0.9882851445663011,PGD,0.15,25,ransomware,
SVM,PGD_eps0.15_it25,3967,3605,0.9966712898751734,0.9805898663977817,PGD,0.15,25,scanning,
SVM,PGD_eps0.15_it25,3953,3675,0.9567346938775511,0.9443460662787756,PGD,0.15,25,xss,
RF,PGD_eps0.15_it25,3964,3964,0.9989909182643795,0.9989909182643795,PGD,0.15,25,backdoor,
RF,PGD_eps0.15_it25,3929,3918,0.7243491577335375,0.7225757190124714,PGD,0.15,25,ddos,
RF,PGD_eps0.15_it25,4060,4056,0.9361439842209073,0.9357142857142857,PGD,0.15,25,dos,
RF,PGD_eps0.15_it25,4043,4041,0.9638703291264539,0.9633935196636161,PGD,0.15,25,injection,
RF,PGD_eps0.15_it25,211,205,0.7121951219512195,0.7014218009478673,PGD,0.15,25,mitm,
RF,PGD_eps0.15_it25,10000,0,,,PGD,0.15,25,normal,
RF,PGD_eps0.15_it25,4070,4069,0.8896534775129025,0.8894348894348895,PGD,0.15,25,password,
RF,PGD_eps0.15_it25,4012,4012,0.923728813559322,0.923728813559322,PGD,0.15,25,ransomware,
RF,PGD_eps0.15_it25,3967,3965,0.9399747793190416,0.9397529619359718,PGD,0.15,25,scanning,
RF,PGD_eps0.15_it25,3953,3951,0.9615287269045811,0.9612952188211485,PGD,0.15,25,xss,
MLP,PGD_eps0.15_it25,3964,3962,0.9992428066633013,0.9987386478304743,PGD,0.15,25,backdoor,
MLP,PGD_eps0.15_it25,3929,2935,0.9976149914821124,0.7452277933316366,PGD,0.15,25,ddos,
MLP,PGD_eps0.15_it25,4060,3811,1.0,0.9389162561576355,PGD,0.15,25,dos,
MLP,PGD_eps0.15_it25,4043,3993,1.0,0.9876329458323028,PGD,0.15,25,injection,
MLP,PGD_eps0.15_it25,211,149,0.9865771812080537,0.6966824644549763,PGD,0.15,25,mitm,
MLP,PGD_eps0.15_it25,10000,0,,,PGD,0.15,25,normal,
MLP,PGD_eps0.15_it25,4070,4054,1.0,0.9960687960687961,PGD,0.15,25,password,
MLP,PGD_eps0.15_it25,4012,3986,0.9994982438534872,0.9930209371884346,PGD,0.15,25,ransomware,
MLP,PGD_eps0.15_it25,3967,3897,0.9989735694123685,0.9813461053692967,PGD,0.15,25,scanning,
MLP,PGD_eps0.15_it25,3953,3887,0.9812194494468742,0.9648368327852264,PGD,0.15,25,xss,
LR,PGD_eps0.3_it10,3964,3957,0.9987364164771292,0.998234106962664,PGD,0.3,10,backdoor,
LR,PGD_eps0.3_it10,3929,2896,0.9927486187845304,0.7434461695087808,PGD,0.3,10,ddos,
LR,PGD_eps0.3_it10,4060,3555,0.9966244725738397,0.9376847290640394,PGD,0.3,10,dos,
LR,PGD_eps0.3_it10,4043,3897,0.9227610982807287,0.9134306208261193,PGD,0.3,10,injection,
LR,PGD_eps0.3_it10,211,93,0.6666666666666666,0.6729857819905213,PGD,0.3,10,mitm,
LR,PGD_eps0.3_it10,10000,0,,,PGD,0.3,10,normal,
LR,PGD_eps0.3_it10,4070,4026,0.8611525086934922,0.8592137592137592,PGD,0.3,10,password,
LR,PGD_eps0.3_it10,4012,3386,0.9926166568222091,0.9887836490528414,PGD,0.3,10,ransomware,
LR,PGD_eps0.3_it10,3967,3595,0.9986091794158554,0.9823544239979833,PGD,0.3,10,scanning,
LR,PGD_eps0.3_it10,3953,3683,0.9761064349714906,0.9623071085251708,PGD,0.3,10,xss,
SVM,PGD_eps0.3_it10,3964,3960,0.9987373737373737,0.998234106962664,PGD,0.3,10,backdoor,
SVM,PGD_eps0.3_it10,3929,2896,0.9951657458563536,0.7452277933316366,PGD,0.3,10,ddos,
SVM,PGD_eps0.3_it10,4060,3555,0.9980309423347398,0.9389162561576355,PGD,0.3,10,dos,
SVM,PGD_eps0.3_it10,4043,3897,0.9997433923530922,0.9876329458323028,PGD,0.3,10,injection,
SVM,PGD_eps0.3_it10,211,96,0.71875,0.6966824644549763,PGD,0.3,10,mitm,
SVM,PGD_eps0.3_it10,10000,0,,,PGD,0.3,10,normal,
SVM,PGD_eps0.3_it10,4070,4027,0.9995033523714925,0.9960687960687961,PGD,0.3,10,password,
SVM,PGD_eps0.3_it10,4012,3380,1.0,0.9942671984047856,PGD,0.3,10,ransomware,
SVM,PGD_eps0.3_it10,3967,3605,0.9986130374479889,0.9823544239979833,PGD,0.3,10,scanning,
SVM,PGD_eps0.3_it10,3953,3675,0.998639455782313,0.9833038198836327,PGD,0.3,10,xss,
RF,PGD_eps0.3_it10,3964,3964,0.48007063572149344,0.48007063572149344,PGD,0.3,10,backdoor,
RF,PGD_eps0.3_it10,3929,3918,0.9231750893312914,0.921099516416391,PGD,0.3,10,ddos,
RF,PGD_eps0.3_it10,4060,4056,0.9457593688362919,0.945320197044335,PGD,0.3,10,dos,
RF,PGD_eps0.3_it10,4043,4041,0.9886166790398416,0.9881276279990107,PGD,0.3,10,injection,
RF,PGD_eps0.3_it10,211,205,0.7365853658536585,0.7298578199052133,PGD,0.3,10,mitm,
RF,PGD_eps0.3_it10,10000,0,,,PGD,0.3,10,normal,
