accuracy,precision,recall,f1,fpr,fnr,model,selector,n_features,attack,asr,family,epsilon,iters,confidence
0.9028169347769434,0.9673750374139479,0.9031016175603093,0.934134044124731,0.0981,0.09689838243969078,LR,rf,15,clean,0.0,,,,
0.9044279655997536,0.9694737894491285,0.903194759228787,0.9351613732801851,0.0916,0.09680524077121301,SVM,rf,15,clean,0.0,,,,
0.9986969603639034,0.999161698956781,0.9991306777608743,0.9991461881180433,0.0027,0.0008693222391257102,RF,rf,15,clean,0.0,,,,
0.9612404937335639,0.9967181153533713,0.9523425129622155,0.9740251492442525,0.0101,0.04765748703778447,MLP,rf,15,clean,0.0,,,,
0.575303845151508,0.7555006976494579,0.6556242044149151,0.7020279255319148,0.6834,0.3443757955850849,LR,rf,15,FGSM_eps0.15,0.36089459593925466,FGSM,0.15,1.0,
0.09981283612499704,0.2231365419577074,0.0724021236300413,0.10932958274730427,0.8119,0.9275978763699587,SVM,rf,15,FGSM_eps0.15,0.841502996991163,FGSM,0.15,1.0,
0.13174915302423654,0.1332011237811932,0.025024061597690085,0.042132775744903296,0.5245,0.9749759384023099,RF,rf,15,FGSM_eps0.15,0.8678243976403137,FGSM,0.15,1.0,
0.06429908313392878,0.16293486306439675,0.05467415939644199,0.08187460771322966,0.9047,0.9453258406035581,MLP,rf,15,FGSM_eps0.15,0.9356298419768296,FGSM,0.15,1.0,
0.14006491506550736,0.3227540756156781,0.11555776335806763,0.17018358062229944,0.781,0.8844422366419323,LR,rf,15,FGSM_eps0.3,0.7994977374493591,FGSM,0.3,1.0,
0.052405885000829204,0.14248990084465663,0.04818528982582508,0.07201689055938378,0.934,0.951814710174175,SVM,rf,15,FGSM_eps0.3,0.8892890141912863,FGSM,0.3,1.0,
0.14383188419531379,0.14184138559708295,0.024154739358564378,0.041279779275216213,0.4707,0.9758452606414356,RF,rf,15,FGSM_eps0.3,0.855694283209742,FGSM,0.3,1.0,
0.1018029330237627,0.27654572525664134,0.1095656493526654,0.15694907716255282,0.9232,0.8904343506473346,MLP,rf,15,FGSM_eps0.3,0.8977943092705347,FGSM,0.3,1.0,
0.08592954109313179,0.18170012985715714,0.056474898320345246,0.0861676930364756,0.8192,0.9435251016796548,LR,rf,15,FGSM_eps0.5,0.8539884858679428,FGSM,0.5,1.0,
0.052405885000829204,0.14248990084465663,0.04818528982582508,0.07201689055938378,0.934,0.951814710174175,SVM,rf,15,FGSM_eps0.5,0.8893127058210334,FGSM,0.5,1.0,
0.16963206899002584,0.29829545454545453,0.06519916793442826,0.10700909577314072,0.494,0.9348008320655717,RF,rf,15,FGSM_eps0.5,0.8299651733042716,FGSM,0.5,1.0,
0.17242768130019664,0.41398053343445834,0.20335930950976436,0.27274052174637214,0.9272,0.7966406904902357,MLP,rf,15,FGSM_eps0.5,0.8271221777346064,FGSM,0.5,1.0,
0.058447250586367835,0.1623487225459435,0.0562265205377379,0.08352550502721151,0.9344,0.9437734794622621,LR,rf,15,FGSM_eps0.75,0.8815181596342012,FGSM,0.75,1.0,
0.05221635196285152,0.14218836056544887,0.048092148157347324,0.07187434749321393,0.9345,0.9519078518426527,SVM,rf,15,FGSM_eps0.75,0.8895022388590111,FGSM,0.75,1.0,
0.17891918785093228,0.34116273033999484,0.081623148809339,0.1317299260929475,0.5077,0.918376851190661,RF,rf,15,FGSM_eps0.75,0.8206780544433652,FGSM,0.75,1.0,
0.20161576914875975,0.45633571679756185,0.24173367692259928,0.31604797954171826,0.9276,0.7582663230774007,MLP,rf,15,FGSM_eps0.75,0.7979814731455377,FGSM,0.75,1.0,
0.5531284797081191,0.8132657372201099,0.5378931354590332,0.6475183136492749,0.3978,0.46210686454096683,LR,rf,15,PGD_eps0.15_it10,0.3766732213508967,PGD,0.15,10.0,
