accuracy,precision,recall,f1,fpr,fnr,model,split,n_train,n_test,test_attack_rate,attack,asr,family,epsilon,iters,confidence
0.9770903783215326,0.9747029132387425,0.9750710693199213,0.9748869565217392,0.02121666666666667,0.024928930680078724,LR,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.9776343345149271,0.9740931615460853,0.9769397451444248,0.9755143767431242,0.02178333333333333,0.023060254855575214,SVM,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.999764285649529,0.999900570724044,0.9995825298689939,0.9997415250024854,8.333333333333333e-05,0.000417470131006103,RF,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.9985585160875045,0.9988261509689228,0.9980120469952091,0.9984189330283896,0.0009833333333333332,0.001987953004790967,MLP,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.07465798754340316,0.025553131816765346,0.027712064886786077,0.026588845654993514,0.8859833333333333,0.9722879351132139,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.9032664569413343,FGSM,0.15,1.0,
0.06908243656110895,0.10525125855364302,0.1388187583245532,0.11972670147193717,0.9893833333333333,0.8611812416754467,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.9097214037696164,FGSM,0.15,1.0,
0.5480721285912441,0.954,0.009482535832852912,0.01877841859732693,0.00038333333333333334,0.9905174641671471,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.45174655267762437,FGSM,0.15,1.0,
0.26777150213502804,0.021818295975387706,0.013816273383297219,0.016918826149932446,0.5193166666666666,0.9861837266167027,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.7321378384994062,FGSM,0.15,1.0,
0.03373434992701921,0.017556191815111356,0.0203566387690595,0.01885298720427138,0.95505,0.9796433612309405,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.9442263583039446,FGSM,0.3,1.0,
0.060877763977407684,0.09722285213237183,0.12784525773810707,0.11045083726921426,0.9952666666666666,0.8721547422618929,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.9179804719726571,FGSM,0.3,1.0,
0.5451982267028095,0.7133956386292835,0.004552412380971314,0.009047092288242731,0.0015333333333333334,0.9954475876190287,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.45461138862950234,FGSM,0.3,1.0,
0.17592449888035683,0.01451840512808247,0.012066874739081168,0.013179607434427653,0.6867,0.9879331252609188,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.8237491274036064,FGSM,0.3,1.0,
0.027632974624443578,0.011527377521613832,0.013359044192195297,0.012375804565419571,0.9604,0.9866409558078048,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.950608777639774,FGSM,0.5,1.0,
0.0601162253066553,0.09657570489077028,0.12699043794604695,0.10971420719978016,0.99595,0.8730095620539531,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.9187510765799661,FGSM,0.5,1.0,
0.5384984995874998,0.21057692307692308,0.004353617080492217,0.008530861071616384,0.013683333333333334,0.9956463829195078,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.46131111574481204,FGSM,0.5,1.0,
0.11602585605105935,0.011467605050714138,0.011013259646541956,0.011235841116282843,0.7959333333333334,0.988986740353458,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.883665902106017,FGSM,0.5,1.0,
0.02614616102916512,0.009818056985925163,0.01137109118740433,0.010537660160459825,0.9614666666666667,0.9886289088125957,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.9521318549812788,FGSM,0.75,1.0,
0.060070895623872425,0.09655620729273749,0.12697055841599905,0.10969420614679136,0.9960166666666667,0.873029441584001,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.9187964062627489,FGSM,0.75,1.0,
0.5399671813096651,0.2411764705882353,0.004075303659821482,0.008015170175747268,0.01075,0.9959246963401786,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.45985149995920327,FGSM,0.75,1.0,
0.09947145589875162,0.008658702798043774,0.008587956980696976,0.008623184789660163,0.8243333333333334,0.991412043019303,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.900492280355022,FGSM,0.75,1.0,
0.13029564019110995,0.028383015669574563,0.027294594755779972,0.027828166644709506,0.78335,0.97270540524422,LR,random,441209,110303,0.45604380660544136,PGD_eps0.15_it10,0.8476741339764104,PGD,0.15,10.0,
0.01692610355112735,0.0174963895021663,0.02095302467049679,0.019069329859603416,0.98645,0.9790469753295032,SVM,random,441209,110303,0.45604380660544136,PGD_eps0.15_it10,0.961877736779598,PGD,0.15,10.0,
0.5589059227763524,0.9660825325042397,0.03397411685187762,0.06563988323859271,0.001,0.9660258831481224,RF,random,441209,110303,0.45604380660544136,PGD_eps0.15_it10,0.44091275849251604,PGD,0.15,10.0,
0.15616075718702122,0.015670644715686497,0.01375663479315349,0.014651394211428935,0.72445,0.9862433652068465,MLP,random,441209,110303,0.45604380660544136,PGD_eps0.15_it10,0.8437757812570827,PGD,0.15,10.0,
0.1324623990281316,0.028837170677019536,0.02761266723654653,0.028211638062354015,0.7796333333333333,0.9723873327634535,LR,random,441209,110303,0.45604380660544136,PGD_eps0.15_it25,0.8456252323146243,PGD,0.15,25.0,
0.01698956510702338,0.017081519391180088,0.02043615688925114,0.018608860931348146,0.9859,0.9795638431107488,SVM,random,441209,110303,0.45604380660544136,PGD_eps0.15_it25,0.9618052092871454,PGD,0.15,25.0,
0.5554427350117404,0.979560938682816,0.02572411188199511,0.050131721679838835,0.00045,0.9742758881180049,RF,random,441209,110303,0.45604380660544136,PGD_eps0.15_it25,0.4443759462571281,PGD,0.15,25.0,
0.15632394404503958,0.01565508960329867,0.01373675526310558,0.01463331992122149,0.7241333333333333,0.9862632447368944,MLP,random,441209,110303,0.45604380660544136,PGD_eps0.15_it25,0.8436125943990644,PGD,0.15,25.0,
0.02032582975984334,0.016572365998192104,0.01968073474743057,0.01799329340882035,0.9791333333333333,0.9803192652525694,LR,random,441209,110303,0.45604380660544136,PGD_eps0.3_it10,0.9579159225043743,PGD,0.3,10.0,
0.010335167674496614,0.011275698296190509,0.013498200902530665,0.01228725762524769,0.9923166666666666,0.9865017990974694,SVM,random,441209,110303,0.45604380660544136,PGD_eps0.3_it10,0.9684868045293419,PGD,0.3,10.0,
