accuracy,precision,recall,f1,fpr,fnr,surrogate,hidden,epochs,surrogate_clean_acc,surrogate_train_s,target,epsilon,asr
0.049672266393479776,0.046013955734674504,0.05492714152237441,0.050077027639329405,0.9547333333333333,0.9450728584776256,submitted,"[32, 12]",12,0.9982502742445808,109.57492518424988,LR,0.3,0.9212804728792507
0.14716734812289783,0.11701289837064002,0.13291453790032404,0.1244578470244411,0.8408833333333333,0.867085462099676,submitted,"[32, 12]",12,0.9982502742445808,109.57492518424988,SVM,0.3,0.7714568053452762
0.5601298242114902,0.6893039049235993,0.0645687135956106,0.11807688812142143,0.0244,0.9354312864043894,submitted,"[32, 12]",12,0.9982502742445808,109.57492518424988,RF,0.3,0.4397341867401612
0.027188743733171355,0.024270143050292944,0.028904836689660655,0.026385511559539797,0.97425,0.9710951633103393,submitted,"[32, 12]",12,0.9982502742445808,109.57492518424988,LR,0.5,0.9437639955395593
0.09066843150231635,0.04629680042104499,0.05071268115221756,0.048404235133391524,0.8758333333333334,0.9492873188477824,submitted,"[32, 12]",12,0.9982502742445808,109.57492518424988,SVM,0.5,0.8279647879024142
0.5509732282893485,0.5608681975463983,0.07089040415084587,0.1258714106704788,0.046533333333333336,0.9291095958491541,submitted,"[32, 12]",12,0.9982502742445808,109.57492518424988,RF,0.5,0.4488907826623029
0.06582776533729817,0.026060856593396717,0.028825318569469016,0.02737346850163297,0.90315,0.971174681430531,longer,"[32, 12]",50,0.998631043579957,471.2686331272125,LR,0.3,0.9067931062618424
0.1754440042428583,0.13121030665940844,0.1437488817764348,0.13719370476127232,0.7979833333333334,0.8562511182235651,longer,"[32, 12]",50,0.998631043579957,471.2686331272125,SVM,0.3,0.7429716326845145
0.5630037260999248,0.7298184204769197,0.06631811223982666,0.12158763713233954,0.020583333333333332,0.9336818877601734,longer,"[32, 12]",50,0.998631043579957,471.2686331272125,RF,0.3,0.43687841672483974
0.045873638976274445,0.020810801381572062,0.023716279347156234,0.022168746341599384,0.93555,0.9762837206528437,longer,"[32, 12]",50,0.998631043579957,471.2686331272125,LR,0.5,0.925233221217918
0.070342601742473,0.0870080794345977,0.1093970538536469,0.09692646411272567,0.9624,0.890602946146353,longer,"[32, 12]",50,0.998631043579957,471.2686331272125,SVM,0.5,0.8480911670580129
0.5665031776107631,0.6634248915757656,0.100351867681848,0.1743334714739605,0.04268333333333333,0.899648132318152,longer,"[32, 12]",50,0.998631043579957,471.2686331272125,RF,0.5,0.43337896521400143
0.07425002039835725,0.10842553963359332,0.14259586903365604,0.12318498355644476,0.98305,0.8574041309663439,wider,"[128, 64]",12,0.9980417577037796,110.1387414932251,LR,0.3,0.8977271697052664
0.06848408474837493,0.08767571307273814,0.1108482595471443,0.09790958815111368,0.9670333333333333,0.8891517404528557,wider,"[128, 64]",12,0.9980417577037796,110.1387414932251,SVM,0.3,0.8509378711367778
0.5601207582749336,0.916783543712015,0.03898375842395086,0.07478738415773617,0.0029666666666666665,0.9610162415760491,wider,"[128, 64]",12,0.9980417577037796,110.1387414932251,RF,0.3,0.43976138454983094
0.013290662991940382,0.015318627450980392,0.018388565294316442,0.01671379656147515,0.9909833333333333,0.9816114347056836,wider,"[128, 64]",12,0.9980417577037796,110.1387414932251,LR,0.5,0.9585142743171083
0.06885578814719455,0.10038280284890726,0.13084706677534144,0.11360811930405965,0.9831166666666666,0.8691529332246586,wider,"[128, 64]",12,0.9980417577037796,110.1387414932251,SVM,0.5,0.8510738601851264
0.5488517991351096,0.6807228915662651,0.02021748205872413,0.039268683514489255,0.00795,0.9797825179412759,wider,"[128, 64]",12,0.9980417577037796,110.1387414932251,RF,0.5,0.45103034368965483
0.1997497801510385,0.16571871313106412,0.18708625728087788,0.17575542524184812,0.7896333333333333,0.8129137427191221,wider_longer,"[128, 64]",50,0.9992475272658042,449.5174283981323,LR,0.3,0.7711304316292394
0.3167547573502081,0.2723920585617496,0.29811343259845335,0.28467291848589543,0.6676166666666666,0.7018865674015466,wider_longer,"[128, 64]",50,0.9992475272658042,449.5174283981323,SVM,0.3,0.6032111547283392
0.5825226875062328,0.8056912906007473,0.1114446454485816,0.1958051728052252,0.022533333333333332,0.8885553545514184,wider_longer,"[128, 64]",50,0.9992475272658042,449.5174283981323,RF,0.3,0.4173594553185317
0.10115772009827476,0.034696288392653,0.0362006242172435,0.03543249632735657,0.8443833333333334,0.9637993757827565,wider_longer,"[128, 64]",50,0.9992475272658042,449.5174283981323,LR,0.5,0.8696590301261071
0.30290200629175995,0.3162956514529702,0.4550424427966523,0.3731902960740837,0.82465,0.5449575572033477,wider_longer,"[128, 64]",50,0.9992475272658042,449.5174283981323,SVM,0.5,0.6236095119806352
0.567935595586702,0.7594663527565234,0.07695366081545832,0.13974729241877257,0.020433333333333335,0.9230463391845417,wider_longer,"[128, 64]",50,0.9992475272658042,449.5174283981323,RF,0.5,0.4319465472380624
0.42842896385411094,0.366220841119533,0.34673876309564045,0.35621362197488,0.5030833333333333,0.6532612369043596,deep_long,"[256, 128, 64]",50,0.9990662085346727,486.8875091075897,LR,0.3,0.5436751493613048
0.608732310091294,0.5442760295958456,0.873029441584001,0.6705244675166043,0.61285,0.12697055841599905,deep_long,"[256, 128, 64]",50,0.9990662085346727,486.8875091075897,SVM,0.3,0.36128663771610925
0.6277889087332167,0.9189850475758948,0.20159831421585195,0.33065962372428187,0.0149,0.798401685784148,deep_long,"[256, 128, 64]",50,0.9990662085346727,486.8875091075897,RF,0.3,0.372111365964661
0.4070877491999311,0.34825000502583275,0.3443730990199392,0.3463007016772285,0.5403333333333333,0.6556269009800608,deep_long,"[256, 128, 64]",50,0.9990662085346727,486.8875091075897,LR,0.5,0.5643092209640717
0.6210619838082373,0.5533583447306674,0.8767071546428642,0.6784769230769231,0.5932666666666667,0.12329284535713576,deep_long,"[256, 128, 64]",50,0.9990662085346727,486.8875091075897,SVM,0.5,0.34802317253383863
0.6139180258016554,0.8087046963757101,0.20094228972427092,0.3219005764147639,0.03985,0.799057710275729,deep_long,"[256, 128, 64]",50,0.9990662085346727,486.8875091075897,RF,0.5,0.38596411702310907
